諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2020,7,0.232000000000000,174.474014156925000,167.406921517947000,52.742848689318700,89.540808404570100,107.465293304247000,129.622865286070000,140.416166464539000,103.826046096635000,80.944438782001700,0.287547169811321,0.187924528301887,0.236981132075472,0.118490566037736,0.169056603773585,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2021,7,0.232000000000000,175.348287929961000,167.496849760069000,52.836209875251700,90.223542189371600,108.424457671976000,130.109441845676000,140.721142993051000,104.382047256920000,81.084565599767100,0.291262135922330,0.191187453323376,0.231516056758775,0.115758028379388,0.170276325616131,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2022,7,0.232000000000000,175.364155413738000,167.743932936199000,53.070523777136700,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,104.217944925496000,81.028071609372300,0.288348082595870,0.192477876106195,0.231563421828909,0.115781710914454,0.171828908554572,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2023,7,0.235893242351097,174.999458264609000,167.743932936199000,53.158850225805300,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,106.063431740338000,82.873615761629900,0.273873153291203,0.185240411453861,0.224325957176575,0.123019175566788,0.193541302511572,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2024,7,0.239851818047040,174.635519560159000,167.743932936199000,53.258269552650200,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,107.769888395144000,84.761195138844500,0.259068534280217,0.177838101948368,0.216923647671082,0.130421485072281,0.215748231028052,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2025,7,0.243876823460868,174.272337723085000,167.743932936199000,53.370980997882700,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,109.352068694031000,86.691767160612400,0.243926716351627,0.170267192984073,0.209352738706787,0.137992394036576,0.238460957920937,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2026,7,0.247969373364096,173.909911179361000,167.743932936199000,53.499806198096500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,110.822711824453000,88.666311053295100,0.228440019259834,0.162523844438176,0.201609390160890,0.145735742582472,0.261691003558627,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2027,7,0.252130601235458,173.548238358238000,167.743932936199000,53.648426133368000,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,112.192874921351000,90.685828346703500,0.212600587829337,0.154604128722928,0.193689674445642,0.153655458297721,0.285450150704372,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2028,7,0.256361659574843,173.187317692231000,167.743932936199000,53.821735242932400,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,113.472201858171000,92.751343382094500,0.196400387970430,0.146504028793474,0.185589574516188,0.161755558227174,0.309750450492733,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2029,7,0.260663720222490,172.827147617117000,167.743932936199000,54.026386376201500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,114.669142090323000,94.863903831738200,0.179831202604140,0.138219436110330,0.177304981833043,0.170040150910319,0.334604228542167,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2030,7,0.265037974683544,172.467726571925000,167.743932936199000,54.271658402025500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,115.791130054086000,97.024581230319500,0.162884627494357,0.129746148555438,0.168831694278152,0.178513438465211,0.360024091206842,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2031,7,0.268301685087006,172.313033637151000,167.743932936199000,54.394832117582400,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,116.259715599828000,97.984408436470900,0.155356532901365,0.125982101258942,0.165067646981656,0.182277485761707,0.371316233096329,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2032,7,0.271605585224073,172.158479452418000,167.743932936199000,54.529683185022500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,116.715747192128000,98.953730847383700,0.147753965737514,0.122180817677017,0.161266363399730,0.186078769343632,0.382720083842107,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2033,7,0.274950169996094,172.004063893275000,167.743932936199000,54.677947283368900,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,117.159701438388000,99.932642395499900,0.140076189274040,0.118341929445280,0.157427475167994,0.189917657575369,0.394236748537317,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2034,7,0.278335940398699,171.849786835384000,167.743932936199000,54.841721997007000,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,117.592031171694000,100.921237942500000,0.132322459494006,0.114465064555262,0.153550610277976,0.193794522465387,0.405867343207369,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2035,7,0.281763403596836,171.695648154517000,167.743932936199000,55.023566329168000,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,118.013166915448000,101.919613288493000,0.124492025020195,0.110549847318357,0.149635393041071,0.197709739702292,0.417612994918086,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2036,7,0.285233073000746,171.541647726560000,167.743932936199000,55.226634962275700,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,118.423518241052000,102.927865181305000,0.116584127042304,0.106595898329412,0.145681444052126,0.201663688691237,0.429474841884921,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2037,7,0.288745468342868,171.387785427507000,167.743932936199000,55.454862294325500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,118.823475027620000,103.946091325848000,0.108597999243410,0.102602834429965,0.141688380152678,0.205656752590684,0.441454033583263,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2038,7,0.292301115755689,171.234061133465000,167.743932936199000,55.713219199021500,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,119.213408631882000,104.974390393595000,0.100532867725705,0.098570268671112,0.137655814393826,0.209689318349537,0.453551730859819,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
2039,7,0.295900547850559,171.080474720653000,167.743932936199000,56.008078400524800,89.367775684428300,107.578274019409000,130.132244693812000,141.804231869808000,119.593672975668000,106.012862032135000,0.092387950935509,0.094497810276014,0.133583355998728,0.213761776744635,0.465769106045114,0.926972885730752,0.829571789750116,0.117452082293021,0.287816001122405,0.572952256492671,0.820897478577965
