諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2030,8,0.2485189873417720,173.6714290657040000,167.7439329361990000,53.6246521739320000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,111.9929923328670000,90.3794301779091000,0.2150037228759590,0.1558056962462390,0.1948912419689530,0.1524538907744100,0.2818454481344390,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2031,8,0.2501926603270920,173.5519258999630000,167.7439329361990000,53.6791425016878000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,112.4415708716730000,91.0729890529301000,0.2095640179129150,0.1530858437647170,0.1921713894874310,0.1551737432559320,0.2900050055790060,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2032,8,0.2518776048103840,173.4325049642500000,167.7439329361990000,53.7365888631104000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,112.8798871205100000,91.7718701999789000,0.2040825694287260,0.1503451195226230,0.1894306652453360,0.1579144674980260,0.2982271783052880,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2033,8,0.2535738967005420,173.3131662019840000,167.7439329361990000,53.7972366849513000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,113.3082768818300000,92.4761144614129000,0.1985590570895580,0.1475833633530380,0.1866689090757520,0.1606762236676110,0.3065124468140410,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2034,8,0.2552816124176770,173.1939095566210000,167.7439329361990000,53.8613593348561000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,113.7270614859500000,93.1857629930082000,0.1929931581033770,0.1448004138599480,0.1838859595826620,0.1634591731607010,0.3148612952933120,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2035,8,0.2570008288965570,173.0747349716570000,167.7439329361990000,53.9292622140917000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,114.1365485625580000,93.9008572663643000,0.1873845472010910,0.1419961084088050,0.1810816541315190,0.1662634786118440,0.3232742116467400,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2036,8,0.2587316235900720,172.9556423906250000,167.7439329361990000,54.0012875913785000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,114.5370327633940000,94.6214390713278000,0.1817328966175410,0.1391702831170300,0.1782558288397440,0.1690893039036190,0.3317516875220670,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2037,8,0.2604740744727290,172.8366317570980000,167.7439329361990000,54.0778203392633000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,114.9287964396540000,95.3475505184347000,0.1760378760723400,0.1363227728444300,0.1754083185671430,0.1719368141762190,0.3402942183398680,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2038,8,0.2622282600441590,172.7177030146900000,167.7439329361990000,54.1592947759513000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,115.3121102774050000,96.0792340413713000,0.1702991527505810,0.1334534111835500,0.1725389569062640,0.1748061758370990,0.3489023033225060,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2039,8,0.2639942593326550,172.5988561070500000,167.7439329361990000,54.2462028693831000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,115.6872338940170000,96.8165323994539000,0.1645163912833800,0.1305620304499500,0.1696475761726640,0.1776975565706990,0.3575764455233070,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2040,8,0.2657721518987350,172.4800909778690000,167.7439329361990000,54.3391041308529000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,116.0544163983660000,97.5594886801277000,0.1586892537282820,0.1276484616724010,0.1667340073951140,0.1806111253482480,0.3663171518559550,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
