諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2020,8,0.2320000000000000,174.4740141569250000,167.4069215179470000,52.7428486893187000,89.5408084045701000,107.4652933042470000,129.6228652860700000,140.4161664645390000,103.8260460966350000,80.9444387820017000,0.2875471698113210,0.1879245283018870,0.2369811320754720,0.1184905660377360,0.1690566037735850,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2021,8,0.2320000000000000,175.3482879299610000,167.4968497600690000,52.8362098752517000,90.2235421893716000,108.4244576719760000,130.1094418456760000,140.7211429930510000,104.3820472569200000,81.0845655997671000,0.2912621359223300,0.1911874533233760,0.2315160567587750,0.1157580283793880,0.1702763256161310,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2022,8,0.2320000000000000,175.3641554137380000,167.7439329361990000,53.0705237771367000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,104.2179449254960000,81.0280716093723000,0.2883480825958700,0.1924778761061950,0.2315634218289090,0.1157817109144540,0.1718289085545720,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2023,8,0.2340032739530060,175.1516656379410000,167.7439329361990000,53.1228498939159000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,105.3541957343750000,82.1419039757582000,0.2796120982841630,0.1881098839503410,0.2271954296730550,0.1201497030703080,0.1849328850221320,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2024,8,0.2360238457789900,174.9394333372510000,167.7439329361990000,53.1789755141983000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,106.4370333922730000,83.2710473635686000,0.2707560269225570,0.1836818482695380,0.2227673939922520,0.1245777387511110,0.1982169920645420,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2025,8,0.2380618648416510,174.7274581996850000,167.7439329361990000,53.2393242266455000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,107.4700436319320000,84.4157122419768000,0.2617782177640900,0.1791929436903050,0.2182784894130190,0.1290666433303440,0.2116837058022420,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2026,8,0.2401174817944150,174.5157399136370000,167.7439329361990000,53.3043850045427000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,108.4564984921210000,85.5761119733181000,0.2526769973702170,0.1746423334933680,0.2137278792160820,0.1336172535272810,0.2253355363930520,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2027,8,0.2421908485915710,174.3042781678780000,167.7439329361990000,53.3747253284435000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,109.3993898919680000,86.7524628528609000,0.2434506692988810,0.1700291694577000,0.2091147151804140,0.1382304175629490,0.2391750285000560,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2028,8,0.2442821184995010,174.0930726515560000,167.7439329361990000,53.4510076014267000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,110.3014589835240000,87.9449841491227000,0.2340975137883060,0.1653525917024120,0.2044381374251260,0.1429069953182370,0.2532047617659190,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
2029,8,0.2463914461080150,173.8821230541980000,167.7439329361990000,53.5340098628762000,89.3677756844283000,107.5782740194090000,130.1322446938120000,141.8042318698080000,111.1652218891670000,89.1538981447416000,0.2246157874364330,0.1606117285264760,0.1996972742491900,0.1476478584941730,0.2674273512937290,0.9269728857307520,0.8295717897501160,0.1174520822930210,0.2878160011224050,0.5729522564926710,0.8208974785779650
