諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2030,4,0.26503797468354400,172.46772657192500000,167.74393293619900000,54.27165840202550000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,115.79113005408600000,97.02458123031950000,0.16288462749435700,0.12974614855543800,0.16883169427815200,0.17851343846521100,0.36002409120684200,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2031,4,0.26830168508700600,172.31303363715100000,167.74393293619900000,54.39483211758240000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,116.25971559982800000,97.98440843647090000,0.15535653290136500,0.12598210125894200,0.16506764698165600,0.18227748576170700,0.37131623309632900,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2032,4,0.27160558522407300,172.15847945241800000,167.74393293619900000,54.52968318502250000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,116.71574719212800000,98.95373084738370000,0.14775396573751400,0.12218081767701700,0.16126636339973000,0.18607876934363200,0.38272008384210700,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2033,4,0.27495016999609400,172.00406389327500000,167.74393293619900000,54.67794728336890000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,117.15970143838800000,99.93264239549990000,0.14007618927404000,0.11834192944528000,0.15742747516799400,0.18991765757536900,0.39423674853731700,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2034,4,0.27833594039869900,171.84978683538400000,167.74393293619900000,54.84172199700700000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,117.59203117169400000,100.92123794250000000,0.13232245949400600,0.11446506455526200,0.15355061027797600,0.19379452246538700,0.40586734320736900,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2035,4,0.28176340359683600,171.69564815451700000,167.74393293619900000,55.02356632916800000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,118.01316691544800000,101.91961328849300000,0.12449202502019500,0.11054984731835700,0.14963539304107100,0.19770973970229200,0.41761299491808600,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2036,4,0.28523307300074600,171.54164772656000000,167.74393293619900000,55.22663496227570000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,118.42351824105200000,102.92786518130500000,0.11658412704230400,0.10659589832941200,0.14568144405212600,0.20166368869123700,0.42947484188492100,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2037,4,0.28874546834286800,171.38778542750700000,167.74393293619900000,55.45486229432550000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,118.82347502762000000,103.94609132584800000,0.10859799924341000,0.10260283442996500,0.14168838015267800,0.20565675259068400,0.44145403358326300,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2038,4,0.29230111575568900,171.23406113346500000,167.74393293619900000,55.71321919902150000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,119.21340863188200000,104.97439039359500000,0.10053286772570500,0.09857026867111230,0.13765581439382600,0.20968931834953700,0.45355173085981900,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2039,4,0.29590054785055900,171.08047472065300000,167.74393293619900000,56.00807840052480000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,119.59367297566800000,106.01286203213500000,0.09238795093550910,0.09449781027601410,0.13358335599872800,0.21376177674463500,0.46576910604511400,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2040,4,0.29954430379746800,170.92702606540000000,167.74393293619900000,56.34774613253050000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,119.96460555764400000,107.06160687483500000,0.08416245958752590,0.09038506460202250,0.12947061032473600,0.21787452241862600,0.47810734306708900,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
