諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2020,4,0.23200000000000000,174.47401415692500000,167.40692151794700000,52.74284868931870000,89.54080840457010000,107.46529330424700000,129.62286528607000000,140.41616646453900000,103.82604609663500000,80.94443878200170000,0.28754716981132100,0.18792452830188700,0.23698113207547200,0.11849056603773600,0.16905660377358500,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2021,4,0.23200000000000000,175.34828792996100000,167.49684976006900000,52.83620987525170000,90.22354218937160000,108.42445767197600000,130.10944184567600000,140.72114299305100000,104.38204725692000000,81.08456559976710000,0.29126213592233000,0.19118745332337600,0.23151605675877500,0.11575802837938800,0.17027632561613100,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2022,4,0.23200000000000000,175.36415541373800000,167.74393293619900000,53.07052377713670000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,104.21794492549600000,81.02807160937230000,0.28834808259587000,0.19247787610619500,0.23156342182890900,0.11578171091445400,0.17182890855457200,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2023,4,0.23589324235109700,174.99945826460900000,167.74393293619900000,53.15885022580530000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,106.06343174033800000,82.87361576162990000,0.27387315329120300,0.18524041145386100,0.22432595717657500,0.12301917556678800,0.19354130251157200,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2024,4,0.23985181804704000,174.63551956015900000,167.74393293619900000,53.25826955265020000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,107.76988839514400000,84.76119513884450000,0.25906853428021700,0.17783810194836800,0.21692364767108200,0.13042148507228100,0.21574823102805200,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2025,4,0.24387682346086800,174.27233772308500000,167.74393293619900000,53.37098099788270000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,109.35206869403100000,86.69176716061240000,0.24392671635162700,0.17026719298407300,0.20935273870678700,0.13799239403657600,0.23846095792093700,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2026,4,0.24796937336409600,173.90991117936100000,167.74393293619900000,53.49980619809650000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,110.82271182445300000,88.66631105329510000,0.22844001925983400,0.16252384443817600,0.20160939016089000,0.14573574258247200,0.26169100355862700,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2027,4,0.25213060123545800,173.54823835823800000,167.74393293619900000,53.64842613336800000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,112.19287492135100000,90.68582834670350000,0.21260058782933700,0.15460412872292800,0.19368967444564200,0.15365545829772100,0.28545015070437200,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2028,4,0.25636165957484300,173.18731769223100000,167.74393293619900000,53.82173524293240000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,113.47220185817100000,92.75134338209450000,0.19640038797043000,0.14650402879347400,0.18558957451618800,0.16175555822717400,0.30975045049273300,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
2029,4,0.26066372022249000,172.82714761711700000,167.74393293619900000,54.02638637620150000,89.36777568442830000,107.57827401940900000,130.13224469381200000,141.80423186980800000,114.66914209032300000,94.86390383173820000,0.17983120260414000,0.13821943611033000,0.17730498183304300,0.17004015091031900,0.33460422854216700,0.92697288573075200,0.82957178975011600,0.11745208229302100,0.28781600112240500,0.57295225649267100,0.82089747857796500
