諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2020,5,0.2320000000000000000,174.4740141569250000000,167.4069215179470000000,52.7428486893187000000,89.5408084045701000000,107.4652933042470000000,129.6228652860700000000,140.4161664645390000000,103.8260460966350000000,80.9444387820017000000,0.2875471698113210000,0.1879245283018870000,0.2369811320754720000,0.1184905660377360000,0.1690566037735850000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2021,5,0.2320000000000000000,175.3482879299610000000,167.4968497600690000000,52.8362098752517000000,90.2235421893716000000,108.4244576719760000000,130.1094418456760000000,140.7211429930510000000,104.3820472569200000000,81.0845655997671000000,0.2912621359223300000,0.1911874533233760000,0.2315160567587750000,0.1157580283793880000,0.1702763256161310000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2022,5,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2023,5,0.2340032739530060000,175.1516656379410000000,167.7439329361990000000,53.1228498939159000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,105.3541957343750000000,82.1419039757582000000,0.2796120982841630000,0.1881098839503410000,0.2271954296730550000,0.1201497030703080000,0.1849328850221320000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2024,5,0.2360238457789900000,174.9394333372510000000,167.7439329361990000000,53.1789755141983000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,106.4370333922730000000,83.2710473635686000000,0.2707560269225570000,0.1836818482695380000,0.2227673939922520000,0.1245777387511110000,0.1982169920645420000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2025,5,0.2380618648416510000,174.7274581996850000000,167.7439329361990000000,53.2393242266455000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,107.4700436319320000000,84.4157122419768000000,0.2617782177640900000,0.1791929436903050000,0.2182784894130190000,0.1290666433303440000,0.2116837058022420000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2026,5,0.2401174817944150000,174.5157399136370000000,167.7439329361990000000,53.3043850045427000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,108.4564984921210000000,85.5761119733181000000,0.2526769973702170000,0.1746423334933680000,0.2137278792160820000,0.1336172535272810000,0.2253355363930520000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2027,5,0.2421908485915710000,174.3042781678780000000,167.7439329361990000000,53.3747253284435000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,109.3993898919680000000,86.7524628528609000000,0.2434506692988810000,0.1700291694577000000,0.2091147151804140000,0.1382304175629490000,0.2391750285000560000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2028,5,0.2442821184995010000,174.0930726515560000000,167.7439329361990000000,53.4510076014267000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,110.3014589835240000000,87.9449841491227000000,0.2340975137883060000,0.1653525917024120000,0.2044381374251260000,0.1429069953182370000,0.2532047617659190000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2029,5,0.2463914461080150000,173.8821230541980000000,167.7439329361990000000,53.5340098628762000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,111.1652218891670000000,89.1538981447416000000,0.2246157874364330000,0.1606117285264760000,0.1996972742491900000,0.1476478584941730000,0.2674273512937290000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2030,5,0.2485189873417720000,173.6714290657040000000,167.7439329361990000000,53.6246521739320000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,111.9929923328670000000,90.3794301779091000000,0.2150037228759590000,0.1558056962462390000,0.1948912419689530000,0.1524538907744100000,0.2818454481344390000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2031,5,0.2501926603270920000,173.5519258999630000000,167.7439329361990000000,53.6791425016878000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,112.4415708716730000000,91.0729890529301000000,0.2095640179129150000,0.1530858437647170000,0.1921713894874310000,0.1551737432559320000,0.2900050055790060000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2032,5,0.2518776048103840000,173.4325049642500000000,167.7439329361990000000,53.7365888631104000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,112.8798871205100000000,91.7718701999789000000,0.2040825694287260000,0.1503451195226230000,0.1894306652453360000,0.1579144674980260000,0.2982271783052880000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
