諸設定値,,,,,,,,,,,,,,,,,,,,,,
年,ケース,短時間非正規雇用割合,平均労働時間（正規）,平均労働時間（フル非正規）,平均労働時間（非正規20未満）,平均労働時間（非正規20～24）,平均労働時間（非正規25～29）,平均労働時間（非正規30～34）,平均労働時間（ｩ営）,平均労働時間（短被）,平均労働時間（短雇）,15時間未満,15～19時間,20～24時間,25～29時間,30～34時間,厚年適用率（正規）,厚年適用率（フル非正規）,厚年適用率（～20時間）,厚年適用率（20～24時間）,厚年適用率（25～29時間）,厚年適用率（30～34時間）
2030,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2031,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2032,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2033,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2034,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2035,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2036,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2037,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2038,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2039,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
2040,3,0.2320000000000000000,175.3641554137380000000,167.7439329361990000000,53.0705237771367000000,89.3677756844283000000,107.5782740194090000000,130.1322446938120000000,141.8042318698080000000,104.2179449254960000000,81.0280716093723000000,0.2883480825958700000,0.1924778761061950000,0.2315634218289090000,0.1157817109144540000,0.1718289085545720000,0.9269728857307520000,0.8295717897501160000,0.1174520822930210000,0.2878160011224050000,0.5729522564926710000,0.8208974785779650000
