îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2033,2,61529035,386748,387848,388276,388070,387228,385868,384375,383916,385256,384747,381146,395303,414489,415824,432478,453508,466807,489320,510859,521078,547901,562474,584084,597136,606481,621254,621037,620459,623039,644145,645175,659109,667207,670778,662258,661865,654041,648237,650813,643739,625702,628562,623228,634538,644469,661092,678379,686103,712509,735604,744643,744776,747750,779410,796040,824956,843666,881189,916269,965479,983830,962190,933803,903972,889212,866238,862010,673440,826172,772045,750214,723202,706040,708406,716628,693605,669253,697023,710817,703694,738481,767201,795732,836377,890110,853116,776516,464682,474786,544287,486849,457227,399319,321483,242129,219965,187174,151414,113499,81605,59969,41154,26953,16594,10093,11789
2034,2,61228443,385323,387073,388382,388820,388506,387578,386242,384838,384466,385860,385372,381764,395942,415205,416346,432902,455167,471692,498388,523398,535162,561321,573964,593476,604430,611819,625214,624335,623308,625378,645946,646561,660204,668093,671453,662711,662156,654315,648592,651228,644159,626080,628858,623428,634630,644435,660907,678044,685623,711871,734807,743688,743672,746513,778028,794551,823325,841884,879180,914015,962935,981071,959332,930863,900928,885988,862839,858342,670304,821990,767752,745628,718340,700822,702638,710158,686611,661669,688100,700478,691993,724376,750309,775492,811750,859701,819239,740644,439704,445095,504726,445815,412719,354656,280398,206962,183838,152578,120069,87318,60746,43088,28477,17926,10592,12814
2035,2,60920572,383382,385653,387610,388928,389256,388856,387952,386705,385389,385070,386485,385991,382397,396650,415727,416771,434563,460059,480787,510959,537479,548599,572812,583347,600770,609771,615792,628509,627182,625649,627194,647334,647663,661095,668771,671905,663005,662429,654671,649010,651649,644534,626379,629059,623529,634605,644265,660590,677577,685018,711108,733874,742597,742453,745193,776581,792988,821598,839974,877030,911618,960256,978189,956346,927764,897698,882551,859209,854414,666938,817477,763115,740675,713093,695180,696369,703086,678932,653310,678227,688993,678963,708653,731495,752980,784408,826038,781914,701371,412569,413158,462710,402928,367068,309802,240068,173280,150148,121244,92578,65151,43753,29890,18989,11472,13727
2036,2,60605350,380957,383715,386192,388157,389365,389607,389231,388416,387256,385992,385694,387104,386626,383100,397171,416153,418433,439465,469173,493401,525070,550914,560087,582194,590639,606115,613748,619100,631354,629522,627466,628594,648438,648560,661777,669227,672199,663281,662784,655090,649433,652024,644830,626583,629162,623513,634444,643964,660143,676986,684291,710212,732807,741390,741151,743813,775064,791334,819747,837930,874743,909095,957458,975177,953199,924477,894255,878882,855322,850192,663307,812601,758104,735326,707417,689050,689518,695322,670466,644061,667259,676200,664431,691131,710555,727969,754117,788916,741005,658654,383342,379186,418716,358849,321122,265673,201351,141794,119557,93688,69236,47039,30427,19982,12183,14810
2037,2,60282848,378141,381295,384258,386741,388595,389716,389982,389694,388967,387860,386617,386313,387739,387330,383618,397597,417815,423343,448612,481816,507553,538521,562403,569458,589486,595993,610099,617060,621955,633692,631338,628867,629707,649336,649249,662239,669524,672474,663637,663202,655513,649811,652319,645031,626689,629147,623364,634154,643535,659574,676275,683434,709185,731625,740102,739789,742366,773458,789560,817765,835756,872336,906462,954536,972004,949860,920973,890579,874952,851144,845634,659386,807328,752691,729540,701251,682351,681998,686764,661100,633787,655040,661928,648229,671620,687278,700241,720683,748185,696457,612580,352203,343549,373410,314392,275819,223211,165072,113132,92583,70225,50107,32793,20392,12853,15897
2038,2,59953268,375011,378483,381841,384808,387179,388946,390091,390446,390246,389571,388485,387236,386947,388443,387849,384045,399261,422726,432516,461307,495996,521025,550007,571777,576747,594843,599991,613416,619919,624302,635507,632739,629981,630612,650028,649719,662541,669803,672830,664058,663626,655892,650110,652520,645134,626679,628999,623087,633738,642987,658889,675436,682450,708046,730362,738754,738361,740833,771736,787661,815657,833467,869825,903713,951458,968637,946301,917231,886642,870729,846633,840707,655146,801630,746834,723253,694514,675000,673709,677294,650694,622337,641403,646008,630178,649916,661452,669608,683961,703780,648345,563418,319482,306779,327618,270460,232129,183330,131966,87793,69553,50942,35017,22032,13149,16962
2039,2,59616953,371625,375358,379032,382393,385247,387531,389322,390555,390997,390850,390196,389104,387870,387651,388963,388276,385710,404182,431902,445250,475535,509482,532507,559369,579068,582115,598844,603323,616281,622269,626125,636908,633853,630888,631312,650500,650030,662826,670162,673249,664483,664004,656191,650314,652623,645119,626536,628723,622685,633205,642325,658077,674470,681357,706828,729041,737340,736849,739190,769891,785641,813439,831082,867206,900820,948192,965047,942500,913223,882411,866167,841755,835374,650564,795462,740470,716386,687122,666898,664538,666773,639096,609555,626184,628260,610086,625820,632897,635929,643880,655761,596933,511669,285655,269538,282271,227998,190998,146847,102622,66100,50572,35686,23584,14242,17787
2040,2,59274435,368022,371977,375911,379585,382833,385600,387907,389786,391107,391602,391476,390816,389739,388574,388170,389390,389941,390638,413388,444641,459517,489046,520961,541854,566657,584435,586133,602179,606199,618636,624095,627532,638022,634761,631589,631794,650814,650323,663190,670585,673673,664862,664303,656396,650420,652608,644971,626265,628323,622168,632560,641539,657142,673397,680188,705555,727655,735843,735228,737431,767929,783516,811128,828596,864450,897752,944711,961213,938428,908915,877841,861234,836474,829606,645607,788759,733521,708851,678975,657934,654349,655045,626145,595284,609210,608495,587764,599154,601471,599130,600485,604374,542723,458071,251325,232580,238345,187931,153281,114428,77433,48171,35509,24092,15282,18967
2041,2,58923975,364205,368372,372526,376460,380023,383184,385974,388370,390337,391711,392228,392097,391453,390446,389094,388597,391060,394924,399539,425588,458890,472575,500064,530104,548913,571912,588470,589400,605052,608519,620453,625499,628632,638937,635468,632073,632101,651109,650682,663610,671010,674058,665163,664512,656506,650408,652462,644697,625871,627807,621540,631793,640635,656105,672252,678973,704225,726191,734238,733493,735567,765870,781309,808724,825988,861535,894489,940997,957105,934049,904259,872895,855890,830760,823351,640226,781439,725895,700548,669962,647974,642989,641945,611679,579359,590295,586522,563043,569781,567098,559238,553979,550103,486474,403568,217186,196702,196802,151104,119683,86526,56556,33902,24031,15649,20334
2042,2,58566688,360171,364553,368918,373071,376895,380371,383556,386435,388919,390940,392338,392851,392736,392163,390969,389522,390264,396058,403924,411336,439234,471933,483221,508836,537010,554006,575865,591751,592216,607368,610309,621851,626597,629536,639651,635957,632383,632390,651471,651096,664033,671397,674364,665374,664626,656497,650266,652189,644297,625363,627180,620795,630911,639633,654998,671060,677704,702819,724620,732519,731655,733612,763732,779015,806202,823229,858435,891009,937018,952686,929316,899220,867537,850105,824562,816562,634349,773409,717494,691363,659948,636869,630297,627307,595528,561605,569253,562166,535785,537617,529790,516429,504785,493687,429163,349256,183973,162696,158529,118217,90690,63337,39895,22997,15646,21394
2043,2,58203918,355909,360518,365094,369458,373502,377241,380742,384014,386981,389520,391565,392960,393490,393447,392688,391399,391194,395252,405086,415853,424530,451722,482565,491697,515465,541995,557838,579079,594579,594487,609157,611686,622944,627499,630240,640145,636270,632674,632744,651887,651512,664418,671705,674580,665490,664621,656357,649998,651789,643779,624744,626435,619935,629932,638562,653847,669816,676362,701312,722938,730700,729727,731582,761509,776608,803535,820296,855128,887279,932738,947911,924193,893759,861735,843828,817835,809148,627904,764562,708199,681156,648781,624459,616109,610957,577512,541841,545913,535289,505908,502669,489700,471073,453556,436097,371937,296306,152424,131294,124268,89766,66531,44780,27125,15009,22040
2044,2,57837148,351401,356254,361054,365630,369886,373845,377608,381196,384557,387579,390143,392186,393600,394203,393974,393120,393079,396195,404264,417051,429194,436602,461898,491028,498102,520252,545747,560956,581849,596860,596240,610533,612763,623842,628203,630729,640462,636565,633030,633150,652306,651891,664725,671923,674699,665487,664482,656091,649604,651271,643149,624008,625574,618981,628885,637448,652644,668501,674923,699698,721157,728790,727725,729471,759178,774063,800699,817168,851585,883269,928112,942741,918640,887844,855438,837015,810488,801017,620804,754775,697871,669773,636298,610581,600254,592707,557444,519901,520132,505798,473407,465063,447161,423760,401162,378476,316030,245900,123225,103117,94553,65994,47143,30516,17744,22041
2045,2,57467818,346630,351743,356785,361585,366054,370226,374210,378059,381735,385151,388198,390761,392824,394312,394731,394408,394807,398104,405230,416208,430434,441400,446437,469996,497424,502730,523859,548800,563643,584084,598621,597588,611609,613648,624544,628692,631043,640761,636925,633439,633558,652687,652193,664944,672045,674697,665351,664217,655698,649093,650639,642398,623158,624619,617961,627797,636285,651373,667090,673382,697988,719288,726808,725644,727258,756713,771357,797675,813816,847776,878934,923103,937135,912622,881422,848601,829575,802433,792062,612950,743900,686353,657047,622334,595065,582548,572367,535150,495647,491818,473681,438389,425100,402710,375281,348638,322070,262695,199144,96962,78618,69661,46866,32199,20008,23783
2046,2,57097240,341588,346970,352269,357311,362004,366391,370587,374657,378594,382325,385767,388813,391396,393535,394841,395166,396101,399856,407185,417206,429567,442676,451343,454263,476118,502048,506218,526794,551431,565811,585810,599976,598643,612494,614340,625032,629007,631340,641125,637339,633850,633930,652991,652408,665067,672047,674561,665088,663823,655188,648469,649886,641530,622214,623598,616900,626660,635055,650009,665579,671750,696194,717348,724747,723461,724918,754093,768472,794436,810213,843658,874239,917670,931059,906087,874449,841137,821419,793562,782157,604223,731770,673472,642807,606715,577730,562803,549756,510484,468983,460948,439034,401122,383273,357081,326587,297116,268144,213114,156992,74072,58042,49578,32082,21160,26297
2047,2,56726583,336298,341924,347490,352788,357725,362337,366748,371030,375186,379179,382936,386377,389445,392104,394062,395276,396863,401167,408979,419222,430599,441786,452648,459255,460179,480545,505533,509057,529323,553555,567485,587138,601036,599511,613186,614821,625347,629304,631701,641544,637754,634225,634228,653209,652530,665072,671916,674298,664698,663311,654564,647725,649015,640566,621204,622535,615791,625458,633735,648548,663979,670037,694331,715331,722586,721154,722431,751299,765382,790954,806317,839198,869147,911780,924458,898991,866836,832955,812438,783751,771151,594489,718204,659054,626872,589257,558386,540838,524718,483342,439881,427605,402108,362052,340260,311163,278728,247758,217905,168313,120165,54799,41398,34013,21130,28568
2048,2,56356791,330811,336631,342438,348002,353198,358055,362691,367187,371555,375766,379784,383542,387005,390149,392629,394496,396973,401939,410322,421071,432682,442849,451738,460582,465237,464460,483885,508370,511504,531364,555194,568773,588177,601909,600190,613668,615133,625644,629666,632115,641965,638134,634525,634441,653333,652536,664946,671659,673906,664190,662686,653819,646864,648047,639534,620153,621425,614619,624168,632322,647001,662299,668259,692395,713217,720302,718703,719780,748307,762060,787189,802098,834359,863624,905380,917290,891243,858491,823946,802505,772849,758874,583599,703014,642914,609051,569764,536853,516496,497141,453688,408410,392019,363335,321805,296892,265942,232784,201676,172407,129079,89079,39167,28463,22452,29928
2049,2,55988523,325211,331140,337138,342944,348407,353524,358405,363125,367706,372129,376366,380385,384165,387705,390672,393062,396191,402052,411113,422457,434594,444994,452826,459656,466582,469566,467691,486604,510815,513479,532941,556457,569781,589032,602592,600663,613981,615428,626006,630082,632532,642349,638439,634741,634564,653342,652415,664695,671273,673395,663569,661938,652956,645906,647010,638461,619056,620251,613361,622787,630826,645377,660556,666412,690366,710982,717876,716090,716941,745091,758469,783111,797519,829110,857621,898428,909462,882751,849305,813983,791469,760688,745138,571403,686003,624855,589144,548052,512971,489661,466981,421581,374777,354594,323324,281150,254102,222445,189800,159850,132469,95879,63802,26987,18829,31589
2050,2,55622124,319620,325536,331639,337636,343343,348728,353869,358834,363639,368274,372723,376962,381003,384859,388224,391103,394751,401260,411230,423275,436027,446962,455018,460762,465643,470925,472834,470322,488948,512789,515004,534154,557444,570611,589702,603069,600972,614277,615785,626421,630499,632913,642659,638660,634867,634574,653223,652171,664318,670770,672770,662826,661071,651997,644880,645932,637339,617895,618991,612014,621324,629255,643692,658744,664475,688222,708609,715290,713292,713889,741614,754578,778685,792551,823402,851099,890837,900885,873405,839147,802915,779158,747080,729750,557741,666962,604672,566954,523952,486621,460283,434289,387222,339351,315909,282835,240961,212859,181664,150700,123050,98591,68813,44055,17892,30309
2051,2,55257591,314152,319941,326027,332130,338029,343660,349070,354293,359341,364201,368862,373313,377574,381691,385374,388653,392783,399802,410423,423398,436874,448437,457031,462992,466763,469979,474204,475495,472589,490840,514314,516178,535104,558257,571261,590170,603380,601263,614635,616195,626837,630881,633220,642884,638790,634881,634462,652982,651804,663824,670153,672023,661964,660106,650969,643813,644805,636152,616648,617642,610588,619789,627624,641941,656846,662429,685944,706079,712521,710284,710590,737847,750355,773881,787147,817200,843977,882519,891445,863071,827862,790567,765380,731831,712505,542440,645669,582160,542308,497339,457745,428403,399257,350978,302671,276692,242733,202149,174113,144488,116220,91759,70904,47615,29269,28939
2052,2,54894586,308928,314469,320425,326511,332518,338342,343996,349488,354794,359897,364782,369446,373918,378255,382202,385800,390322,397810,408933,422570,437005,449310,458540,465039,469023,471111,473253,476874,477788,474420,492301,515488,517097,535885,558894,571716,590477,603674,601616,615046,616606,627219,631189,633444,643018,638807,634772,634231,652619,651324,663220,669414,671155,661005,659073,649899,642698,643613,634878,615314,616213,609090,618195,625930,640106,654840,660255,683517,703370,709544,707033,707015,733757,745770,768654,781274,810428,836174,873365,881009,851590,815273,776746,749937,714737,693184,525322,621905,557138,515067,468147,426375,394197,362249,313389,265421,237777,203931,165612,138717,111632,86833,66124,49164,31702,35416
2053,2,54532484,304084,309241,314946,320901,326891,332825,338673,344408,349982,355343,360471,365359,370045,374594,378762,382625,387458,395319,406898,421039,436152,449445,459432,466574,471097,473393,474395,475920,479176,479640,475834,493427,516406,517853,536498,559342,572015,590766,604030,602019,615459,616984,627528,631415,633578,643039,638701,634546,633881,652142,650735,662494,668557,670189,659977,657998,648781,641518,642334,633514,613901,614713,607536,616540,624156,638167,652710,657939,680919,700459,706327,703510,703133,729316,740781,762972,774860,803007,827588,863247,869415,838782,801180,761252,732620,695577,671557,506206,595473,529460,485159,436399,392674,358009,323805,275150,228391,200053,167330,132165,107365,83562,62697,45943,32801,41030
2054,2,54170404,299699,304394,309711,315414,321275,327194,333151,339079,344896,350523,355910,361041,365951,370713,375095,379181,384269,392418,404351,418946,434575,448570,459570,467481,472652,475487,476694,477069,478219,481034,481072,476923,494307,517162,518447,536929,559635,572297,591116,604437,602425,615838,617290,627755,631552,633602,642936,638477,634200,633423,651558,650028,661652,667601,669154,658907,656874,647599,640251,640963,632070,612417,613156,605922,614806,622281,636109,650440,655461,678127,697313,702841,699684,698918,724482,735355,756767,767833,794844,818099,852007,856481,824443,785378,743871,713202,674119,647393,484928,566211,499043,452598,402251,356970,320359,284631,237068,192425,164398,133755,102473,80518,60454,43650,30715,45168
2055,2,53807306,295820,300005,304857,310172,315782,321573,327515,333551,339559,345429,351083,356473,361626,366612,371210,375510,380811,389189,401385,416326,432416,446949,458675,467622,473571,477058,478805,479384,479375,480075,482471,482173,477775,495032,517756,518865,537213,559913,572637,591516,604846,602797,616145,617514,627894,631579,633504,642714,638134,633746,632859,650855,649207,660713,666577,668076,657789,655685,646329,638895,639512,630554,610878,611539,604231,612974,620290,633915,648011,652797,675108,693903,699054,695528,694328,719225,729430,749969,760103,785821,807557,839467,841999,808362,767646,724375,691445,650130,620478,461355,534025,465893,417533,366022,319766,281928,245548,200012,158367,131624,103886,76991,58364,42172,29242,46319
2056,2,53442097,292481,296124,300462,305311,310534,316075,321889,327908,334023,340084,345980,351638,357050,362279,367103,371620,377125,385687,398084,413275,429715,444731,457018,466710,473713,477986,480388,481508,481702,481237,481510,483577,483036,478477,495602,518175,519140,537481,560247,573026,591917,605221,603099,616372,617653,627923,631484,633289,642373,637682,633188,632182,650039,648291,659706,665511,666950,656606,654408,644969,637459,637989,628981,609280,609846,602445,611029,618170,631569,645401,649918,671838,690199,694940,691002,689335,713482,722938,742491,751561,775800,795798,825427,825755,790313,747748,702520,667109,623394,590636,435403,498912,430152,380281,328213,281727,243520,207448,164854,126998,102406,78194,55913,40795,28309,46027
2057,2,53073717,289659,292782,296576,300910,305668,310822,316385,322275,328372,334539,340627,346527,352207,357695,362765,367510,373218,381954,394503,409878,426568,441954,454750,465023,472790,478131,481325,483102,483838,483575,482677,482615,484443,483746,479029,496003,518451,519400,537803,560629,573416,592286,605527,603323,616512,617684,627831,631273,632956,641923,637125,632516,631395,649128,647310,658658,664397,665759,655336,653040,643530,635952,636409,627347,607605,608057,600549,608957,615900,629047,642580,646798,668284,686174,690459,686078,683880,707190,715798,734229,742074,764620,782629,809675,807518,770051,725434,678062,639968,593728,557755,407062,461010,392131,341346,289494,243645,206010,171232,132407,98973,77218,56894,39158,27439,45241
2058,2,52701212,287314,289959,293230,297018,301262,305952,311128,316765,322731,328879,335073,341165,347088,352843,358174,363166,369090,377998,390686,406193,423064,438718,451910,462715,471081,477200,481473,484046,485441,485721,485023,483786,483480,485156,484305,479418,496270,518712,519713,538170,561012,573775,592587,605754,603462,616546,617596,627625,630946,632516,641367,636454,631734,630516,648152,646288,657563,663218,664479,653976,651593,642019,634388,634769,625636,605837,606159,598529,606741,613463,626322,639523,643407,664422,681789,685582,680697,677904,700271,707910,725053,731490,752101,767853,791985,787038,747318,700448,650767,609830,561012,521812,376436,420638,352334,301409,250665,206388,170288,137742,103360,74761,56288,39921,26390,44240
2059,2,52323809,285403,287612,290404,293668,297366,301542,306252,311501,317213,323230,329404,335603,341718,347715,353316,358571,364728,373817,386641,402265,419262,435116,448602,459825,468743,475477,480537,484196,486391,487331,487176,486138,484654,484193,485718,484700,479677,496521,519026,520069,538539,561364,574068,592811,605897,603497,616461,617396,627303,630511,631973,640697,635673,630860,629574,647135,645220,656404,661952,663109,652536,650073,640451,632764,633050,623829,603960,604137,596369,604360,610828,623368,636200,639723,660214,677016,680252,674802,671333,692628,699150,714817,719637,738051,751255,772113,764051,721850,672547,620437,576567,525217,482927,343772,378319,311450,261292,212609,170840,137192,107700,78211,54596,39571,26957,43020
2060,2,51940939,283854,285700,288054,290837,294012,297643,301839,306620,311942,317704,323746,329925,336146,342334,348181,353707,360113,369400,382366,398101,415209,431207,444918,456459,465815,473118,478803,483256,486543,488286,488793,488297,487011,485369,484754,486115,484962,479920,496822,519383,520427,538879,561652,574286,592952,605934,603417,616265,617083,626876,629974,631318,639916,634800,629924,628593,646073,644090,655159,660596,661658,651025,648497,638824,631064,631236,621912,601962,601975,594049,601787,607973,620158,632589,635706,655631,671798,674413,668320,664074,684140,689379,703353,706334,722265,732604,749799,738286,693396,641523,586935,540139,486448,441403,309485,334776,270312,221906,176235,137844,107443,81635,57219,38454,26772,42726
