îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2030,1,57834181,396381,396306,395889,395313,395636,397646,397574,394171,409435,430255,429569,448020,470787,482928,505084,517562,517976,530935,536616,555909,567003,576892,594362,599531,601377,608210,631570,635886,651556,662032,673714,668111,675498,672471,670853,675370,669847,652079,654295,646310,656327,664930,683338,698275,706823,729139,751773,759686,758782,764512,796601,815036,842711,863252,901959,935395,986347,997198,977038,943305,909169,888705,862452,854349,659780,808382,751223,724895,694222,672114,666429,669333,638850,610963,629384,635860,619876,638528,653354,667869,686658,720033,676027,606457,349996,344171,383786,336061,307989,262904,205446,150887,132507,110189,86881,63129,44311,31827,21658,13946,8596,5230,3048,1633,885,802
2031,1,57468340,395913,396373,396428,396070,395481,395788,397817,397797,394458,409792,430669,429997,448446,471249,483359,505456,518442,520298,535082,542416,562923,574797,585065,602447,606732,606926,612138,634477,638175,653357,663413,674729,668838,675962,672648,670729,675001,669365,651593,653816,645813,655761,664293,682639,697511,705972,728146,750611,758371,757314,762844,794640,812777,840117,860334,898624,931610,981967,992320,971753,937670,903196,882302,855642,846944,653459,799860,742484,715609,684451,661747,655182,656970,625906,597345,613914,618606,601288,617322,629219,640273,654766,682324,636039,565903,323516,314698,346616,299334,270161,226784,174045,125350,107761,87543,67278,47543,32392,22546,14848,9242,5500,3228,1813,936,905
2032,1,57098987,394830,395910,396498,396610,396239,395633,395959,398041,398084,394812,410200,431097,430417,448901,471678,483729,506338,520765,524457,540888,549460,570726,582973,593151,609650,612282,610857,615066,636773,639993,654748,664438,675455,669310,676141,672528,670368,674521,668873,651122,653320,645263,655140,663621,681902,696682,705021,727033,749327,756922,755680,760982,792458,810297,837304,857182,895023,927511,977213,987013,966014,931579,896760,875412,848304,838943,646627,790657,733071,705638,673995,650683,643192,643781,612084,582799,597411,600229,581506,594738,603480,610840,620830,642381,593943,523521,296088,284516,309093,262898,233356,192394,144805,102104,85761,67916,50767,34825,22995,15490,9861,5926,3402,1925,1042,989
2033,1,56725708,392912,394832,396038,396681,396780,396391,395806,396183,398328,398439,395216,410622,431518,430867,449326,472048,484611,508666,524926,530284,547937,557285,578908,591062,600356,615202,616212,613790,617385,638596,641399,655781,665173,675927,669497,676022,672170,669896,674031,668396,650633,652770,644658,654484,662911,681100,695754,703953,725802,747912,755308,753855,758909,790062,807608,834266,853778,891122,923060,972039,981248,959809,925013,889831,867985,840375,830286,639250,780738,722958,694962,662831,638883,630397,629694,597317,567276,579826,580665,560433,570648,576018,579503,584856,600293,549905,479575,267964,254001,271800,227379,198244,160306,118136,81395,66654,51347,37262,24774,15832,10309,6336,3673,2033,1109,1093
2034,1,56348403,390425,392919,394963,396223,396852,396933,396564,396030,396471,398684,398844,395633,411035,431968,431289,449694,472930,486948,512841,530755,537357,555768,565477,586997,598268,605913,619132,619142,616112,619230,640008,642446,656525,665654,676113,669387,675667,671702,669414,673555,667901,650091,652167,644020,653791,662140,680202,694712,702773,724445,746335,753505,751822,756632,787464,804704,830984,850089,886883,918214,966418,975011,953118,917943,882362,859957,831791,820929,631300,770075,712123,683556,650919,626287,616727,614640,581551,550728,561098,559818,537951,544936,546763,546260,546917,556221,504191,434454,239486,223622,235380,193429,165418,130983,94331,63373,50488,37762,26561,17093,10559,6639,3936,2200,1173,1186
2035,1,55967199,387520,390438,393053,395149,396394,397006,397106,396789,396318,396826,399089,399263,396041,411479,432390,431655,450577,475271,491146,518693,537829,545205,563962,573567,594206,603828,609853,622063,621463,617961,620660,641059,643201,657015,665851,676003,669041,675201,671223,668947,673062,667353,649496,651529,643348,653039,661275,679193,693559,701471,722932,744571,751495,749588,754163,784658,801566,827426,846079,882268,912949,960336,968284,945909,910319,874284,851263,822510,810834,622750,758642,700540,671379,638197,612826,602114,598561,564738,533098,541137,537572,513947,517532,515706,511170,507151,510423,457196,388701,211090,193900,200501,161628,135362,104757,73571,48091,37202,26972,18363,11423,6814,4133,2362,1272,1272
2036,1,55582369,384238,387538,390576,393242,395321,396549,397180,397332,397078,396674,397232,399508,399672,396480,411897,432757,432539,452926,479483,497036,525793,545679,553408,572054,580775,599769,607772,612794,624383,623309,619396,621728,641819,643703,657220,665751,675656,668584,674725,670760,668462,672516,666750,648868,650857,642615,652194,660302,678077,692287,700019,721238,742604,749284,747165,751498,781627,798164,823559,841713,877253,907253,953774,961036,938134,902071,865534,841860,812493,799970,613582,746413,688169,658371,624599,598431,586500,581407,546818,514303,519832,513813,488351,488419,482897,474357,465785,463285,409477,343003,183258,165383,167769,132455,108431,81842,55931,35503,26624,18684,12297,7387,4250,2485,1369,1375
2037,1,55194388,380673,384262,387680,390767,393415,395477,396723,397406,397621,397434,397079,397650,399917,400112,396895,412262,433642,434894,457161,485394,504179,533662,553884,561500,579264,586344,603718,610718,615126,626230,624742,620467,622503,642325,643921,657130,665415,675199,668117,674265,670280,667925,671916,666115,648206,650126,641794,651244,659226,676846,690868,698391,719346,740439,746887,744550,748618,778338,794464,819346,836968,871828,901108,946703,953215,929720,893133,856066,831705,801707,788308,603773,733345,674949,644463,610054,583046,569835,563117,527708,494237,497072,488466,461141,457639,448445,436023,423158,415353,361740,298137,156506,138571,137686,106266,84852,62329,41369,25458,18480,12538,7968,4617,2561,1443,1485
2038,1,54803899,376900,380703,384409,387873,390942,393572,395652,396949,397695,397977,397840,397497,398059,400358,400528,397258,413146,435998,439148,463112,492562,512081,541876,561978,568711,584836,590305,606670,613054,616983,627663,625812,621245,623024,642547,643843,656804,664969,674733,667666,673788,669748,667335,671282,665444,647485,649305,640868,650192,658039,675470,689276,696573,717266,738092,744298,741723,745493,774761,790433,814767,831835,865975,894485,939071,944749,920598,883457,845837,820766,790124,775821,593290,719374,660810,629582,594503,566619,552061,543608,507302,472796,472779,461503,432350,425290,412534,396475,379757,367331,314791,254932,131307,113884,110629,83293,64734,46185,29719,17705,12425,8140,4990,2787,1490,1587
2039,1,54411634,372963,376936,380854,384604,388049,391099,393747,395879,397239,398051,398383,398258,397906,398498,400774,400892,398143,415509,440253,445130,470323,500482,520308,549970,569190,574287,588800,593272,609012,614916,618426,628734,626590,621769,623261,642474,643530,656368,664514,674283,667200,673260,669163,666713,670614,664713,646675,648379,639843,649032,656713,673927,687497,694572,715008,735557,741499,738655,742093,770863,786051,809814,826298,859667,887337,930808,935568,910720,873000,834813,809011,777713,762464,582081,704429,645678,613666,577892,549092,533096,522770,485492,449900,446922,432954,402065,391538,375446,356157,336208,320025,269503,214163,108063,91640,86852,63653,48053,33241,20708,11927,8082,5108,3019,1625,1669
2040,1,54018349,368886,373004,377091,381052,384781,388207,391275,393974,396168,397596,398458,398802,398667,398346,398914,401139,401778,400511,419786,446236,452377,478277,508717,528401,557182,574769,578261,591771,595630,610880,616363,619506,629512,627114,622011,623204,642166,643106,655923,664076,673817,666681,672678,668545,666055,669886,663893,645762,647354,638713,647736,655223,672200,685539,692402,712571,732816,738461,735315,738386,766625,781312,804470,820330,852857,879596,921845,925622,900039,861724,822960,796411,764433,748175,570085,688429,629489,596660,560163,530387,512837,500493,462193,425517,419522,402897,370438,356642,337586,315643,293239,274312,226692,176491,87082,72056,66482,47333,34649,23205,13976,7773,5082,3096,1763,1790
2041,1,53622882,364657,368930,373160,377288,381228,384938,388382,391501,394263,396524,398002,398876,399212,399108,398762,399278,402025,404168,404635,425495,453504,460030,486148,516631,535331,562645,578748,581182,594125,597460,612321,617441,620275,630041,627360,621957,622909,641746,642674,655495,663623,673298,666112,672064,667894,665340,669067,662966,644751,646222,637450,646279,653559,670303,683416,690064,709941,729840,735153,731676,734363,762045,776203,798712,813890,845484,871203,912133,914863,888515,849593,810248,782921,750221,732879,557241,671307,612184,578502,541236,510399,491171,476685,437365,399661,390654,371479,337703,320975,299489,275605,251647,231025,187064,142427,68577,55247,49523,34191,24232,15691,9126,4896,3086,1811,1935
2042,1,53225842,360260,364703,369085,373356,377463,381384,385113,388607,391788,394617,396929,398420,399287,399653,399525,399126,400161,404419,408332,410142,432430,461179,467603,493712,523407,540581,566543,581673,583496,595953,598872,613394,618211,620799,630292,627309,621666,622506,641318,642258,655053,663119,672729,665510,671417,667184,664536,668142,661938,643634,644956,636030,644653,651730,668246,681129,687539,707084,726600,731547,727725,730015,757106,770697,792498,806917,837488,862106,901623,903250,876111,836575,796633,768479,735004,716496,543490,652998,593701,559112,521007,489019,468009,451303,411020,372396,360450,338927,304206,285037,261782,236786,212196,190887,151169,112328,52663,41223,35835,23955,16416,10265,5759,2979,1808,2043
2043,1,52827715,355666,360308,364859,369280,373530,377618,381557,385336,388892,392140,395020,397346,398830,399728,400071,399890,400009,402544,408587,413892,416831,439752,468772,474879,500188,528542,544328,569408,583992,585294,597363,599924,614161,618735,621049,630243,627018,621267,622094,640908,641829,654561,662565,672128,664876,670712,666386,663625,667116,660803,642385,643533,634445,642865,649748,666030,678659,684797,703973,723067,727631,723453,725325,751783,764754,785768,799353,828819,852258,890274,890743,862795,822628,782052,753012,718700,698953,528782,633436,573958,538384,499364,466155,443302,424351,383219,343846,329126,305579,270407,249411,225164,199904,175552,154469,119397,86397,39360,29881,25152,16257,10759,6490,3510,1749,2101
2044,1,52428820,350840,355715,360463,365052,369453,373684,377790,381778,385619,389242,392541,395435,397755,399271,400146,400437,400776,402393,406695,414152,420643,423891,446994,476067,481109,505096,532208,547084,571681,585793,586682,598415,600676,614685,618987,621004,629954,626620,620860,621699,640483,641351,654020,661981,671494,664185,669918,665482,662616,665982,659533,640980,641943,632700,640926,647611,663635,675976,681810,700579,719230,723396,718845,720269,746035,758315,778465,791149,819432,841619,878047,877311,848521,807685,766430,736436,701237,680182,513062,612535,552849,516202,476211,441753,417051,395888,354082,314207,296998,271886,236855,214760,190314,165590,142250,122178,91975,64677,28579,21009,17100,10674,6814,3962,2065,2100
2045,1,52029237,345752,350891,355870,360655,365223,369605,373854,378009,382059,385966,389640,392953,395842,398195,399689,400512,401324,403165,406543,412236,420910,427770,430873,453950,482313,485830,508601,534905,549270,573447,587183,587717,599168,601191,614937,618945,620722,629557,626213,620470,621291,640011,640826,653449,661364,670803,663407,669018,664480,661501,664713,658103,639409,640193,630809,638836,645303,661034,673052,678551,696893,715080,718828,713877,714809,739808,751327,770543,782263,809286,830153,864910,862908,833223,791671,749684,718675,682546,660113,496261,590182,530253,492464,451490,415810,389308,366032,323805,283775,264497,238390,204168,181730,157839,134352,112671,94259,68963,47040,20128,14308,11247,6773,4168,2335,2280
2046,1,51628790,340381,345805,351045,356060,360824,365374,369774,374071,378287,382403,386360,390049,393357,396280,398612,400055,401401,403718,407325,412085,418965,428043,434818,437579,459906,487048,489204,511181,537044,550970,574810,588222,588459,599683,601440,614898,618667,620334,629152,625823,620067,620837,639491,640271,652847,660692,670025,662525,668021,663371,660251,663285,656504,637680,638295,628770,636578,642794,658198,669861,675010,692905,710602,713901,708510,708892,733047,743744,761959,772656,798347,817827,850816,847465,816824,774501,731737,699660,662556,638659,478290,566250,506066,467107,425191,388374,360184,334980,292684,252950,232140,205710,172962,150900,128228,106562,87053,70786,50239,33186,13732,9427,7149,4150,2460,2536
2047,1,51227092,334742,340435,345958,351234,356228,360974,365542,369989,374346,378628,382794,386766,390450,393792,396695,398977,400943,403795,407885,412879,418814,426068,435097,441586,443321,464422,490432,491688,513229,538708,552282,575829,588966,588967,599934,601405,614625,618283,619938,628764,625421,619617,620337,638942,639686,652192,659935,669142,661546,666917,662129,658844,661686,654744,635805,636249,626566,634123,640059,655103,666394,671178,688601,705771,708579,702693,702466,725709,735526,752675,762293,786583,804599,835700,830906,799236,756094,712517,679318,641180,615705,459045,540625,480216,440116,397359,359548,329865,303028,261123,222221,200524,174460,143788,122745,101842,82452,65474,51649,35501,22678,9063,6002,4387,2453,2749
2048,1,50823559,328884,334797,340587,346145,351400,356376,361140,365755,370262,374684,379015,383196,387164,390882,394205,397059,399863,403335,407965,413448,419623,425915,433090,441870,447381,447675,467651,492924,493659,514821,539994,553263,576559,589477,589216,599902,601141,614247,617892,619560,628364,624972,619123,619809,638364,639049,651452,659075,668163,660463,665680,660730,657269,659926,652834,633782,634037,624169,631446,637072,651739,662641,667043,683958,700552,702808,696375,695491,717753,726634,742657,751143,773952,790406,819486,813142,780377,736376,691949,657559,618305,591118,438432,513227,452687,411533,368095,329514,298635,270587,229618,192151,170246,145201,117104,97616,78911,62107,47849,36557,24300,14992,5780,3690,2598,2862
2049,1,50417453,322888,328940,334948,340771,346309,351547,356540,361350,366024,370595,375067,379413,383590,387592,391292,394567,397941,402250,407501,413531,420204,426740,432936,439833,447670,451776,450789,470029,494902,495193,516052,540955,553967,577062,589729,589187,599641,600774,613862,617518,619169,627918,624479,618602,619253,637733,638330,650611,658121,667079,659249,664286,659163,655534,658016,650774,631596,631631,621555,628523,633826,648097,658590,662580,678940,694892,696539,689514,687926,709142,717034,731874,739168,760396,775178,802089,794088,760167,715268,669943,634270,593798,564777,416385,484033,423513,381456,337578,298546,266891,238160,198745,163310,141854,118397,93250,75742,59528,45458,33921,25064,16092,9578,3559,2189,3008
2050,1,50007982,316881,322945,329089,335130,340933,346454,351708,356748,361617,366354,370974,375461,379803,384014,387998,391651,395444,400318,406407,413064,420290,427333,433776,439678,445607,452069,454920,453084,471918,496442,496378,516972,541645,554452,577310,589701,588933,599278,600400,613494,617133,618734,627427,623958,618052,618646,637022,637513,649678,657064,665862,657879,662723,657437,653652,655956,648547,629218,629006,618700,625344,630312,644166,654218,657757,673497,688741,689729,682071,679735,699844,706698,720288,726311,745847,758834,783424,773666,738528,692679,646383,609314,567536,536592,392880,453076,392794,350065,306082,267033,235120,206340,169090,136225,115805,94400,72453,57219,43636,32277,23294,16624,10297,5908,2115,2855
2051,1,49594380,310975,316938,323093,329268,335290,341076,346613,351914,357012,361943,366729,371364,375847,380223,384417,388355,392522,397806,404455,411956,419817,427422,434380,440531,445451,449987,455216,457237,454906,473388,497632,497265,517633,542120,554693,577286,589450,588579,598907,600043,613114,616703,618254,626909,623409,617453,617961,636213,636606,648644,655878,664490,656344,661001,655564,651621,653728,646124,626622,626138,615595,621904,626518,639923,649492,652524,667581,682059,682340,674010,670887,689827,695589,707845,712507,730227,741294,763412,751792,715364,668490,621133,582563,539424,506528,367940,420455,360705,317637,273996,235454,203900,175731,141200,111339,92448,73444,54813,42006,31031,22200,15475,10655,6361,3516,2729
2052,1,49175998,305293,311033,317084,323269,329426,335431,341234,346816,352174,357334,362313,367114,371746,376262,380622,384771,389219,394868,401920,409980,418693,426943,434472,441145,446316,449830,453121,457536,459078,456325,474525,498522,497903,518090,542358,554672,577042,589098,588218,598555,599675,612691,616229,617748,626363,622811,616776,617183,635314,635600,647483,654538,662951,654651,659132,653542,649425,651303,643478,623786,623019,612233,618188,622421,635334,644364,646835,661153,674807,674336,665299,661352,679057,683653,694482,697685,713461,722485,741972,728370,690554,642560,594060,553919,509424,474610,341642,386353,327526,284566,241803,204381,173827,146901,115536,88991,72019,55639,40298,29917,21376,14771,9934,6593,3792,3468
2053,1,48752373,299970,305352,311178,317258,323424,329564,335586,341434,347072,352492,357699,362694,367491,372157,376657,380973,385627,391546,398952,407412,416687,425802,433986,441240,446939,450705,452964,455432,459380,460511,457423,475376,499163,498344,518319,542339,554440,576701,588740,587875,598191,599264,612224,615729,617215,625767,622134,616005,616318,634319,634471,646171,653035,661254,652814,657115,651356,647034,648656,640587,620702,619642,608602,614175,617991,630354,638787,640652,654174,666948,665682,655909,651096,667482,670831,680128,681771,695476,702327,719009,703280,663954,614752,565061,523336,477556,440931,314128,351061,293653,251345,210085,174408,145462,120335,92456,69415,54635,40965,28743,20640,14245,9497,6156,3936,4043
2054,1,48323240,295084,300029,305494,311349,317411,323561,329717,335782,341686,347386,352852,358075,363066,367898,372547,377004,381821,387933,395597,404406,414079,423763,432827,440747,447036,451335,453847,455276,457268,460815,461620,458244,475988,499607,498565,518303,542115,554114,576352,588399,587521,597785,598812,611732,615203,616633,625094,621364,615150,615359,633200,633194,644699,651376,659411,650831,654933,648975,644423,645763,637443,617361,615994,604681,609835,613182,624939,632725,633938,646609,658448,656350,645805,640070,655044,657055,664715,664695,676198,680733,694405,676373,635419,584955,534085,490830,443906,405668,285629,314993,259587,218571,179447,146097,119286,96410,72209,52730,40282,29261,19860,13775,9172,5894,3681,4442
2055,1,47888545,290684,295144,300170,305663,311499,317545,323711,329910,336031,341994,347741,353223,358443,363468,368284,372891,377844,384105,391948,401006,411025,421112,430756,439571,446537,451434,454482,456164,457113,458699,461926,462451,458836,476413,499831,498552,518091,541798,553782,576021,588048,587125,597337,598334,611214,614628,615975,624327,620509,614201,614282,631935,631761,643073,649575,657423,648686,652556,646375,641568,642615,634036,613751,612052,600438,605123,607951,619050,626141,626658,638425,649280,646305,634938,628218,641677,642259,648172,646387,655540,657591,668015,647504,604835,553113,501143,456485,408648,369110,256474,278678,225938,186872,150469,119936,95679,75389,54924,38931,28814,20247,13274,8883,5702,3529,4513
2056,1,47448464,286801,290744,295283,300336,305811,311631,317692,323901,330155,336334,342344,348106,353586,358839,363850,368624,373722,380105,388082,397309,407572,418009,428062,437468,445346,450931,454583,456804,458006,458544,459806,462759,463050,459247,476628,499819,498350,517790,541476,553466,575681,587655,586689,596865,597831,610648,613978,615226,623474,619559,613134,613063,630514,630179,641308,647631,655271,646349,649960,643532,638462,639204,630355,609852,607789,595832,599997,602262,612653,619000,618780,629594,639407,635499,623255,615479,627317,626374,630431,626765,633396,632764,639694,616551,572138,519232,466316,420472,372065,331675,227087,242764,193349,156850,123655,96309,74909,57417,40606,27887,19967,13553,8573,5530,3419,4462
2057,1,47003376,283415,286861,290883,295447,300481,305940,311776,317879,324141,330453,336678,342704,348464,353977,359216,364186,369446,375959,384042,393392,403817,414499,424908,434733,443216,449729,454078,456907,458651,459442,459653,460636,463359,463465,459456,476619,499618,498063,517484,541170,553141,575299,587223,586229,596368,597283,610007,613237,614393,622528,618491,611926,611694,628946,628460,639403,645527,652927,643795,647121,640437,635097,635518,626378,605632,603158,590819,594421,596081,605713,611270,610277,620082,628783,623878,610693,601789,611897,609335,611411,605726,609637,606114,609320,583446,537329,483391,429772,383075,334568,293901,197989,207936,162443,129031,99405,75491,57123,42506,29128,19352,13385,8766,5345,3321,4370
2058,1,46553852,280485,283475,286999,291045,295591,300609,306083,311959,318115,324434,330791,337032,343056,348850,354349,359548,364998,371658,379854,389298,399837,410681,421342,431531,440446,447579,452869,456400,458755,460089,460554,460484,461235,463777,463678,459448,476429,499332,497770,517193,540854,552777,574879,586766,585744,595825,596661,609277,612413,613468,621464,617282,610569,610183,627242,626605,637340,643234,650364,641001,644031,637084,631460,631536,622073,601049,598117,585366,588360,589373,598198,602923,601114,609842,617354,611379,597192,587086,595352,591063,591014,583148,584128,577525,576822,548186,500484,445756,391793,344709,296692,256454,169736,174864,133768,103840,78009,57639,42343,30532,20241,12991,8669,5473,3214,4267
2059,1,46100661,277976,280547,283612,287159,291186,295716,300749,306263,312190,318402,324765,331138,337378,343436,349216,354676,360351,367184,375509,385054,395678,406635,417462,427909,437202,444783,450705,455187,458248,460195,461204,461388,461084,461652,463991,463672,459267,476158,499041,497493,516894,540502,552376,574435,586286,585216,595210,595952,608465,611498,612426,620258,615923,609071,608540,625403,624597,635091,640727,647561,637960,640681,633460,627528,627224,617397,596059,592633,579437,581782,582107,590081,593926,591247,598823,605060,597942,582688,571306,577607,571465,569122,558903,556755,546924,542190,510841,461769,406613,352794,305914,259100,220050,142872,144140,107766,81582,59634,42781,30456,21246,13607,8426,5420,3296,4153
2060,1,45644723,275821,278038,280683,283771,287299,291310,295854,300926,306490,312473,318728,325107,331479,337752,343797,349539,355469,362509,370990,380651,391366,402406,413350,423969,433533,441508,447890,453013,457030,459688,461311,462040,461990,461502,461866,463986,463490,459008,475882,498765,497208,516560,540112,551953,573969,585761,584616,594509,595163,607563,610468,611246,618901,614422,607443,606767,623411,622407,632633,637984,644509,634664,637060,629542,623273,622540,612305,590629,586670,573001,574656,574257,581329,584235,580627,586968,591839,583505,567117,554378,558569,550426,545608,532879,527445,514299,505491,471576,421472,366384,313319,267367,222511,185392,117883,116244,84762,62440,44317,30811,21221,14302,8838,5276,3269,4143
