îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2030,1,58826618,460647,458016,454962,451699,449437,449101,446563,440741,456910,467596,429670,448097,470855,482989,505149,517625,518043,531014,536706,556022,567131,577043,594536,599722,601585,608435,631812,636129,651809,662287,673973,668374,675767,672747,671135,675665,670161,652401,654642,646679,656733,665380,683852,698853,707468,729877,752610,760619,759811,765653,797907,816496,844365,865105,904070,937797,989106,1000244,980291,946744,912799,892592,866582,858835,663574,813466,756412,730391,699986,678198,672968,676430,646168,618534,637854,645178,629794,649731,666018,682317,703405,739962,697265,628085,364178,360083,404076,356269,328941,282934,222783,164888,145947,122348,97272,71281,50460,36546,25069,16268,10098,6183,3624,1949,1058,959
2031,1,58559450,462609,460626,458119,455128,451862,449591,449277,446792,441037,457280,468024,430103,448528,471322,483426,505530,518517,520381,535180,542529,563059,574948,585239,602644,606946,607158,612386,634743,638444,653635,663696,675017,669130,676263,672959,671048,675338,669724,651964,654218,646240,656232,664816,683236,698182,706721,729003,751583,759453,758504,764163,796147,814461,842023,862469,901058,934375,985144,995827,975498,941628,907374,886774,860392,852102,657821,805703,748438,721894,691011,668637,662562,664972,634165,605905,623501,629149,612499,629988,643567,656678,673767,704834,659861,589962,339143,332026,368382,320630,291786,246997,191139,138838,120416,98726,76594,54641,37574,26386,17522,10993,6590,3892,2199,1139,1102
2032,1,58288748,463780,462591,460730,458286,455292,452016,449767,449507,447089,441404,457705,468469,430527,448987,471756,483804,506422,520856,524560,541008,549596,570885,583148,593348,609871,612519,611112,615338,637064,640287,655053,664748,675773,669634,676477,672876,670729,674903,669282,651546,653780,645753,655682,664224,682589,697455,705884,728019,750445,758165,757046,762493,794183,812223,839484,859622,897803,930667,980841,991017,970293,936100,901529,880515,853724,844826,651599,797310,739830,712741,681374,658405,651452,652742,621345,592407,608165,612045,594074,608967,619636,629309,642136,667447,620254,549853,313006,303011,331917,284777,255076,212225,161192,114740,97339,77887,58835,40776,27189,18485,11869,7191,4158,2367,1288,1225
2033,1,58013957,463849,463765,462697,460897,458449,455446,452193,449998,449804,447457,441825,458147,468907,430981,449418,472134,484697,508766,525037,530408,548081,557443,579089,591258,600576,615446,616473,614069,617681,638913,641720,656114,665513,676277,669856,676395,672560,670302,674463,668859,651115,653295,645219,655104,663601,681886,696639,704941,726929,749188,756726,755410,760628,792022,809797,836742,856548,894276,926640,976155,985791,964664,930142,895239,873770,846516,836948,644874,788245,730553,702907,671054,647473,639587,639676,607641,577981,591796,593817,574449,586557,594086,600088,608451,627825,578545,507934,285943,273327,295171,249286,219484,179249,133430,92912,76936,59948,43999,29571,19091,12550,7782,4548,2535,1390,1377
2034,1,57734812,463068,463837,463873,462864,461061,458604,455623,452424,450295,450174,447880,442261,458580,469374,431408,449793,473027,487048,512960,530886,537503,555933,565657,587201,598488,606156,619400,619427,616415,619551,640351,642793,656887,666026,676498,669783,676081,672136,669869,674042,668424,650637,652761,644658,654498,662926,681098,695719,703897,725725,747783,755111,753582,758575,789679,807177,833780,853215,890444,922254,971063,980138,958596,923727,888460,866478,838710,828425,637612,778470,720579,692369,660022,635796,626909,625705,592989,562577,574343,574394,553523,562624,566798,568951,572723,586061,534909,464479,258217,243365,258728,214807,185659,148614,108231,73573,59334,44926,31978,20811,12991,8247,4933,2779,1492,1518
2035,1,57451224,461569,463061,463948,464041,463029,461216,458782,455855,452722,450665,450598,448318,442689,459043,469809,431782,450686,475382,491264,518832,537983,545373,564150,573769,594432,604071,610119,622355,621772,618289,621007,641429,643577,657408,666256,676425,669477,675660,671707,669456,673609,667941,650112,652201,644069,653839,662166,680208,694700,702743,724378,746205,753305,751570,756350,787150,804347,830568,849592,886270,917487,965553,974042,952062,916813,881128,858577,830262,819212,629780,767955,709886,681098,648232,623313,613348,610764,577338,546145,555741,553679,531172,537056,537704,535901,535030,542323,489621,419900,230188,213597,223254,181971,154170,120750,85858,56850,44557,32722,22554,14193,8557,5240,3021,1639,1654
2036,1,57163203,459377,461566,463174,464118,464206,463185,461395,459014,456154,453093,451089,451037,448749,443146,459477,470189,432675,453048,479611,497173,525954,545854,553597,572263,580999,600018,608038,613084,624699,623643,619749,622100,642217,644109,657647,666193,676119,669065,675234,671298,669031,673128,667410,649560,651614,643429,653099,661309,679222,693574,701451,722863,744439,751315,749388,753949,784418,801278,827076,845645,881732,912331,959612,967477,945015,909332,873181,850023,821127,809269,621353,756673,698441,669047,635625,609958,598842,594798,560637,528626,535895,531549,507285,509781,506800,501002,495516,496879,443100,374761,202290,184563,189403,151342,125471,95959,66470,42778,32523,23130,15417,9369,5449,3216,1786,1813
2037,1,56870955,456608,459380,461683,463346,464283,464363,463363,461628,459314,456525,453518,451528,451468,449209,443576,459855,471085,435043,457299,485542,504337,533844,554080,561711,579495,586590,603990,611007,615439,626571,625102,620846,622903,642753,644360,657592,665898,675707,668647,674828,670877,668559,672600,666852,648982,650975,642709,652262,660359,678132,692313,699997,721166,742493,749158,747034,751355,781454,797939,823270,841354,876824,906771,953211,960395,937390,901222,864576,840772,811265,798562,612311,744592,686199,656156,622134,595668,583335,577754,542824,509932,514690,507891,481791,480788,474139,464382,454415,450137,395924,329756,175029,156803,157762,123369,99885,74430,50117,31290,23038,15845,10200,5980,3352,1906,1985
2038,1,56574892,453382,456616,459501,461856,463512,464440,464542,463597,461928,459686,456951,453958,451960,451929,449640,443952,460751,473444,439312,463268,492729,512259,542078,562196,568943,585089,590574,606966,613367,617322,628030,626198,621652,623453,643008,644318,657306,665496,675290,668250,674411,670410,668040,672045,666267,648354,650257,641895,651335,659310,676911,690892,698366,719296,740383,746831,744490,748540,778229,794300,819132,836714,871533,900781,946307,952729,929120,892435,855265,830779,800639,787060,602627,731662,673100,642358,607694,580387,566776,559569,523811,489953,492016,482631,454674,450122,439835,426250,412087,402666,348807,285696,148912,130803,128807,98381,77618,56229,36733,22212,15816,10506,6524,3687,1991,2149
2039,1,56275577,449793,453396,456740,459676,462024,463670,464620,464776,463898,462301,460113,457393,454390,452421,452361,450017,444848,463114,477681,445311,470498,500669,520506,550194,569430,574541,589076,593564,609332,615254,618790,629127,627003,622205,623722,642971,644043,656914,665089,674894,667842,673948,669896,667495,671462,665632,647646,649444,640992,650310,658133,675534,689298,696570,717269,738105,744315,741728,745476,774712,790344,814659,831712,865832,894319,938831,944413,920158,882925,845204,820006,789220,774731,592258,717822,659075,627587,592249,564063,549101,540155,503488,468584,467793,455743,425967,417882,404077,386931,369038,355177,302594,243402,124403,106964,102891,76587,58751,41297,26131,15282,10510,6735,4031,2194,2290
2040,1,55973705,445936,449812,453524,456918,459845,462182,463850,464854,465077,464271,462728,460555,457827,454852,452854,452740,450914,447217,467363,483622,452576,478471,508923,528620,557427,575030,578537,592070,595945,611224,616726,619895,629933,627557,622478,623700,642701,643662,656516,664704,674487,667387,673438,669356,666923,670830,664916,646844,648542,639995,649160,656805,673989,687540,694622,715081,735643,741583,738722,742136,770889,786067,809835,826323,859681,887322,930720,935398,910454,872645,834353,808423,776971,761522,581156,703000,644057,611781,575743,546634,530227,519398,481745,445747,441995,427257,395761,384242,367161,346885,325901,308514,258151,203636,101888,85584,80241,58081,43235,29438,18016,10176,6752,4170,2404,2485
2041,1,55669063,441858,445958,449941,453701,457086,460003,462362,464085,465156,465451,464701,463174,460992,458292,455288,453233,453643,453316,451322,473180,491513,460248,486361,516857,535570,562911,579032,581480,594447,597799,612689,617830,620692,630492,627835,622459,623442,642324,643276,656141,664310,674034,666888,672902,668790,666302,670116,664103,645956,647545,638877,647864,655318,672288,685637,692525,712721,732971,738608,735445,738510,766760,781460,804642,820513,853023,879733,921925,925632,899959,861551,822679,795992,763844,747374,569263,687125,627982,594883,558113,528016,510044,497186,458499,421409,414643,397257,364211,349473,329512,306695,283440,263554,216282,167034,81656,66862,60966,42827,30882,20338,12023,6552,4190,2493,2716
2042,1,55362484,437570,441883,446088,450118,453869,457244,460182,462596,464386,465531,465882,465148,463613,461461,458731,455669,454137,456060,457479,456944,480905,499846,467840,493944,523654,540840,566831,581979,583818,596299,599235,613789,618627,621245,630775,627819,622205,623080,641943,642912,655756,663870,673535,666364,672340,668175,665602,669306,663202,644973,646426,637615,646411,653680,670446,683589,690262,710158,730060,735364,731888,734593,762311,776499,799040,814222,845801,871503,912396,915067,888628,849610,810145,782663,749777,732214,556521,670127,610791,576830,539276,508104,488441,473429,433711,395586,385811,365892,331564,313965,291668,267067,242453,221118,177672,134080,63903,50894,45041,30652,21380,13601,7757,4074,2510,2897
2043,1,55054670,433073,437598,442014,446265,450286,454026,457423,460416,462897,464760,465961,466330,465589,464085,461903,459116,456579,456559,460250,463180,464408,489062,508093,475134,500439,528808,544609,569719,584321,585639,597733,600313,614583,619181,621527,630761,627566,621847,622714,641583,642539,655327,663386,673012,665815,671730,667481,664806,668407,662204,643870,645162,636200,644812,651906,668462,681377,687805,707366,726885,731842,728044,730373,757519,771147,792975,807396,837966,862584,902083,903656,876426,836783,796699,768376,734701,715968,542875,651943,592417,557535,519126,486786,465326,448082,407391,368344,355638,333400,298180,278218,254290,228743,203696,181912,142844,105107,48730,37672,32301,21264,14327,8793,4834,2445,3009
2044,1,54746221,428371,433103,437729,442190,446432,450442,454204,457655,460715,463270,465190,466410,466773,466063,464529,462291,460034,459015,460755,465988,470748,472288,497133,516017,481383,505367,532495,547386,572014,586146,587051,598811,601092,615136,619464,621516,630510,627209,621485,622368,641215,642123,654855,662878,672464,665218,671041,666692,663923,667412,661083,642623,643744,634641,643079,649996,666321,678975,685127,704320,723438,728036,723902,725827,752349,765351,786393,799991,829473,852927,890940,891363,863313,823016,782281,753058,718540,698564,528271,632502,572776,536891,497548,463969,440652,421151,379602,339808,324348,300132,264522,242853,218078,192438,167821,146480,112165,80295,36138,27069,22453,14278,9282,5491,2907,3036
2045,1,54437496,423495,428404,433235,437904,442356,446587,450619,454435,457953,461086,463699,465638,466852,467248,466510,464920,463216,462489,463236,466501,473604,478738,480083,504887,522806,486124,508892,535213,549594,573803,587561,588111,599590,601635,615420,619456,621272,630155,626847,621145,622014,640804,641665,654360,662346,671868,664544,670257,665816,662945,666294,659817,641225,642182,632952,641213,647934,663995,676357,682204,701011,719712,723934,719440,720922,746749,759059,779249,791960,820275,842490,878930,878144,849233,808248,766818,736634,701222,679932,512653,611713,551756,514779,474445,439599,414417,392693,350467,310183,292270,266542,231169,208531,183711,158771,135340,115209,85837,59656,26017,18853,15107,9269,5808,3309,3321
2046,1,54128609,418485,423529,428535,433409,438069,442510,446763,450849,454731,458322,461513,464145,466079,467327,467696,466902,465851,465689,466743,469015,474129,481645,486641,487572,511529,527956,489518,511493,537374,551316,575190,588624,588879,600134,601915,615415,619216,620925,629795,626508,620796,621619,640351,641184,653842,661767,671194,663776,669386,664846,661846,665030,658395,639683,640490,631134,639198,645693,661458,673499,679030,697435,715695,719514,714624,715606,740668,752229,771500,783261,810331,831236,866011,863945,834123,792406,750234,719030,682678,660001,495948,589462,529237,491097,449758,413672,386675,362829,320188,279775,259835,233202,198743,175899,151783,128235,106619,88318,63891,43030,18156,12710,9827,5811,3507,3719
2047,1,53819539,413429,418522,423661,428709,433573,438223,442685,446991,451142,455098,458746,461957,464585,466554,467776,468090,467837,468339,469975,472568,476686,482181,489597,494233,493987,516570,531643,492021,513561,539060,552651,576234,589395,589416,600416,601914,615179,618874,620574,629458,626160,620406,621185,639877,640681,653278,661113,670427,662923,668421,663754,660602,663610,656827,638013,638667,629170,637008,643250,658689,670394,675598,693579,711367,714743,709404,709834,734066,744819,763104,773851,799603,819124,852127,848702,817909,775411,732455,700174,662833,638677,478064,565619,505112,465779,423476,386233,357536,331763,289073,248986,227592,200735,167860,145530,122772,101182,81873,65856,46171,30086,12264,8284,6173,3516,4060
2048,1,53510153,408445,413467,418653,423833,428871,433725,438396,442911,447282,451506,455519,459187,462395,465058,467001,468170,469028,470337,472650,475843,480300,484784,490144,497237,500737,498856,520179,534363,494012,515174,540368,553656,576990,589934,589695,600417,601686,614842,618527,620246,629113,625772,619977,620729,639380,640134,652640,660367,669575,661978,667336,662519,659205,662044,655128,636213,636698,627034,634619,640581,655681,667037,671897,689424,706694,709572,703735,703566,726902,736787,754020,763697,788053,806103,837217,832340,800512,757186,713405,679989,641597,615842,458896,540067,479308,438809,395642,357389,327193,299800,257524,218332,196140,169758,139067,117885,97023,77828,61158,47679,32343,20362,8009,5214,3742,4258
2049,1,53200211,403665,408486,413599,418824,423994,429022,433897,438620,443200,447643,451924,455957,459623,462866,465504,467395,469109,471535,474669,478554,483630,488461,492791,497793,503781,505674,502343,522843,536527,495567,516426,541352,554385,577520,590216,589699,600193,601359,614501,618203,619909,628727,625344,619527,620252,638839,639515,651912,659538,668630,660914,666107,661131,657664,660347,653298,634270,634557,624704,632010,637682,652427,663416,667908,684937,701628,703954,697577,696762,719135,728095,744213,752760,775630,792113,821207,814779,781850,737654,693006,658383,618851,591365,438349,512726,451806,410226,366357,327323,295938,267349,226066,188381,166081,140828,112811,93304,74752,58238,44359,33463,21932,13323,5051,3167,4502
2050,1,52889385,399233,403707,408617,413768,418984,424144,429192,434119,438906,443557,448057,452359,456389,460090,463310,465897,468333,471617,475880,480600,486389,491850,496531,500482,504346,508750,509211,504918,524963,538217,496773,517369,542067,554897,577799,590222,589481,599870,601029,614183,617872,619533,628302,624895,619057,619733,638227,638808,651103,658618,667566,659708,664724,659599,655993,658518,651320,632156,632220,622159,629174,634545,648918,659513,663601,680071,696123,697850,690892,689383,710725,718706,733645,740991,762278,777087,804019,795937,761843,716732,671166,635236,594464,565119,416355,483568,422637,380129,335804,296321,264166,234943,195280,159708,137958,114400,89424,72004,56033,42317,31190,22734,14378,8419,3074,4305
2051,1,52577255,395205,399276,403838,408785,413926,419132,424312,429412,434402,439260,443968,448488,452787,456854,460532,463702,466833,470839,475964,481828,488470,494657,499977,504281,507072,509321,512310,511823,506968,526618,539528,497682,518054,542569,555166,577807,590007,589167,599543,600720,613857,617501,619119,627857,624426,618545,619145,637529,638022,650204,657582,666359,658351,663198,657938,654193,656543,649169,629848,629667,619393,626107,631163,645134,655298,658929,674783,690141,691222,683640,681392,701640,708586,722269,728338,747932,760951,785574,775732,740408,694326,647763,610415,568309,537012,392886,452622,391898,348698,304264,264763,232392,203179,165757,132836,112225,90819,69120,54065,40787,29809,21230,14932,9102,5133,4141
2052,1,52263368,391625,395250,399407,404005,408942,414073,419299,424530,429692,434753,439667,444395,448913,453248,457293,460922,464633,469331,475180,481916,489721,496776,502832,507782,510922,512075,512886,514939,513902,508569,527904,540517,498342,518536,542835,555177,577599,589695,588849,599239,600405,613493,617093,618685,627391,623916,617964,618473,636752,637150,649192,656406,665001,656853,661543,656149,652248,654393,646820,627327,626892,616400,622799,627515,641047,650725,653851,669036,683644,684030,675784,672756,691842,697688,710033,714738,732523,743631,765788,754078,717445,670312,622663,583786,540288,507005,367961,419985,359769,316217,272119,233159,201198,172669,138044,108206,89223,70309,51986,39423,28783,20327,13970,9471,5560,5266
2053,1,51947354,388581,391672,395381,399573,404160,409087,414238,419514,424807,430040,435156,440090,444816,449370,453684,457680,461848,467121,473660,481124,489813,498051,504988,510683,514470,515965,515662,515520,517033,515526,509812,528873,541236,498807,518792,542847,554979,577296,589380,588553,598928,600052,613091,616665,618231,626884,623337,617301,617726,635889,636166,648042,655081,663501,655228,659760,654215,650131,652046,644253,624585,623889,613171,619230,623574,636613,645754,648330,662792,676593,676237,667291,663439,681287,685961,696878,700127,715979,725047,744578,730875,692830,644550,595728,555248,510358,475117,341655,385842,326532,283074,239882,202085,171187,143981,112600,86152,69180,52967,37973,27870,19663,13401,8877,5796,6167
2054,1,51628921,386088,388629,391802,395546,399727,404304,409250,414451,419788,425151,430438,435574,440507,445268,449802,454068,458600,464321,471431,479587,489011,498146,506285,512873,517410,519549,519580,518312,517618,518668,516788,510750,529578,541743,499055,518806,542656,554690,576990,589086,588251,598580,599663,612670,616217,617737,626309,622675,616563,616897,634916,635049,646745,653617,661874,653478,657833,652110,647818,649480,641461,621618,620649,609688,615375,619297,631791,640348,642332,656014,668949,667808,658124,653397,669925,673350,682741,684435,698223,705120,721845,705997,666419,616900,566852,524750,478530,441435,314110,350485,292575,249790,208137,172141,142922,117598,89778,66902,52202,38755,26892,19074,12987,8531,5443,6815
2055,1,51307888,384142,386137,388760,391966,395699,399870,404466,409461,414722,420128,425544,430851,435986,440955,445697,450183,454981,461057,468607,477333,487451,497332,506383,514191,519630,522519,523191,522252,520422,519257,519940,517740,511432,530076,542014,499071,518625,542376,554399,576706,588787,587912,598195,599256,612231,615730,617176,625651,621939,615744,615961,633810,633789,645313,652029,660120,651585,655734,649810,645290,646689,638440,618418,617154,605925,611190,614646,626547,634474,635819,648665,660681,658709,648241,642584,657701,659793,667554,667591,679180,683757,697466,679299,638065,587248,535978,492299,444888,406137,285557,314321,258429,216966,177499,143894,116885,93895,69822,50563,38260,27494,18437,12620,8283,5240,6970
2056,1,50984252,382756,384193,386269,388923,392118,395840,400030,404674,409729,415058,420517,425953,431260,436430,441379,446075,451089,457420,465314,474476,485162,495748,505557,514292,520966,524762,526183,525883,524380,522072,520532,520899,518434,511915,530344,542032,498899,518360,542094,554128,576416,588452,587538,597793,598830,611752,615177,616534,624919,621121,614819,614897,632563,632396,643758,650317,658225,649524,653441,647295,642540,643668,635180,614964,613376,601839,606638,609587,620848,628094,628755,640713,651750,648895,637596,630947,644558,645227,651249,649520,658758,660842,671298,650630,607647,555528,503108,457974,409603,369512,256319,277906,224706,185236,148551,117832,93455,73132,52854,37120,27189,18883,12221,8063,5097,6933
2057,1,50658135,381857,382808,384324,386431,389074,392259,395999,400236,404939,410060,415442,420921,426357,431699,436850,441754,446973,453507,461645,471143,482261,493422,503948,513454,521069,526113,528444,528892,528028,526044,523355,521494,521599,518925,512175,530364,541848,498646,518092,541832,553853,576091,588082,587147,597373,598366,611208,614543,615819,624104,620196,613766,613697,631184,630885,642083,648466,656160,647272,650933,644560,639564,640409,631663,611230,609275,597395,601687,604088,614656,621173,621108,632121,642115,638319,626135,618432,630434,629583,633750,630136,636848,636241,643193,619865,575094,521737,468314,421943,372956,331966,226840,241891,192057,155210,121799,94340,72895,55445,38865,26424,18706,12538,7822,4970,6829
2058,1,50329776,381328,381910,382941,384487,386582,389214,392416,396203,400498,405267,410440,415841,421320,426791,432114,437221,442644,449370,457697,467430,478876,490474,501585,511821,520221,526218,529805,531166,531051,529705,527338,524324,522196,522094,519190,512196,530186,541576,498391,517844,541565,553543,575732,587694,586738,596916,597839,610585,613838,615025,623184,619144,612578,612370,629688,629256,640271,646450,653904,644808,648205,641598,636351,636891,627859,607177,604812,592559,596303,598112,607938,613679,612844,622847,631727,626929,613806,604979,615261,612791,614977,609335,613323,609813,613024,586927,540397,485946,431762,384486,335347,294064,197644,206971,161113,127418,97647,73692,55351,40836,27712,18210,12442,8039,4830,6702
2059,1,49999578,381097,381383,382043,383103,384637,386721,389370,392619,396463,400822,405642,410835,416235,421749,427202,432481,438102,445018,453523,463436,475104,487033,498589,509421,518567,525363,529913,532536,533336,532740,531010,528316,525031,522693,522363,519213,512026,529921,541301,498154,517591,541265,553201,575356,587290,586294,596395,597235,609890,613053,614126,622137,617956,611265,610930,628075,627494,638297,644245,651434,642126,645250,638402,632884,633087,623730,602765,599956,587299,590452,591627,600661,605577,603921,612846,620538,614674,600550,590524,598970,594771,594828,586997,588045,581436,580710,551800,503621,448317,393730,346004,297333,256472,169294,173823,132426,102286,76383,56040,40831,29166,19131,12134,7992,4973,6556
2060,1,49668093,381083,381154,381517,382206,383253,384775,386876,389571,392876,396784,401194,406032,411224,416659,422155,427565,433354,440453,449132,459211,471046,483199,495093,506379,516136,523693,529052,532646,534713,535033,534054,531996,529030,525533,522964,522388,519043,511772,529654,541046,497913,517307,540934,552843,574964,586850,585787,595798,596562,609118,612166,613102,620953,616642,609839,609377,626331,625575,636138,641832,648747,639223,642061,634951,629135,628956,619234,597964,594673,581583,584100,584600,592792,596826,594295,602069,608494,601494,586303,575001,581484,575426,573184,562989,560895,551030,546230,514543,464926,409127,354614,307060,259579,219916,142341,143047,106445,80124,58173,41405,29210,20168,12768,7807,4952,6570
