îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2030,1,58753939,396675,396649,396258,395688,396012,398023,397947,394547,409851,430634,429758,448157,470911,483043,505199,517682,518103,531081,536786,556116,567249,577176,594688,599892,601769,608634,632030,636356,652039,662521,674212,668612,676013,672997,671396,675941,670444,652698,654958,647015,657103,665792,684316,699378,708050,730533,753361,761458,760736,766678,799077,817814,845859,866779,905994,939979,991624,1003019,983264,949879,916115,896143,870355,862943,667046,818128,761176,735444,705312,683859,679103,683126,653092,625705,645865,653995,639188,660334,677964,695860,718998,758470,717037,648344,377543,375176,423477,375813,349521,302974,240458,179409,160105,135333,108513,80214,57292,41868,28972,18960,11862,7316,4317,2335,1272,1154
2031,1,58452791,396218,396727,396807,396456,395868,396175,398204,398180,394842,410215,431056,430194,448591,471382,483485,505587,518584,520454,535264,542628,563175,575087,585393,602817,607138,607363,612606,634984,638693,653889,663955,675282,669396,676539,673241,671345,675652,670048,652304,654582,646629,656661,665294,683773,698790,707396,729765,752455,760426,759576,765350,797500,815982,843747,864400,903275,936888,988041,999021,978922,945238,911191,890862,864735,856827,661815,811067,753915,727695,697106,675085,669516,672535,641975,614002,632563,639131,623129,641972,657070,672016,691466,725827,682196,612680,354002,348633,389461,341545,313402,267599,208893,153077,133967,110861,86846,62573,43459,30817,20655,13074,7900,4701,2674,1393,1351
2032,1,58143734,395143,396273,396887,397007,396637,396031,396356,398437,398475,395204,410631,431492,430622,449055,471822,483871,506490,520937,524649,541112,549715,571021,583307,593523,610065,612733,611339,615581,637328,640560,655332,665033,676066,669929,676784,673192,671062,675258,669651,651934,654197,646199,656175,664772,683206,698153,706661,728897,751449,759284,758277,763854,795734,813965,841456,861832,900337,933538,984149,994666,974203,940224,905889,885182,858682,850218,656157,803428,746069,719331,688267,665664,659251,661211,630096,601491,618340,623246,605989,622401,634802,646574,662055,690980,645120,574933,329253,320955,354355,306642,277197,232823,178521,128305,109943,88899,67889,47572,32063,22024,14278,8729,5089,2919,1599,1530
2033,1,57826565,393233,395203,396436,397088,397189,396801,396214,396589,398732,398838,395615,411060,431921,431080,449490,472206,484773,508847,525133,530517,548204,557583,579246,591439,600771,615662,616708,614318,617946,639201,642017,656418,665825,676599,670182,676738,672913,670676,674862,669277,651556,653769,645727,655666,664227,682591,697437,705829,727934,750335,758003,756814,762178,793786,811777,838984,859059,897152,929898,979910,989933,969102,934822,900185,879064,852139,843060,650039,795171,737597,710318,678772,655570,648270,649105,617393,588111,603137,606286,587712,601537,611037,619390,630644,653874,605844,535209,303416,292353,318543,271593,241533,199287,149884,105485,88332,69639,51728,35180,22971,15262,9558,5638,3168,1750,1748
2034,1,57501390,390752,393296,395368,396638,397270,397353,396984,396447,396885,399096,399250,396039,411481,432379,431512,449872,473109,487136,513056,531002,537631,556077,565817,587378,598689,606373,619637,619684,616686,619838,640663,643115,657218,666366,676852,670143,676461,672530,670287,674491,668895,651135,653299,645234,655136,663636,681900,696627,704907,726868,749086,756560,755171,760329,791675,809417,836313,856050,893690,925931,975300,984813,963605,929011,894039,872448,845051,835313,643427,786251,728464,700630,668592,644766,636525,636155,603803,573803,586898,588195,568222,579266,585640,590346,597177,614531,564472,493695,276682,263131,282516,236997,207067,167598,123444,84912,69336,53178,38343,25265,15958,10242,6188,3518,1904,1957
2035,1,57168502,387851,390820,393464,395571,396821,397435,397536,397217,396743,397248,399508,399675,396454,411932,432811,431891,450773,475476,491367,518947,538118,545521,564313,573948,594630,604293,610357,622614,622051,618582,621317,641765,643925,657767,666628,676813,669874,676081,672145,669923,674111,668470,650672,652807,644719,654560,662971,681117,695728,703887,725671,747677,754939,753360,758325,789398,806867,833416,852779,889917,921618,970314,979295,957689,922747,887393,865279,837377,826932,636285,776630,718640,690237,657690,633206,623957,622299,589269,558517,569569,568896,547413,555460,558495,559382,561664,573049,521187,450684,249328,233683,246885,203492,174426,138274,99554,66786,53061,39507,27601,17594,10735,6648,3871,2120,2164
2036,1,56828291,384573,387924,390992,393669,395755,396986,397618,397770,397514,397106,397660,399933,400092,396900,412359,433191,432793,453147,479719,497294,526087,546009,553764,572447,581198,600237,608281,613344,624981,623946,620065,622435,642580,644485,658037,666598,676545,669502,675699,671785,669551,673689,668003,650188,652294,644161,653912,662217,680247,694733,702740,724319,746093,753150,751397,756164,786939,804101,830266,849214,885815,916955,964940,973356,951312,915972,880188,857516,829074,817873,628581,766275,708096,679100,646020,620832,610508,607476,573734,542197,551078,548287,525167,530008,529540,526500,524184,529604,476287,406611,221715,204502,212305,171692,144156,111720,78459,51219,39509,28506,19267,11865,6985,4169,2338,2405
2037,1,56481287,381011,384651,388099,391198,393854,395921,397170,397853,398067,397877,397518,398085,400350,400539,397324,412737,434094,435171,457412,485666,504475,533997,554254,561898,579699,586810,604230,611272,615721,626876,625427,621186,623263,643143,644766,658016,666340,676173,669127,675342,671417,669137,673224,667515,649684,651738,643531,653177,661380,679286,693614,701443,722799,744345,751211,749280,753831,784269,801091,826830,845337,881379,911929,959155,966953,944411,908625,872384,849113,820096,808093,620289,755154,696790,667173,633524,607587,596114,591626,557143,524778,531327,526250,501375,502844,498768,491765,484889,484483,430212,362045,194300,176122,179414,142137,116684,88220,60297,38222,28574,19946,13025,7739,4391,2524,2669
2038,1,56128173,377241,381094,384829,388308,391384,394021,396105,397404,398150,398430,398290,397943,398501,400798,400965,397699,413638,436473,439453,463396,492870,512416,542250,562390,569149,585313,590815,607227,613654,617626,628358,626548,622017,623839,643428,644756,657766,665978,675800,668778,674978,671007,668681,672739,667006,649137,651110,642816,652361,660455,678204,692348,699983,721120,742449,749120,746994,751297,781363,797808,823095,841147,876600,906520,952917,960022,936926,900663,863935,840024,810400,797557,611381,743222,684677,654400,620145,593408,580720,574693,539428,506168,510204,502675,475969,473954,466233,455311,444031,438117,383545,317717,167583,149071,148779,115257,92318,67939,45096,27706,20041,13516,8516,4877,2665,2928
2039,1,55769744,373306,377328,381276,385040,388495,391551,394205,396340,397701,398513,398843,398714,398359,398948,401223,401341,398600,416023,440756,445468,470643,500828,520681,550384,569643,574767,589320,593826,609615,615563,619117,629479,627379,622598,624138,643423,644517,657412,665614,675452,668422,674572,670556,668205,672233,666454,648520,650398,642023,651458,659413,676978,690922,698371,719300,740404,746860,744511,748539,778194,794240,819058,836633,871456,900687,946164,952501,928813,892041,854793,830205,799950,786228,601822,730433,671700,640719,605821,578240,564268,556607,520498,486261,487600,477489,448930,443383,432054,417363,401988,391079,337041,274430,142065,123822,120857,91363,71241,50922,32763,19478,13613,8859,5380,2967,3157
2040,1,55406896,369231,373398,377514,381489,385229,388662,391736,394440,396637,398065,398926,399268,399131,398806,399373,401600,402243,400989,420326,446771,452749,478633,509101,528813,557637,575263,578784,592335,596228,611530,617058,620247,630311,627959,622900,624147,643188,644174,657057,665277,675098,668026,674125,670085,667708,671684,665830,647818,649606,641145,650441,658231,675596,689346,696623,717338,738196,744407,741807,745531,774749,790384,814710,831775,865909,894371,938835,944348,920023,882709,844912,819616,788707,774061,591570,716727,657798,626067,590490,562022,546690,537276,500245,464953,463440,450666,420294,411236,396433,378263,359269,344122,291541,232999,118195,100760,95982,70646,53512,37079,23086,13261,8943,5610,3281,3466
2041,1,55038713,365005,369325,373583,377726,381676,385395,388846,391970,394736,397000,398478,399351,399685,399579,399231,399749,402503,404654,405139,426067,454076,460437,486540,517053,535781,563140,579285,581747,594733,598103,613018,618186,621069,630897,628266,622912,623923,642850,643830,656728,664934,674702,667589,673658,669595,667171,671063,665119,647039,648730,640157,649289,656902,674073,687641,694745,715223,735799,741734,738858,742266,771029,786234,810032,826540,859906,887522,930889,935511,910506,872619,834253,808219,776626,761006,580579,702039,642905,610382,574095,544690,527897,516590,478561,442168,437694,422235,390153,377696,359684,338473,316548,298089,247901,194163,96347,80170,74366,53178,39051,26187,15755,8733,5677,3429,3827
2042,1,54666141,360611,365100,369510,373794,377912,381841,385577,389078,392264,395097,397412,398903,399768,400134,400005,399607,400648,404917,408844,410675,433038,461790,468046,494140,523868,541071,567080,582253,584106,596607,599562,614141,619008,621649,631209,628281,622691,623598,642510,643511,656395,664550,674267,667133,673172,669063,666562,670356,664330,646176,647742,639037,647993,655437,672423,685807,692719,712926,733186,738818,735659,738742,767026,781770,804991,820874,853394,880093,922275,925941,900212,861728,822773,795965,763659,747006,568797,686301,626957,593602,556566,526155,507783,494437,455365,417873,410383,392282,358671,343048,322230,298612,274587,253848,206911,158542,76799,62237,56095,38892,27642,17912,10400,5557,3479,4122
2043,1,54290066,356020,360706,365284,369719,373978,378075,382022,385808,389371,392623,395507,397835,399319,400217,400561,400382,400506,403052,409111,414433,417398,440398,469422,475358,500653,529041,544858,569988,584616,585948,598064,600663,614960,619589,621959,631227,628063,622371,623272,642196,643188,656022,664128,673812,666658,672645,668461,665868,669570,663455,645204,646622,637776,646563,653851,670650,683830,690519,710423,730336,735654,732204,734949,762720,776959,799534,814726,846329,872039,912943,915585,889096,849994,810426,782806,749746,731995,556170,669443,609890,575657,537817,506314,486238,470729,430616,392081,381583,360964,326110,307685,284645,259386,234179,212208,169235,126604,59736,47043,41115,27592,18951,11852,6633,3413,4321
2044,1,53911258,351199,356117,360890,365491,369901,374141,378255,382251,386098,389727,393030,395928,398251,399768,400645,400939,401284,402911,407228,414705,421219,424495,447679,476757,481624,505599,532746,547655,572304,586462,587382,599164,601467,615539,619901,621980,631010,627743,622049,622970,641877,642827,655611,663687,673339,666144,672048,667773,665097,668698,662469,644100,645360,636385,645015,652145,668738,681682,688121,707691,727242,732237,728485,730867,758077,771749,793611,808056,838669,863312,902843,904400,877116,837367,797159,768682,734825,715902,542642,651397,591632,556456,517742,485055,463172,445420,404322,364858,351439,328532,292828,272139,247591,221537,196069,173856,135384,98665,45245,34555,29233,18960,12568,7576,4083,4397
2045,1,53530272,346116,351296,356299,361095,365672,370062,374319,378482,382539,386452,390131,393449,396342,398698,400195,401023,401842,403693,407086,412799,421498,428383,431514,454674,483043,486383,509142,535484,549883,574114,587899,588465,599968,602036,615852,619924,621769,630692,627422,621752,622665,641520,642428,655182,663229,672826,665560,671366,667009,664241,667715,661348,642856,643967,634878,643351,650306,666660,679340,685503,704725,723900,728558,724484,726467,753050,766095,787184,800820,830365,853863,891930,892339,864216,823793,782915,753530,718825,698655,528155,632085,572093,535895,496228,462288,438534,418512,376546,336336,320186,295335,259319,237030,211767,185769,160897,139325,105707,74881,33304,24623,20133,12602,8052,4675,4843
2046,1,53147429,340750,346213,351477,356502,361275,365832,370239,374543,378767,382889,386852,390547,393860,396787,399124,400573,401927,404256,407879,412657,419563,428669,435468,438258,460669,487817,489794,511761,537664,551625,575523,588985,589257,600538,602344,615878,619718,621459,630373,627126,621451,622322,641127,642013,654736,662733,672244,664893,670608,666162,663276,666598,660085,641483,642458,633258,641555,648307,664394,676783,682660,701521,720302,724599,720169,721701,747591,759957,780211,792977,821373,843649,880156,879346,850343,809213,767628,737279,701673,680181,512647,611413,551164,513854,473180,437957,412322,390062,347416,306730,288152,261859,226164,203022,177845,152692,129165,108987,80385,55235,23784,16996,13412,8093,4980,5457
2047,1,52762839,335119,340848,346393,351678,356680,361432,366007,370461,374825,379114,383286,387264,390955,394302,397211,399501,401476,404342,408449,413463,419421,426702,435760,442274,444037,465223,491239,492315,513847,539370,552981,576589,589780,589820,600848,602373,615676,619412,621148,630080,626827,621114,621945,640717,641581,654253,662169,671579,664152,669767,665205,662179,665339,658691,639996,640836,631510,639604,646126,661919,674005,679590,698071,716430,720330,715494,716526,741666,753297,772650,784480,811650,832626,867468,865366,835435,793561,751228,719852,683295,660400,496043,589266,528725,490235,448537,412054,384585,360197,317144,276343,255797,228677,193986,170756,146412,122788,101226,83043,59418,39530,16453,11348,8633,5016,5996
2048,1,52376392,329268,335216,341026,346592,351854,356836,361605,366227,370740,375169,379507,383694,387669,391394,394724,397587,400403,403890,408537,414042,420242,426560,433762,442572,448107,448427,468489,493770,494325,515480,540698,554008,577369,590345,590127,600880,602178,615375,619105,620863,629784,626492,620742,621552,640291,641113,653704,661523,670839,663329,668817,664117,660941,663947,657180,638397,639086,629609,637475,643744,659231,671005,676283,694358,712254,715705,710418,710907,735234,746073,764457,775289,801153,820742,853810,850338,819427,776766,733639,701176,663611,639214,478250,565517,504671,464968,422283,384622,355440,329126,286031,245604,223670,196412,163397,140798,117938,96403,77279,61509,42615,27405,11010,7320,5363,6329
2049,1,51987763,323282,329366,335392,341223,346765,352008,357007,361823,366503,371080,375558,379911,384095,388104,391812,395098,398485,402811,408081,414134,420833,427397,433620,440544,448410,452539,451577,470904,495787,495897,516752,541704,554760,577924,590655,590160,600688,601887,615074,618825,620575,629451,626122,620355,621144,639830,640580,653075,660804,670017,662399,667735,662889,659573,662440,655555,636671,637183,627535,635148,641156,656327,667774,672723,690353,707728,710680,704904,704806,728257,738244,755593,765363,789830,807943,839121,834196,802245,758747,714782,681165,642523,616508,459166,540050,478928,438033,394458,355769,325085,297151,254511,215030,192374,165682,134940,113605,92762,73739,57356,44207,29608,18379,7118,4558,6730
2050,1,51596478,317286,323380,329540,335586,341394,346918,352177,357222,362096,366839,371465,375958,380307,384526,388519,392183,395990,400882,406992,413674,420928,428000,434471,440399,446356,452846,455719,453908,472831,497366,497123,517715,542441,555295,578230,590691,589975,600400,601595,614799,618541,620251,629084,625736,619953,620701,639304,639970,652375,660006,669088,661339,666513,661531,658091,660819,653802,634795,635106,625269,632621,638360,653199,664295,668883,686012,702811,705222,698918,698187,720693,729770,746015,754651,777630,794172,823338,816864,783807,739425,694572,659723,619917,592148,438696,512782,451468,409464,365166,325687,293807,264709,223107,185193,162509,137037,109058,89513,71089,54838,41309,30781,19900,11909,4442,6482
2051,1,51201970,311391,317383,323551,329731,335755,341544,347084,352389,357491,362428,367219,371860,376350,380735,384938,388888,393070,398373,405045,412572,420462,428099,435085,441265,446211,450773,456030,458073,455767,474339,498597,498051,518421,542967,555591,578267,590508,589695,600113,601329,614521,618223,619894,628702,625337,619517,620197,638702,639291,651596,659103,668030,660141,665162,660059,656497,659070,651895,632746,632835,622807,629890,635349,649831,660542,664721,681295,697469,699294,692421,691009,712505,720612,735675,743104,764498,779371,806388,798262,764029,718711,672911,636732,595661,566013,416769,483679,422320,379362,334593,294652,262026,232333,192404,156665,134618,110934,86081,68727,52972,39577,28824,20733,12923,7448,6272
2052,1,50803655,305721,311488,317552,323740,329897,335903,341708,347294,352655,357819,362803,367610,372248,376773,381142,385303,389767,395436,402511,410599,419345,427627,435187,441890,447089,450628,453944,458386,459950,457222,475515,499530,498732,518926,543258,555630,578091,590231,589415,599850,601060,614208,617871,619522,628306,624903,619021,619619,638032,638537,650715,658073,666832,658817,663698,658477,654777,657166,649812,630506,630368,620145,626949,632106,646197,656474,660197,676170,691666,692860,685374,683237,703651,710720,724525,730671,750379,763471,788190,778303,742822,696503,649680,612057,569629,538005,393353,452765,391581,347911,303013,263071,230258,200623,162994,129971,109151,87713,66215,51313,38309,27674,19457,13493,8100,7975
2053,1,50401016,300409,305817,311655,317738,323903,330043,336065,341914,347556,352978,358190,363190,367994,372667,377176,381504,386175,392114,399545,408033,417342,426491,434708,441994,447723,451515,453799,456291,460267,461421,458358,476406,500215,499219,519206,543298,555463,577822,589954,589160,599586,600758,613863,617505,619137,627876,624409,618451,618976,637287,637682,649709,656907,665508,657381,662123,656769,652905,655087,647535,628072,627701,617279,623781,628607,642257,652051,655280,670601,685366,685880,677742,674830,694085,700048,712513,717298,735208,746397,768661,756894,720078,672681,624743,585569,541722,508079,368462,420134,359432,315384,270833,231454,199088,170192,135422,105551,86451,67594,49533,37184,26843,18721,12690,8476,9378
2054,1,49993620,295535,300505,305982,311838,317898,324046,330202,336268,342172,347875,353344,358572,363569,368407,373066,377534,382368,388500,396190,405028,414736,424456,433556,441509,447829,452157,454694,456147,458165,461740,462568,459219,477061,500706,499491,519246,543137,555207,577554,589702,588904,599288,600424,613504,617126,618719,627386,623841,617817,618261,636442,636705,648570,655616,664072,655837,660423,654910,650860,652814,645059,625441,624828,614191,620362,624812,637974,647243,649937,664554,678530,678317,669483,665742,683759,688548,699589,702924,718912,728067,747707,733930,695677,647105,597968,557163,511887,476245,342167,385974,326144,282194,238564,200378,169122,141611,110151,83741,66742,50662,35966,26109,18197,12236,7988,10421
2055,1,49581158,291146,295630,300668,306162,311995,318039,324202,330401,336522,342486,348235,353721,358946,363977,368802,373420,378389,384671,392540,401628,411683,421807,431488,440339,447338,452265,455342,457049,458021,459633,462890,463438,459852,477531,500980,499532,519095,542889,554951,577310,589448,588615,598959,600077,613132,616715,618242,626823,623209,617111,617450,635478,635600,647309,654216,662528,654171,658573,652879,648623,650343,642384,622606,621734,610858,616654,620686,633316,642018,644134,657991,671122,670131,660553,655930,672628,676169,685694,687482,701414,708397,725225,709285,669473,619636,569242,526779,480129,442589,314612,350563,292132,248861,206794,170448,140924,115363,87536,64765,50118,36859,25306,17737,11919,7719,10726
2056,1,49163481,287273,291241,295792,300845,306317,312134,318192,324399,330651,336831,342842,348606,354090,359349,364367,369152,374266,380670,388672,397930,408230,418705,428796,438240,446154,451771,455452,457701,458928,459491,460779,463762,464079,460306,477794,501023,499388,518860,542642,554720,577065,589163,588295,598617,599718,612729,616246,617693,626195,622506,616311,616523,634384,634375,645941,652711,660861,652356,656551,650657,646191,647671,639501,619553,618394,607244,612622,616199,628254,636342,637835,650876,663101,661277,650907,645347,660642,662857,670762,670896,682631,687286,701093,682816,641324,590157,538501,494414,446525,407286,286017,314333,257922,215989,176141,142232,114980,91830,67820,48725,36535,25987,17227,11642,7535,10734
2057,1,48740593,283896,287368,291401,295966,300997,306453,312285,318385,324644,330954,337180,343207,348970,354488,359734,364714,369989,376522,384630,394011,404472,415194,425643,435507,444028,450576,454956,457814,459585,460402,460637,461648,464404,464538,460561,477837,500880,499165,518626,542418,554487,576788,588847,587964,598264,599328,612268,615705,617082,625497,621708,615395,615472,633173,633047,644469,651085,659045,650372,654338,648241,643562,644793,636395,616257,614770,603312,608236,611322,622754,630179,631005,643171,654421,651708,640498,633948,647748,648548,654721,653087,662467,664621,675169,654375,611104,558593,505734,460142,411245,370609,256722,277836,224128,184215,147190,116223,91673,71271,51118,35589,25810,17727,11331,7375,10631
2058,1,48312661,280975,283991,287526,291573,296116,301131,306601,312474,318626,324942,331298,337539,343565,349362,354868,360077,365541,372220,380441,389915,400490,411374,422076,432305,441259,448430,453753,457316,459699,461062,461552,461508,462289,464866,464798,460604,477703,500658,498941,518415,542193,554224,576483,588519,587620,597880,598883,611737,615103,616401,624704,620794,614357,614308,631860,631618,642880,649315,657060,648201,651931,645629,640730,641692,633042,612680,610828,599035,603468,606021,616780,623495,623606,634831,645038,641379,629283,621683,633886,633172,637492,633965,640815,640269,647307,623832,578732,524929,471011,424127,374552,332987,227168,241726,191406,154152,120454,92814,71272,53817,37409,25192,17642,11684,7193,10485
2059,1,47880029,278474,281071,284148,287697,291721,296248,301277,306787,312710,318918,325279,331650,337891,343951,349737,355206,360894,367746,376094,385669,396329,407326,418194,428682,438016,445635,451593,456109,459201,461178,462215,462427,462150,462750,465127,464843,460477,477494,500437,498740,518202,541939,553934,576165,588180,587248,597441,598369,611146,614432,615628,623796,619757,613207,613046,630448,630075,641149,647379,654888,645840,649329,642814,637677,638343,629404,608789,606539,594384,598286,600264,610301,616253,615593,625810,634904,630246,617212,608492,618987,616654,618988,613426,617545,614090,617377,591098,544186,489228,434490,386630,336866,294978,197879,206700,160390,126339,96346,72282,53916,39459,26532,17255,11652,7433,10306
2060,1,47443200,276326,278570,281227,284317,287843,291851,296392,301460,307019,312997,319249,325625,331996,338271,344320,350070,356012,363071,371574,381265,392015,403095,414080,424741,434346,442360,448780,453939,457990,460680,462334,463092,463071,462613,463012,465174,464717,460277,477284,500237,498538,517962,541658,553632,575837,587812,586822,596934,597796,610486,613670,614742,622764,618607,611959,611688,628922,628395,639256,645259,652524,643286,646525,639781,634381,634708,625444,604555,601874,589328,592655,594017,603277,608408,606925,616065,623978,618259,604227,594311,602976,598908,599109,591349,592526,585960,585287,556146,507522,451645,396424,348071,298738,257250,169422,173442,131643,101211,75159,54778,39606,28041,18209,11419,7428,10368
