îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2020,1,61349581,428005,446054,468457,480153,501907,514130,513861,524747,526616,540528,545068,547643,557531,555138,550198,552565,574977,581329,601356,617391,635288,636254,650572,654083,657797,666373,664013,648773,653163,646827,658299,668200,687872,703827,713052,736009,759345,767985,767910,774703,808361,828439,858203,880994,922678,959382,1014419,1028714,1011319,980062,948528,931255,908002,904190,702426,865574,809982,787524,760609,743211,744337,755785,730040,707360,739220,758861,753073,791277,828019,868112,918371,994845,968781,906112,548814,571689,681688,643636,643418,605752,527887,438311,441377,426809,397396,346288,296592,264598,227782,189088,152333,123329,97680,71879,53891,37221,24411,15549,9957,6309,4203,2158,1385,888,483,716
2021,1,61019059,424679,427186,445687,468124,479933,501716,513940,513743,524738,526605,540466,545175,547862,557623,555299,550482,552518,574885,581759,604471,623822,637522,637146,652223,653993,655903,663750,661024,645765,649639,644077,655259,665297,685449,701519,710952,734104,757654,766460,766356,773380,806933,827100,856980,879576,921197,957734,1012455,1026559,1009248,977600,946030,928530,905115,901115,699663,861967,806084,783773,756588,739024,739361,750320,724274,701239,731982,750775,744166,780861,816077,854298,901855,975395,948192,885288,534662,555354,660381,621441,618961,579922,502604,414690,415101,398003,367579,316393,267935,235688,199786,162753,128804,102844,79879,55915,40938,27958,17973,10983,6989,4102,2639,1308,810,500,626
2022,1,60757789,409369,423729,427011,445732,468112,479967,501749,513992,513920,524934,526927,540926,545768,548142,558067,555846,550803,553288,579287,590972,617502,637738,650023,648791,661796,660337,659525,666224,662300,646151,650081,644175,655061,665227,685411,701044,710508,733739,756983,765958,765851,772833,806467,826529,856249,878784,920416,956644,1011046,1024995,1007359,975640,943948,926216,902481,898108,697098,858603,802585,780072,752610,734359,734175,744574,718153,694588,724083,742003,734397,769506,802850,839103,883813,954136,925201,861686,518776,537270,636473,597064,591425,551175,474934,388980,385933,366607,335181,284477,237501,205721,171250,137200,106155,83121,63092,43063,30044,19028,12018,7010,4265,2476,1537,735,438,563
2023,1,60492427,387900,408872,423411,426937,445852,468140,480053,501888,514207,514139,525372,527241,541446,545997,548480,558540,556016,551241,559011,593468,606082,632170,653423,662836,657308,668241,665467,664192,669768,665630,649556,653190,646559,657189,666884,686831,702286,711512,734477,757617,766507,765977,772824,806227,826394,855881,878471,919728,955782,1009851,1023336,1005615,973787,941789,923900,899939,894954,694501,855001,798732,775991,747932,729204,728239,737959,710991,686818,715292,732141,723384,756464,787981,822112,863964,930516,900267,835869,501621,517656,610023,569873,561579,520197,444937,361404,354751,333644,301011,251898,206450,175664,143725,112784,84838,64876,47908,30941,20960,12975,7985,4531,2872,1608,963,444,559
2024,1,60453274,400335,396051,410611,430437,429107,447270,469588,481281,503182,515686,515750,526923,528965,543018,547575,550075,560701,561252,562258,573338,605513,620498,646511,665654,683384,680682,688567,684463,680973,684010,677854,659766,661721,653333,662930,671060,689006,703455,711641,733993,757027,765524,765278,771820,805127,824860,854157,876394,917257,953018,1006895,1020149,1001821,969659,937159,918882,894785,889702,689958,849025,792871,769260,741196,722436,721616,730554,703299,678901,706583,722011,712833,744815,774487,806359,846687,909659,878340,813993,487858,501319,588227,545960,534624,491696,417574,336294,326759,303370,269580,223007,180174,150713,120886,92845,68990,51076,36506,24122,16184,9905,5723,3194,1783,981,566,546
2025,1,60206628,401498,400497,396385,410973,430734,429357,447539,469928,481710,503709,516284,516361,527522,529613,543640,548122,551419,564316,567826,571541,584568,617784,633126,658840,676631,691934,686864,693260,688234,684008,686385,679652,661113,662674,653863,663005,670766,688516,702929,711126,733439,756382,764798,764508,770992,804176,823751,852850,874897,915515,950977,1004458,1017361,998770,966413,933726,915197,890835,885371,686193,843994,787718,763795,735436,716279,714852,723011,695296,670393,696853,711115,701070,731380,759176,788828,826384,885570,852639,787640,470317,481179,561664,518144,503843,459685,386808,308231,295883,270973,237168,192966,153138,125651,98694,74077,53665,38644,26812,17169,11148,6595,3680,1981,1066,565,595
2026,1,59951435,400657,401664,400830,396755,411275,430984,429627,447879,470357,482233,504303,516895,516957,528170,530232,544187,549467,555039,570891,577104,582777,596873,630417,645453,669819,685188,698113,691564,697028,691270,686389,688182,680991,662071,663203,653949,662722,670294,688006,702426,710596,732821,755675,764040,763699,770093,803109,822504,851410,873253,913576,948695,1001745,1014307,995476,962924,930031,911213,886552,880669,682131,838589,782194,757935,729247,709645,707558,714887,686688,661266,686453,699508,688559,717076,742848,770117,804738,859938,825335,759636,451641,459710,533395,488672,471434,426217,354907,279439,264635,238738,205537,164279,127893,102773,78899,57745,40696,28450,19131,11857,7442,4251,2288,1187,616,624
2027,1,59690027,401620,400828,402000,401200,397061,411528,431255,429967,448306,470878,482822,504911,517492,517603,528790,530779,545534,553090,561625,580167,588333,595087,609520,642745,656430,678380,691374,702810,695341,700062,693650,688191,689520,681941,662605,663288,653678,662261,669801,687519,701908,710003,732143,754935,763245,762821,769081,801908,821131,849830,871423,911405,946153,998771,1011006,991933,959167,926035,906891,881902,875586,677775,832791,776270,751639,722578,702491,699701,706144,677449,651503,675368,687156,675234,701818,725417,750161,781694,832695,796311,729814,431727,436849,503418,457609,437512,391473,322132,250253,233484,207211,175263,137430,104795,82319,61633,43888,30031,20349,13244,7935,4809,2650,1375,687,668
2028,1,59423894,403580,401795,401167,402370,401507,397316,411800,431596,430393,448823,471464,483423,505504,518138,518221,529337,532126,549160,559681,570920,591395,600640,607738,621848,653723,664998,684575,696079,706584,698382,702441,695452,689533,690469,682467,662695,663015,653229,661779,669332,687018,701329,709352,731435,754161,762381,761832,767942,800584,819624,848068,869370,908984,943365,995558,1007456,988117,955103,921699,902196,876871,870118,673112,826569,769902,744852,715382,694782,691243,696754,667560,641094,663567,673996,661016,685524,706818,728907,757190,803727,765398,698007,410510,412587,471792,425062,402254,355727,288853,221101,202953,176969,146863,112809,84098,64436,46946,32462,21531,14122,8886,5141,3005,1596,798,733
2029,1,59153348,405374,403757,402137,401540,402678,401762,397590,412141,432022,430908,449403,472061,484009,506146,518757,518767,530686,535758,555758,568983,582168,603700,613291,620068,632825,662293,671207,689290,699861,709622,700768,704242,696795,690487,690994,682548,662428,662565,652757,661320,668849,686457,700694,708673,730694,753319,761407,760717,766686,799131,817942,846090,867078,906328,940354,992101,1003630,983987,950692,916989,897116,871461,864250,668112,819878,763035,737525,707625,686480,682153,686696,657008,630006,650989,659952,645830,668131,687000,706296,731128,772868,732419,664104,387976,386965,438619,391195,365932,319374,255552,192470,173601,148535,120762,90699,65962,49188,34802,23329,14979,9498,5770,3220,1815,929,831
