îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2030,1,57907761,390625,391526,391917,392048,393023,395623,396048,393050,408637,429329,428462,446997,469776,481818,503851,516251,516307,528019,531209,546852,553485,558600,571405,572160,570073,574468,597749,604106,623227,637811,653675,652064,663156,663196,663652,669646,665518,649059,652380,645241,655905,665044,683905,699127,707793,730152,752837,760854,760081,765953,798224,816851,844790,865602,904622,938372,989694,1000865,980957,947440,913493,893257,867212,859442,664169,814043,756946,730862,700389,678545,673274,676696,646384,618694,637965,645257,629852,649772,666041,682329,703414,739976,697282,628102,364189,360089,404079,356272,328946,282939,222787,164891,145949,122350,97273,71281,50460,36546,25069,16268,10098,6183,3624,1949,1058,959
2031,1,57520090,388946,390474,391444,391905,392075,393072,395692,396153,393195,408833,429574,428728,447269,470061,482062,504049,516640,517218,529498,533178,549252,556356,561901,574877,575263,572346,575916,598696,604775,623698,638134,653875,652163,663141,663049,663369,669255,665093,648649,651976,644821,655432,664511,683313,698479,707073,729318,751859,759736,758821,764518,796536,814904,842541,863053,901686,935022,985811,996536,976257,942411,908141,887500,861077,852762,658466,806321,749004,722390,691437,669001,662876,665236,634375,606063,623614,629231,612560,630031,643591,656689,673776,704848,659879,589978,339154,332032,368386,320634,291790,247001,191142,138841,120417,98727,76595,54642,37574,26386,17522,10993,6590,3892,2199,1139,1102
2032,1,57125347,386582,388798,390394,391433,391932,392125,393142,395797,396299,393389,409073,429840,428994,447547,470302,482258,504438,517552,518709,531472,535607,552133,559662,565374,577982,577536,573797,576885,599373,605265,624033,638345,653975,652158,662998,662771,662988,668833,664679,648252,651558,644364,654914,663944,682688,697778,706276,728384,750770,758495,757418,762920,794659,812759,840088,860282,898504,931394,981598,991819,971137,936955,902356,881295,854461,845535,652285,797960,740421,713259,681815,658775,651763,653000,621552,592565,608281,612130,594137,609010,619660,629319,642145,667461,620272,549869,313016,303018,331922,284781,255080,212229,161195,114742,97340,77888,58835,40776,27189,18485,11869,7191,4158,2367,1288,1225
2033,1,56723205,383348,386440,388722,390385,391462,391983,392195,393247,395944,396494,393624,409331,430107,429267,447784,470498,482647,505355,519045,520704,533907,538509,555442,563136,568480,580258,578987,574770,577585,599871,605617,624255,638457,653973,652026,662723,662394,662574,668421,664278,647843,651103,643862,654362,663344,682013,697003,705383,727343,749560,757110,755854,761142,792591,810418,837422,857280,895056,927456,977004,986679,965581,931056,896120,874602,847303,837698,645591,788919,731164,703439,671501,647841,639892,639929,607847,578141,591914,593903,574512,586598,594109,600099,608460,627839,578562,507949,285953,273334,295176,249290,219487,179252,133433,92914,76938,59949,43999,29571,19091,12550,7782,4548,2535,1390,1377
2034,1,56313678,379544,383211,386367,388714,390414,391513,392054,392301,393394,396139,396730,393878,409591,430379,429500,447977,470887,483571,506862,521041,523161,536814,541829,558918,566244,570760,581709,579957,575475,578104,600230,605854,624378,638466,653843,651762,662351,661985,662171,668024,663865,647395,650602,643326,653779,662696,681265,696133,704387,726185,748210,755567,754113,759182,790335,807875,834532,854026,891313,923161,971997,981098,959572,924695,889391,867358,839536,829205,638352,779163,721203,692905,660465,636155,627207,625957,593196,562737,574461,574479,553583,562664,566820,568962,572733,586075,534925,464494,258228,243372,258732,214810,185661,148617,108233,73574,59335,44926,31979,20811,12991,8247,4933,2779,1492,1518
2035,1,55897012,375353,379412,383141,386361,388745,390466,391584,392160,392448,393589,396375,396985,394132,409857,430614,429691,448367,471816,485100,508880,523500,526086,540136,545304,562028,568527,572220,582679,580660,575998,578482,600473,605990,624398,638348,653581,651400,661947,661587,661782,667614,663413,646904,650069,642762,653149,661978,680425,695162,703279,724892,746703,753849,752193,757043,787882,805118,831400,850492,887230,918480,966560,975061,953091,917831,882107,859496,831118,820015,630539,768661,710513,681629,648665,623666,613644,611015,577544,546305,555856,553761,531230,537094,537727,535912,535040,542337,489637,419915,230198,213603,223258,181974,154173,120752,85860,56851,44558,32723,22555,14193,8557,5240,3021,1639,1654
2036,1,55473597,370849,375227,379347,383138,386392,388797,390538,391690,392307,392643,393825,396630,397240,394393,410086,430805,430081,449302,473357,487155,511364,526427,529416,543613,548413,564313,569991,573201,583382,581181,576380,578742,600615,606024,624292,638099,653222,651007,661554,661205,661381,667166,662917,646380,649506,642151,652450,661171,679488,694082,702041,723449,745024,751952,750098,754718,785222,802127,827996,846636,882777,913395,960677,968548,946094,910397,874199,850972,822006,810090,622124,757381,699062,669567,636050,610307,599137,595048,560840,528782,536007,531628,507341,509818,506822,501013,495526,496893,443116,374775,202299,184569,189406,151344,125473,95961,66471,42779,32523,23130,15417,9370,5449,3216,1786,1813
2037,1,55044025,366149,370728,375166,379345,383170,386445,388869,390645,391838,392503,392879,394079,396886,397502,394619,410276,431196,431022,450866,475434,489682,514310,529758,532893,546724,550704,565782,570976,573914,583903,581562,576644,578900,600655,605932,624054,637753,652833,650625,661177,660809,660943,666673,662389,645828,648898,641473,651664,660271,678445,692875,700659,721840,743171,749881,747819,752196,782337,798877,824281,842431,877941,907894,954329,961516,938516,902324,865622,841741,812160,799393,613082,745291,686807,656667,622554,596015,583628,578000,543022,510082,514797,507967,481846,480824,474160,464393,454425,450151,395939,329768,175037,156807,157764,123371,99887,74431,50118,31290,23038,15845,10200,5980,3352,1906,1985
2038,1,54609075,361351,366035,370672,375167,379379,383224,386518,388976,390793,392034,392739,393133,394334,397148,397730,394807,410666,432138,432604,452981,477984,492659,517649,533237,536003,549017,552184,566774,571694,574446,584284,581824,576805,578954,600569,605709,623721,637377,652455,650259,660788,660377,660461,666149,661831,645230,648222,640711,650787,659269,677279,691526,699116,720062,741146,747629,745348,749460,779200,795330,820229,837862,872708,901956,947474,953897,930283,893565,856331,831763,801544,787892,603389,732348,673697,642862,608111,580730,567063,559809,524003,490098,492119,482704,454725,450156,439855,426261,412098,402679,348820,285706,148919,130807,128809,98382,77619,56230,36734,22212,15816,10506,6525,3687,1991,2149
2039,1,54169654,356508,361242,365983,370675,375202,379434,383297,386626,389125,390989,392270,392993,393388,394595,397376,397918,395197,411614,433721,434750,455574,480979,496011,521128,536350,538301,550501,553190,567498,572230,574836,584547,581985,576863,578884,600353,605390,623356,637012,652093,649882,660362,659903,659948,665595,661228,644567,647462,639859,649810,658147,675974,690019,697411,718120,738945,745185,742665,746485,775775,791459,815826,832918,867059,895543,940044,945618,921348,884074,846284,821000,790124,775552,593006,718495,659663,628084,592660,564399,549381,540386,503672,468723,467892,455813,426016,417915,404096,386942,369047,355188,302606,243411,124409,106967,102893,76588,58752,41297,26131,15282,10510,6735,4031,2194,2290
2040,1,53726741,351650,356405,361194,365989,370712,375257,379507,383405,386774,389321,391225,392525,393248,393650,394823,397565,398309,396150,413218,435867,437378,458602,484338,499488,524240,538650,539794,551510,553928,568040,572624,575108,584709,582043,576796,578684,600040,605040,623004,636665,651720,649469,659894,659397,659407,664996,660558,643820,646613,638911,648717,656892,674516,688354,695548,716008,736555,742532,739747,743235,772037,787253,811061,827581,860957,888592,931969,936629,911662,873808,835441,809415,777864,762328,581890,703664,644637,612271,576145,546961,530497,519621,481922,445880,442089,427323,395807,384273,367181,346896,325909,308524,258160,203644,101892,85587,80243,58082,43236,29438,18016,10177,6752,4170,2404,2485
2041,1,53280466,346768,351551,356359,361201,366025,370767,375330,379615,383553,386969,389556,391479,392780,393510,393877,395011,397956,399271,397695,415267,438505,440286,461807,487735,502472,526490,540145,540786,552248,554460,568433,572897,575269,584770,581978,576600,578386,599697,604702,622669,636307,651312,649016,659396,658863,658821,664330,659802,642985,645666,637849,647493,655490,672905,686535,693525,713717,733960,739646,736560,739691,767976,782702,805918,821817,854342,881036,923200,926882,901181,862722,823765,796972,764721,748166,569985,687779,628553,595363,558504,528333,510304,497400,458669,421536,414732,397319,364254,349502,329530,306705,283448,263562,216290,167040,81659,66864,60967,42827,30883,20338,12023,6552,4190,2493,2716
2042,1,52831715,341840,346672,351507,356366,361237,366080,370839,375437,379761,383746,387204,389810,391734,393042,393738,394065,395400,398918,400830,399670,417784,441423,443365,465046,490649,504629,527954,541140,541512,552781,554846,568706,573060,575331,584707,581783,576307,578058,599366,604381,622326,635916,650863,648532,658870,658286,658170,663580,658958,642054,644605,636660,646126,653942,671146,684559,691329,711229,731137,736492,733083,735840,763582,777788,800361,815567,847151,872830,913689,916331,889858,850777,811217,783626,750638,732994,557232,670771,611350,577296,539655,508409,488691,473634,433872,395706,385894,365950,331605,313992,291684,267075,242460,221125,177678,134085,63905,50896,45042,30652,21380,13601,7757,4074,2510,2897
2043,1,52381220,336830,341748,346630,351515,356402,361291,366152,370945,375582,379953,383979,387456,390064,391995,393270,393927,394454,396357,400477,402821,402095,420567,444511,446476,467826,492758,506035,528928,541868,542037,553168,555115,568870,573124,575273,584514,581490,575983,577743,599052,604052,621949,635485,650385,648022,658301,657644,657436,662740,658015,641011,643417,635330,644616,652250,669234,682414,688944,708521,728051,733051,729305,731671,758836,772479,794335,808771,839339,863926,903390,904928,877653,837935,797752,769321,735549,716737,543572,652573,592961,557987,519491,487079,465565,448277,407543,368456,355716,333454,298218,278242,254303,228750,203701,181917,142850,105111,48732,37673,32302,21264,14327,8793,4834,2445,3009
2044,1,51929516,331690,336741,341708,346638,351551,356456,361363,366256,371089,375772,380184,384230,387708,390324,392223,393459,394316,395409,397907,402468,405268,404777,423511,447632,449146,469838,494132,506971,529642,542395,542418,553438,555278,568936,573068,575085,584222,581167,575672,577443,598729,603691,621534,635026,649881,647471,657669,656920,656614,661803,656958,639841,642088,633861,642965,650410,667158,680083,686347,705561,724683,729310,725214,727169,753708,766720,787781,801385,830860,854281,892254,892631,864524,824149,783315,753989,719375,699319,528953,633114,573302,537326,497898,464249,440879,421334,379744,339912,324420,300181,264555,242874,218089,192444,167825,146485,112169,80298,36140,27070,22453,14278,9282,5491,2907,3036
2045,1,51476891,326377,331605,336702,341717,346675,351605,356527,361466,366399,371277,376001,380432,384480,387968,390552,392412,393848,395272,396957,399888,404914,407972,407612,426484,450310,451079,471150,495048,507657,530159,542779,542685,553602,555345,568883,572884,574801,583901,580857,575378,577137,598376,603293,621092,634542,649335,646858,656954,656108,655696,660752,655773,638533,640618,632254,641169,648413,664903,677544,683507,702329,721021,725259,720795,722303,748144,760455,780656,793367,821672,843850,880240,879397,850424,809361,767836,737551,702043,680672,513316,612306,552263,515197,474780,439865,414632,392865,350599,310279,292336,266585,231198,208549,183720,158776,135344,115212,85840,59659,26018,18854,15107,9269,5808,3309,3321
2046,1,51023380,320853,326294,331568,336712,341753,346728,351675,356629,361607,366585,371503,376247,380681,384738,388194,390740,392801,394804,396820,398934,402319,407617,410830,410474,429036,452249,452340,472025,495720,508155,530536,543048,542848,553671,555295,568703,572604,574488,583593,580563,575076,576800,597986,602869,620626,634019,648728,646164,656153,655202,654666,659572,654446,637085,639010,630506,639220,646242,662445,674768,680406,698814,717055,720882,716018,717022,742089,753644,772920,784677,811732,832590,867304,865177,835293,793501,751237,719931,683481,660720,496590,590033,529724,491496,450076,413923,386875,362989,320310,279862,259894,233240,198768,175914,151791,128239,106622,88321,63893,43032,18156,12710,9827,5811,3507,3719
2047,1,50568787,315118,320773,326259,331577,336748,341805,346797,351776,356768,361791,366808,371746,376493,380936,384963,388382,391128,393755,396351,398798,401362,405007,410474,413716,412930,430884,453515,453182,472668,496208,508519,530801,543212,542918,553624,555122,568428,572295,574188,583301,580263,574745,576429,597571,602422,620123,633437,648041,645386,655258,654184,653509,658251,652978,635502,637261,628608,637100,643876,659757,671736,677033,695006,712769,716150,710832,711274,735505,746245,764533,775271,800997,820462,853399,849912,819061,776490,733439,701055,663615,639373,478683,566168,505578,466159,423777,386468,357722,331910,289183,249064,227643,200768,167881,145542,122778,101185,81875,65858,46173,30087,12265,8284,6173,3516,4060
2048,1,50112697,309205,315042,320740,326269,331613,336800,341874,346897,351913,356950,362012,367049,371989,376746,381159,385150,388769,392079,395299,398328,401226,404044,407847,413359,416193,414710,432092,454361,453802,473135,496565,508774,530964,543284,542874,553454,554856,568124,571999,573905,583003,579933,574380,576033,597134,601940,619561,632777,647271,644516,654252,653041,652214,656788,651371,633780,635362,626544,634790,641287,656820,668438,673379,690892,708134,711013,705187,705022,728351,738222,755451,765109,789430,807418,838467,833531,801646,758246,714368,680846,642354,616514,459491,540592,479751,439168,395923,357607,327364,299933,257623,218400,196184,169786,139084,117895,97028,77830,61160,47681,32345,20363,8009,5215,3742,4258
2049,1,49654516,303182,309132,315010,320750,326305,331665,336868,341973,347033,352093,357168,362249,367289,372240,376966,381344,385534,389714,393618,397272,400754,403909,406879,410714,415835,417989,415874,432901,454983,454251,473478,496817,508932,531036,543242,542709,553191,554562,567833,571720,573615,582676,579569,573991,575617,596662,601402,618925,632036,646409,643538,653121,651759,650778,655187,649623,631908,633295,624294,632261,638459,653624,664863,669429,686441,703102,705419,699045,698228,720591,729531,745636,754155,776984,793406,822437,815952,782964,738690,693944,659213,619582,592011,438918,513226,452224,410562,366619,327525,296094,267468,226153,188440,166118,140851,112825,93313,74756,58240,44360,33464,21933,13324,5051,3167,4502
2050,1,49193554,297159,303111,309102,315021,320786,326356,331732,336966,342107,347210,352308,357402,362486,367536,372458,377150,381725,386472,391244,395582,399693,403435,406744,409740,413175,417630,419163,416654,433496,455436,454582,473719,496973,509003,530997,543080,542454,552901,554281,567559,571435,573297,582315,579181,573582,575167,596135,600791,618210,631206,645439,642438,651853,650339,649208,653445,647723,629872,631042,621831,629498,635381,650161,660999,665156,681607,697620,699330,692370,690855,712183,720135,735051,742363,763609,778359,805231,797089,762933,717741,672074,636037,595167,565737,416896,484040,423028,380440,336045,296503,264305,235048,195355,159757,137989,114419,89435,72010,56036,42318,31191,22735,14378,8419,3074,4305
2051,1,48729091,291237,297092,303083,309113,315056,320836,326423,331829,337098,342282,347422,352539,357637,362731,367752,372640,377527,382655,387990,393198,397994,402368,406268,409605,412197,414960,418805,419950,417229,433929,455768,454815,473870,497044,508968,530841,542827,542172,552623,554017,567280,571122,572946,581930,578774,573139,574665,595536,600105,617408,630271,644347,641203,650446,648784,647498,651552,645655,627651,628575,619138,626491,632045,646417,656818,660515,676341,691654,692712,685124,682864,703090,709997,723652,729687,749243,762204,786764,776859,741469,695303,648640,611185,568981,537601,393397,453064,392262,348986,304482,264926,232514,203270,165821,132878,112250,90834,69129,54069,40789,29810,21230,14932,9103,5133,4141
2052,1,48260456,285526,291173,297064,303094,309148,315106,320902,326517,331959,337270,342491,347651,352771,357878,362944,367932,373013,378448,384159,389929,395597,400659,405194,409127,412062,413978,416129,419592,420531,417647,434248,456004,454961,473939,497011,508820,530596,542547,541903,552363,553747,566973,570776,572572,581526,578333,572645,574095,594864,599335,616505,629218,643121,639834,648907,647092,645639,649491,643400,625219,625877,616207,623230,628437,642364,652275,655457,670608,685166,685526,677268,674219,693274,699076,711393,716066,733813,744860,766953,755176,718474,671256,623506,584524,540929,507562,368441,420397,360105,316479,272315,233303,201304,172746,138097,108240,89243,70320,51992,39427,28785,20328,13970,9471,5561,5266
2053,1,47787111,280148,285464,291147,297076,303128,309197,315171,320995,326646,332129,337477,342716,347879,353009,358089,363122,368301,373923,379936,386080,392308,398246,403474,408047,411582,413844,415145,416912,420174,420954,417956,434474,456152,455029,473910,496868,508587,530325,542280,541650,552097,553451,566634,570408,572178,581088,577840,572083,573454,594109,598467,615486,628034,641761,638333,647230,645251,643616,647242,640929,622560,622940,613028,619704,624532,637960,647324,649949,664372,678120,677733,668766,664885,682696,687327,698217,701434,717245,726250,745712,731939,693823,645459,596536,555952,510963,475639,342101,386222,326837,283308,240054,202210,171277,144045,112643,86179,69196,52976,37977,27873,19664,13401,8877,5796,6167
2054,1,47308667,275176,280089,285439,291159,297110,303177,309261,315263,321122,326813,332332,337699,342942,348114,353217,358265,363487,369200,375395,381836,388436,394937,401046,406316,410496,413363,415012,415928,417491,420598,421266,418174,434616,456222,455003,473776,496643,508330,530066,542030,541393,551805,553123,566272,570021,571753,580599,577280,571451,572734,593257,597488,614340,626719,640270,636699,645406,643247,641407,644779,638227,619663,619755,609590,615887,620287,633160,641932,643958,657599,670477,669296,659582,654820,671311,674693,684058,685718,699463,706292,722945,707025,667375,617771,567623,525415,479098,441921,314521,350830,292849,249996,208287,172247,142997,117650,89813,66922,52214,38762,26895,19075,12987,8531,5443,6816
2055,1,46824909,270649,275119,280065,285451,291192,297158,303240,309351,315387,321286,327014,332551,337921,343174,348320,353391,358625,364375,370654,377273,384168,391040,397714,403872,408756,412274,414530,415796,416507,417914,420911,421488,418313,434684,456197,454876,473563,496394,508084,529825,541776,541110,551482,552774,565892,569602,571278,580043,576649,570742,571921,592296,596386,613067,625278,638646,634922,643420,641059,638986,642084,635283,616522,616309,605868,611737,615660,627931,636065,637448,650249,662199,660179,649676,643984,659066,661115,668848,668846,680387,684894,698529,680289,638982,588078,536707,492924,445418,406586,285931,314630,258671,217145,177627,143983,116947,93937,69849,50579,38268,27499,18439,12621,8283,5240,6970
2056,1,46335822,266590,270594,275096,280077,285485,291239,297219,303328,309473,315549,321483,327229,332770,338150,343376,348492,353747,359502,365810,372510,379578,386744,393791,400518,406298,410527,413439,415315,416375,416930,418226,421134,421628,418380,434662,456071,454673,473327,496157,507856,529579,541496,540796,551138,552408,565482,569134,570736,579416,575941,569940,571003,591214,595161,611671,623707,636880,632986,641251,638661,636338,639147,632091,613123,612578,601820,607211,610618,622240,629688,630382,642286,653250,650342,639007,632325,645901,646525,652514,650742,659929,661941,672322,651580,608522,556314,503793,458557,410092,369921,256655,278180,224916,185389,148658,117904,93504,73164,52874,37131,27195,18886,12222,8064,5097,6934
2057,1,45841573,262977,266537,270572,275109,280110,285531,291300,297306,303448,309632,315742,321695,327444,332995,338350,343546,348843,354612,360919,367643,374786,382124,389466,396568,402925,408060,411689,414222,415895,416799,417242,418449,421275,421697,418360,434544,455870,454449,473103,495935,507622,529308,541186,540463,550777,552011,565022,568601,570126,578712,575140,569035,569970,590011,593818,610149,621999,634955,630871,638873,636037,633453,635962,628635,609442,608520,597406,602280,605129,616054,622766,622725,633676,643592,639742,627524,619788,631752,630854,634984,631322,637981,637300,644176,620772,575923,522476,468953,422481,373403,332334,227138,242129,192237,155338,121887,94398,72934,55470,38880,26432,18710,12540,7823,4971,6830
2058,1,45342514,259769,262925,266517,270585,275141,280156,285590,291385,297424,303604,309822,315950,321907,327666,333192,338517,343893,349697,356011,362728,369890,377301,384814,392213,398953,404673,409215,412470,414802,416319,417113,417466,418591,421345,421679,418248,434354,455647,454235,472894,495710,507366,529009,540856,540113,550386,551567,564498,568000,569441,577916,574235,568014,568820,588691,592353,608492,620136,632852,628552,636271,633177,630322,632515,624893,605438,604093,592594,596911,599162,609336,615261,614442,624378,633181,628331,615173,606310,616551,614029,616174,610483,614414,610829,613962,587786,541176,486636,432353,384978,335748,294389,197903,207175,161263,127523,97717,73737,55380,40854,27723,18216,12445,8041,4831,6703
2059,1,44839192,256930,259719,262906,266529,270617,275186,280214,285674,291501,297577,303790,310026,316158,322125,327860,333358,338859,344735,351077,357796,364946,372373,379959,387530,394573,400684,405820,409992,413048,415226,416633,417337,417609,418662,421328,421567,418066,434143,455435,454037,472682,495462,507081,528689,540509,539734,549949,551061,563908,567323,568665,577015,573215,566878,567558,587251,590759,606687,618101,630545,626012,633433,630074,626934,628780,620821,601070,599267,587355,591072,592681,602051,607141,605495,614353,621969,616054,601892,591827,600227,595973,595986,588103,589093,582407,581599,552608,504348,448954,394269,346446,297688,256756,169516,173995,132550,102371,76438,56074,40853,29179,19138,12137,7993,4974,6557
2060,1,44332321,254399,256882,259701,262919,266561,270662,275244,280297,285788,291650,297759,303991,310230,316373,322316,328023,333695,339689,346096,352838,359985,367397,374997,382641,389862,396286,401821,406591,410568,413471,415541,416859,417481,417681,418646,421218,421386,417865,433943,455238,453835,472448,495188,506779,528354,540135,539309,549450,550490,563243,566558,567787,575999,572079,565632,566182,585684,589021,604713,615868,628019,623244,630354,626714,623262,624716,616378,596307,594012,581656,584729,585651,594166,598366,595844,603553,609902,602849,587617,576271,582705,576590,574300,564052,561896,551950,547067,515298,465600,409710,355100,307453,259889,220160,142528,143188,106545,80190,58215,41430,29225,20177,12773,7809,4953,6571
