îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2061,2,50074480,260905,262855,265142,267772,270761,274151,278031,282456,287399,292803,298581,304589,310722,316895,322827,328492,334613,342368,352182,363523,375687,387285,397648,406800,414591,421066,426548,431267,435325,438502,440512,441655,442075,441886,441352,441712,443866,443692,439842,456422,478556,479691,497321,519573,532147,550596,563381,560900,573674,574624,584550,587863,589435,598208,593512,589003,587061,602706,599134,610784,619948,627216,623429,626679,621460,617287,620342,613192,595006,596707,590254,599252,606435,619446,632587,636321,656855,673541,676548,670834,667047,687769,693619,708291,711911,728609,739693,757704,746721,701929,649971,595138,548046,493796,448134,314229,339562,273824,224317,177610,138344,107250,80934,56259,37437,65477
2062,2,49631874,259267,261060,263098,265390,267977,270931,274335,278263,282739,287718,293146,298933,304961,311137,317195,323066,329430,337417,347418,358903,371173,382862,393319,402573,410511,417194,422975,428098,432613,436415,439347,441172,442180,442511,442220,441571,441842,443995,443862,440040,456629,478757,479853,497443,519649,532157,550525,563229,560665,573352,574222,584055,587280,588777,597482,592749,588198,586201,601750,598108,609665,618743,625934,622088,625250,619946,615674,618598,611330,593047,594563,587930,596656,603537,616169,628882,632181,652103,668110,670439,664010,659355,678715,683136,695936,697514,711460,719365,733324,718534,670807,616103,558705,508688,452313,404277,278590,295184,232827,186061,143304,108258,81154,59048,39470,64951
2063,2,49183048,257709,259422,261302,263345,265593,268146,271112,274564,278542,283053,288055,293492,299299,305369,311432,317430,323989,332191,342395,354049,366456,378263,388828,398190,406245,413089,419086,424512,429436,433697,437257,440006,441697,442617,442847,442440,441702,441972,444166,444063,440242,456821,478920,479973,497518,519660,532090,550378,562995,560354,572955,573740,583481,586629,588068,596720,591945,587344,585279,600727,597021,608489,617489,624599,620682,623741,618341,613959,616737,609337,590937,592245,585408,593834,600378,612597,624831,627653,646898,662140,663693,656438,650774,668578,671363,682033,681297,692147,696501,705978,687056,636263,578819,519027,466409,408496,358864,242508,251360,193431,150385,112350,82081,59333,41518,66136
2064,2,48728052,256161,257864,259664,261548,263547,265760,268326,271339,274839,278852,283384,288395,293851,299699,305658,311662,318336,326705,337092,348931,361501,373457,384156,393643,401823,408797,414963,420611,425840,430512,434534,437913,440531,442134,442953,443068,442572,441833,442143,444368,444267,440428,456978,479040,480046,497530,519598,531951,550153,562687,559969,572478,573180,582839,585928,587324,595918,591092,586427,584291,599644,595878,607266,616183,623199,619196,622140,616634,612129,614745,607190,588657,589731,582668,590757,596933,608691,620401,622693,641177,655548,656207,647992,641167,657192,658112,666369,663027,670415,670840,675417,652087,598197,538166,476346,421683,363046,312801,206805,209160,156612,118122,85353,60137,41809,68443
2065,2,48267180,254553,256315,258104,259907,261748,263712,265939,268550,271611,275145,279178,283718,288748,294244,299982,305884,312553,321005,331526,343528,356277,368408,379276,388914,397234,404347,410653,416474,421926,426908,431345,435187,438436,440967,442471,443176,443201,442704,442005,442345,444574,444457,440580,457094,479115,480059,497472,519464,531736,549855,562305,559507,571925,572555,582149,585193,586540,595065,590176,585445,583246,598505,594690,605992,614813,621721,617621,620437,614813,610171,612600,604869,586182,586998,579679,587401,593165,604418,615547,617242,634860,648234,647858,638536,630377,644376,643179,648715,642460,646009,642142,641439,613516,556645,494379,431127,375211,316862,267133,172356,169636,123239,89914,62664,42467,70266
2066,2,47800973,252832,254707,256554,258347,260107,261913,263890,266161,268819,271913,275467,279507,284066,289134,294522,300205,306758,315173,325743,337857,350761,363085,374149,383973,392462,399731,406184,412149,417778,422986,427734,431993,435708,438871,441304,442694,443310,443334,442877,442208,442551,444764,444612,440693,457166,479130,480005,497346,519257,531451,549485,561845,558970,571306,571882,581424,584418,585708,594150,589196,584406,582147,597321,593453,604656,613367,620152,615946,618622,612863,608061,610281,602351,583493,584018,576420,583730,589042,599736,610214,611225,627853,640078,638512,627915,618229,629929,626343,628831,619349,618697,610210,603925,571365,511830,447917,384064,327903,270986,222981,140022,133730,93991,66147,44346,71992
2067,2,47330230,250964,252986,254946,256796,258545,260271,262089,264110,266428,269118,272231,275792,279849,284445,289407,294741,301063,309330,319826,331964,344971,357464,368742,378782,387476,394929,401547,407664,413440,418827,423805,428378,432511,436141,439207,441527,442829,443444,443509,443082,442415,442742,444921,444727,440764,457182,479078,479885,497150,518981,531097,549040,561311,558370,570639,571175,580660,583595,584814,593171,588157,583313,581005,596089,592156,603246,611833,618485,614159,616678,610765,605782,607766,599616,580560,580766,572853,579713,584524,594592,604326,604550,620040,630948,628014,615956,604532,613635,607372,606477,593468,588282,574921,562884,525846,464208,399483,336069,280823,226544,181452,110583,102189,69288,46911,74478
2068,2,46855994,248928,251118,253223,255186,256993,258708,260446,262308,264375,266724,269433,272552,276129,280223,284714,289622,295583,303587,313898,325935,338956,351564,363035,373309,382238,389913,396725,403012,408942,414480,419640,424444,428892,432941,436475,439430,441662,442964,443619,443715,443290,442607,442899,445038,444800,440781,457134,478961,479699,496888,518638,530670,548522,560713,557724,569939,570431,579849,582711,583857,592133,587066,582177,579815,594797,590786,601750,610203,616707,612247,614586,608497,603309,605033,596631,577360,577208,568949,575309,579559,588913,597796,597109,611295,620693,616193,602470,589079,595268,586033,581426,564625,554640,536273,518507,477406,414483,350001,288215,235122,184655,143557,84662,75482,49241,77936
2069,2,46379533,246713,249081,251354,253462,255382,257155,258882,260664,262571,264669,267037,269751,272886,276498,280489,284926,290450,298062,308070,319895,332800,345435,357043,367530,376716,384642,391686,398173,404276,409972,415284,420273,424954,429320,433274,436697,439566,441798,443140,443826,443924,443484,442765,443016,445112,444819,440736,457024,478777,479449,496563,518225,530173,547942,560068,557045,569202,569639,578977,581764,582843,591043,585932,580995,578569,593432,589333,600160,608464,614805,610189,612326,606037,600623,602051,593375,573857,573312,564669,570471,574079,582615,590517,588780,601472,609144,602858,587250,571653,574596,562104,553488,532693,517756,494433,471215,426746,363596,300574,241672,191959,146347,110113,62660,53755,81867
2070,2,45902299,244323,246865,249315,251591,253657,255543,257328,259099,260925,262863,264979,267351,270081,273250,276760,280697,285740,292886,302464,313957,326634,339162,350818,361464,370885,379085,386393,393116,399423,405295,410768,415911,420778,425378,429650,433495,436833,439701,441974,443348,444037,444119,443643,442884,443092,445132,444775,440631,456850,478530,479138,496171,517744,529617,547317,559392,556330,568418,568789,578043,580762,581778,589910,584752,579756,577252,591985,587789,598465,606604,612757,607966,609874,603364,597692,598798,589810,570020,569040,559966,565131,568004,575597,582370,579425,590409,596114,587805,570079,552030,551402,535398,522530,497647,477777,449780,421679,374812,312670,252408,197623,152401,112462,81658,44716,87592
2071,2,45420897,241763,244474,247097,249550,251784,253817,255715,257544,259359,261215,263171,265291,267678,270441,273509,276965,281500,288137,297213,308244,320572,332878,344448,355162,364763,373218,380811,387804,394351,400429,406082,411389,416412,421199,425706,429870,433630,436968,439877,442182,443558,444232,444279,443763,442960,443112,445089,444670,440465,456615,478221,478760,495711,517201,529014,546657,558675,555565,567571,567873,577048,579702,580665,588724,583507,578440,575848,590438,586133,596640,604588,610529,605538,607191,600427,594470,595209,585877,565784,564313,554738,559166,561180,567679,573144,568799,577818,581275,570670,550569,529814,525282,505538,488249,459325,434741,402613,370480,322429,262667,206489,156969,117171,83443,58305,85060
2072,2,44935905,239045,241912,244704,247331,249742,251943,253988,255929,257802,259647,261521,263481,265616,268035,270697,273712,277757,283861,292394,302893,314740,326700,338065,348712,358403,367058,374917,382202,389022,395345,401208,406696,411884,416828,421523,425924,430004,433764,437143,440084,442392,443753,444392,444399,443839,442980,443069,444984,444502,440238,456320,477843,478316,495191,516612,528376,545956,557907,554737,566658,566896,575996,578593,579498,587471,582183,577032,574343,588774,584345,594657,602391,608091,602874,604236,597191,590907,591239,581523,561084,559045,548883,552449,553461,558686,562634,556669,563434,564330,551140,528412,504716,495986,472372,450650,417951,389151,353729,318702,270865,214881,164010,120683,86937,59579,92524
2073,2,44449861,236186,239193,242140,244935,247521,249900,252113,254201,256186,258089,259951,261829,263803,265970,268289,270898,274495,280087,288055,297983,309276,320757,331791,342251,351894,360658,368730,376287,383403,390003,396114,401814,407185,412295,417149,421739,426057,430137,433938,437348,440292,442586,443912,444511,444475,443859,442937,442965,444815,444273,439953,455960,477400,477815,494627,515989,527698,545206,557076,553844,565683,565862,574894,577430,578264,586137,580766,575524,572724,586978,582404,592496,599985,605416,599939,600979,593612,586966,586846,576692,555846,553144,542290,544850,544693,548440,550635,542812,547009,545017,528960,503380,476567,463447,435996,410058,374122,341901,304293,267734,221588,170676,126097,89543,62074,98245
2074,2,43965128,233200,236332,239418,242369,245123,247677,250068,252324,254456,256471,258391,260257,262149,264155,266222,268488,271673,276797,284226,293561,304263,315189,325755,335899,345374,354109,362301,370078,377470,384370,390762,396712,402298,407592,412613,417363,421871,426189,430309,434142,437556,440486,442745,444032,444587,444495,443815,442832,442797,444586,443985,439605,455536,476899,477270,494031,515328,526973,544393,556179,552891,564651,564780,573738,576201,576952,584711,579248,573902,570977,585027,580286,590129,597345,602469,596706,597377,589653,582604,581970,571308,549979,546500,534830,536218,534704,536744,536928,526988,528289,523084,503902,475306,445302,427758,396724,367056,328697,294118,255629,219027,176004,131222,93560,63935,103549
2075,2,43483789,230104,233344,236555,239645,242555,245278,247844,250277,252577,254738,256771,258695,260575,262499,264405,266419,269256,273952,280887,289660,299749,310081,320101,329788,338964,347547,355722,363626,371241,378422,385118,391352,397190,402700,407906,412824,417493,422001,426359,430511,434348,437748,440644,442864,444107,444607,444451,443710,442664,442568,444298,443635,439197,455059,476356,476695,493397,514620,526188,543517,555222,551883,563571,563645,572517,574893,575548,583183,577615,572152,569080,582901,577969,587533,594438,599222,593129,593393,585271,577764,576537,565278,543372,538982,526357,526385,523301,523383,521276,508954,507029,498304,475799,444124,411011,389228,355120,322490,282759,247082,209124,173969,135318,97362,66803,108111
2076,2,43007562,226917,230246,233564,236778,239829,242708,245443,248052,250529,252858,255036,257073,259011,260923,262747,264601,267181,271515,278000,286258,295766,305481,314912,324063,332797,341097,349131,357023,364769,372178,379158,385700,391823,397587,403010,408115,412954,417622,422170,426559,430715,434538,437905,440762,442939,444127,444563,444346,443542,442436,442282,443947,443223,438737,454540,475781,476083,492719,513853,525341,542582,554210,550827,562438,562445,571218,573494,574043,581539,575854,570250,567011,580573,575426,584673,591234,595630,589174,588983,580409,572371,570452,558487,535898,530444,516704,515159,510274,508126,503436,488471,483010,470513,444584,409923,373988,348410,312003,277419,237539,202131,166104,133753,100401,69518,112865
2077,2,42537746,223660,227058,230463,233785,236960,239980,242872,245649,248300,250807,253154,255337,257387,259356,261169,262942,265358,269423,275528,283317,292293,301421,310240,318810,327019,334892,342652,350408,358146,365689,372902,379732,386164,392215,397893,403217,408243,413081,417789,422368,426761,430904,434694,438022,440837,442959,444083,444458,444177,443313,442149,441932,443535,442758,438236,453992,475171,475429,491984,513025,524437,541592,553149,549720,561241,561168,569828,571995,572426,579765,573940,568178,564746,578018,572625,581522,587690,591658,584795,584090,574990,566329,563599,550805,527408,520716,505685,502335,495399,490736,483176,465332,456072,439646,410348,372999,334770,306108,268398,233053,194325,160549,127706,99241,71688,117651
2078,2,42075209,220353,223798,227272,230681,233965,237110,240142,243075,245895,248576,251100,253451,255648,257730,259602,261363,263694,267584,273405,280797,289290,297883,306118,314080,321718,329078,336418,343906,351510,359050,366401,373466,380189,386550,392517,398097,403343,408369,413247,417985,422568,426948,431058,434810,438096,440856,442915,443978,444289,443948,443026,441799,441522,443070,442253,437708,453409,474518,474720,491192,512143,523480,540556,552037,548550,559967,559803,568338,570383,570679,577839,571854,565908,562262,575205,569539,578037,583771,587261,579937,578637,568922,559526,555846,542079,517736,509611,493097,487691,478445,470987,460287,439379,426152,405790,373386,333884,294123,263327,225475,190655,154349,123436,94754,70859,122088
2079,2,41620408,217022,220490,224009,227486,230859,234112,237270,240343,243319,246168,248867,251396,253761,255989,257974,259794,262111,265907,271539,278634,286718,294822,302524,309906,316945,323744,330578,337649,344987,352398,359749,366956,373916,380569,386848,392719,398222,403468,408533,413440,418183,422753,427101,431173,434883,438115,440812,442809,443809,444060,443660,442675,441389,441059,442565,441719,437146,452786,473811,473956,490347,511209,522479,539470,550863,547305,558604,558339,566736,568644,568783,575738,569569,563418,559525,572104,566125,574182,579432,582382,574523,572530,562087,551829,547041,532138,506695,496925,478723,471001,459191,448676,434617,410554,393335,369238,334230,293345,253017,221215,184456,151434,118669,91585,67655,124244
2080,2,41173444,213692,217157,220698,224221,227662,231004,234270,237468,240584,243589,246456,249160,251702,254099,256231,258165,260537,264310,269837,276733,284510,292201,299415,306267,312733,318941,325220,331789,338712,345859,353084,360293,367397,374289,380862,387047,392842,398345,403629,408724,413636,418366,422904,427215,431246,434902,438071,440707,442641,443580,443772,443309,442264,440926,440556,442031,441153,436545,452111,473048,473140,489453,510231,521429,538321,549612,545973,557144,556766,565008,566754,566715,573439,567064,560676,556509,568675,562349,569915,574619,576945,568459,565652,554355,543087,537009,520790,494082,482439,462340,452046,437438,423653,406104,378938,357905,330517,293649,252347,212554,180970,146510,116428,88048,65393,123281
2081,2,40734135,210389,213824,217361,220906,224394,227805,231160,234466,237706,240851,243874,246746,249464,252037,254339,256421,258904,262723,268217,274999,282569,289951,296754,303120,309061,314702,320395,326411,332833,339567,346532,353618,360727,367765,374578,381058,387168,392963,398504,403818,408917,413817,418515,423017,427286,431264,434859,437967,440539,442412,443292,443421,442897,441800,440423,440024,441464,440546,435894,451383,472234,472277,488516,509205,520319,537099,548274,544546,555574,555067,563130,564694,564452,570916,564303,557654,553173,564883,558170,565180,569254,570856,561630,557871,545573,533128,525557,507826,479679,465929,443733,430632,413042,395859,374831,344805,320373,290387,252609,211991,173885,143742,112642,86385,62868,120964
2082,2,40302096,207142,210520,214026,217567,221077,224535,227959,231353,234701,237970,241133,244161,247047,249796,252276,254528,257154,261076,266607,273348,280798,287973,294468,300425,305885,311007,316138,321569,327438,333674,340229,347057,354044,361088,368048,374770,381177,387288,393120,398691,404009,409096,413964,418627,423088,427305,431221,434755,437800,440312,442125,442942,443009,442433,441296,439892,439460,440856,439889,435192,450606,471373,471374,487534,508121,519137,535792,546841,543011,553879,553223,561083,562438,561969,568137,561262,554311,549484,560685,553533,559904,563246,563998,553904,549033,535568,521758,512474,493022,463263,447178,422713,406615,385944,365375,341068,308647,281474,249803,212211,173425,138114,110513,83576,61680,117664
2083,2,39876808,203977,207270,210718,214228,217735,221216,224686,228150,231585,234962,238248,241416,244458,247376,250032,252463,255256,259312,264936,271708,279113,286169,292460,298111,303165,307811,312426,317296,322581,328266,334324,340744,347475,354398,361366,368237,374887,381295,387443,393304,398880,404185,409242,414074,418697,423105,427262,431118,434589,437574,440026,441776,442530,442544,441928,440764,439327,438855,440199,439181,434443,449785,470471,470426,486497,506967,517874,534392,545300,541355,552039,551212,558842,559964,559233,565074,557897,550614,545400,556027,548366,553994,556480,556240,545130,538965,524147,508770,497534,476149,444619,425995,399138,379939,356224,332464,305301,271172,242136,209854,173605,137748,106186,81997,59675,114710
2084,2,39457679,200919,204104,207466,210917,214393,217872,221365,224874,228378,231842,235236,238528,241710,244784,247610,250217,253185,257398,263146,270005,277439,284452,290627,296078,300830,305075,309216,313571,318295,323396,328906,334830,341154,347822,354672,361552,368352,375004,381448,387624,393490,399054,404330,409351,414144,418715,423063,427160,430954,434364,437290,439678,441365,442066,442039,441395,440198,438723,438201,439490,438425,433651,448924,469525,469425,485392,505734,516520,532886,543637,539556,550032,549010,556383,557238,556219,561687,554177,546522,540869,550836,542578,547339,548825,547428,535133,527471,511099,493939,480507,456987,423557,402236,372952,350681,324137,297599,268232,233273,203413,171676,137891,105906,78787,58547,111479
2085,2,39044086,197991,201044,204296,207662,211080,214529,218019,221550,225100,228632,232113,235513,238819,242032,245015,247793,250933,255310,261203,268181,275700,282745,288883,294222,298778,302725,306467,310349,314558,319100,324027,329404,335233,341495,348090,354854,361665,368467,375154,381626,387807,393662,399196,404437,409419,414161,418672,422961,426996,430731,434082,436944,439269,440902,441561,441506,440828,439593,438069,437495,438734,437626,432821,448021,468525,468359,484211,504412,515065,531260,541830,537594,547835,546595,553675,554234,552885,557941,550058,541982,535820,545022,536060,539810,540130,537389,523721,514340,496200,477035,461170,435339,399935,375848,344232,319093,290146,261466,230745,195968,166407,136359,106015,78578,56255,108692
2086,2,38635396,195209,198114,201234,204489,207822,211213,214673,218201,221772,225350,228899,232386,235800,239137,242261,245197,248502,253039,259085,266202,273838,280974,287150,292457,296906,300660,304107,307590,311327,315354,319722,324518,329800,335569,341759,348269,354965,361777,368614,375329,381806,387976,393802,399302,404504,409436,414119,418572,422800,426776,430451,433739,436538,438808,440399,441028,440939,440222,438937,437363,436742,437934,436788,431951,447068,467462,467219,482945,502990,513494,529495,539861,535447,545425,543934,550690,550912,549197,553795,545488,536922,530164,538474,528686,531258,530225,525928,510683,499347,479218,457837,439324,411060,373697,346905,313225,285631,254917,224924,193843,160316,132174,104838,78660,56106,105411
2087,2,38230979,192586,195330,198301,201424,204647,207953,211355,214853,218420,222018,225613,229168,232669,236113,239363,242441,245898,250587,256780,264043,271817,279076,285351,290702,295124,298776,302033,305222,308559,312114,315969,320206,324909,330130,335827,341934,348378,355075,361922,368786,375507,381973,388114,393907,399368,404521,409394,414020,418412,422581,426498,430110,433336,436079,438308,439867,440462,440333,439566,438230,436611,435946,437096,435910,431032,446053,466324,465998,481584,501456,511787,527570,537704,533091,542770,541002,547390,547238,545116,549194,540396,531255,523795,531067,520310,521516,518918,512836,495796,482258,459933,436149,414822,384092,344920,315657,280378,250951,219290,188953,158578,127336,101620,77786,56164,103271
2088,2,37830216,190129,192706,195514,198488,201579,204776,208093,211532,215068,218662,222278,225878,229447,232979,236336,239540,243134,247962,254293,261695,269613,277017,283424,288880,293353,296983,300140,303140,306183,309340,312723,316447,320592,325233,330385,336000,342042,348486,355217,362091,368961,375670,382109,388217,393972,399385,404480,409296,413861,418195,422307,426161,429711,432881,435582,437779,439303,439857,439676,438858,437476,435815,435112,436217,434982,430053,444967,465105,464685,480115,499789,509927,525462,535339,530496,539844,537759,543739,543171,540587,544067,534692,524873,516590,522654,510769,510394,506000,497886,478829,462850,438145,411824,387608,354514,313851,282555,246336,215878,184221,154578,125956,97901,75399,55540,102030
2089,2,37432510,187837,190247,192888,195699,198641,201707,204914,208267,211744,215307,218917,222539,226153,229752,233199,236512,240225,245175,251629,259160,267216,274771,281332,286929,291514,295201,298339,301241,304096,306958,309943,313197,316829,320913,325484,330555,336105,342148,348626,355383,362262,369121,375804,382210,388282,393988,399344,404382,409139,413647,417923,421972,425764,429259,432387,435056,437217,438699,439201,438968,438103,436679,434981,434237,435289,433995,429006,443804,463794,463267,478519,497972,507890,523151,532733,527636,536608,534173,539698,538659,535540,538324,528269,517653,508406,513069,499876,497688,491249,480847,459559,440924,413709,384806,357759,322581,280938,248248,211908,181354,150706,122779,96839,72639,53836,100892
2090,2,37037296,185705,187954,190426,193070,195850,198767,201842,205085,208476,211979,215558,219175,222810,226454,229969,233372,237188,242242,248800,256445,264628,272328,279051,284811,289546,293351,296549,299433,302190,304865,307557,310413,313574,317145,321160,325651,330658,336210,342285,348789,355551,362420,369252,375903,382273,388297,393948,399248,404228,408928,413378,417593,421580,425318,428770,431865,434498,436615,438044,438493,438213,437304,435843,434106,433313,434300,432938,427885,442553,462379,461727,476780,495983,505655,520604,529861,524474,533029,530203,535214,533630,529888,531857,521002,509452,499083,502128,487432,483180,474437,461496,437789,416333,386568,355174,325534,288753,246828,213554,178019,148362,119704,94396,71852,51865,99054
2091,2,36644063,183721,185821,188131,190607,193219,195974,198900,202011,205291,208707,212227,215811,219441,223106,226668,230140,234039,239179,245824,253563,261856,269690,276570,282502,287409,291370,294691,297637,300377,302955,305460,308023,310787,313888,317390,321325,325754,330761,336344,342445,348953,355706,362548,369350,375965,382289,388258,393853,399095,404018,408662,413051,417204,421137,424832,428252,431311,433900,435964,437339,437739,437414,436467,434967,433182,432329,433243,431807,426679,441203,460843,460049,474875,493801,503194,517798,526685,520976,529068,525798,530218,527997,523522,524541,512748,500110,488439,489628,473223,466644,455344,439634,413373,389020,356799,323181,291396,253694,212332,179401,145633,117841,92032,70039,51303,96556
2092,2,36252377,181869,183836,185996,188309,190754,193341,196106,199067,202214,205519,208951,212476,216074,219733,223317,226836,230798,236003,242716,250530,258913,266865,273891,279990,285078,289219,292701,295772,298575,301137,303546,305923,308394,311098,314130,317553,321426,325855,330893,336501,342606,349105,355832,362644,369411,375980,382249,388164,393702,398888,403756,408338,412667,416766,420657,424319,427702,430717,433253,435262,436586,436941,436577,435589,434041,432199,431277,432111,430590,425377,439737,459167,458211,472786,491397,500481,514694,523172,517104,524673,520889,524621,521654,516321,516232,503345,489444,476280,475355,457028,447865,433774,415115,386253,359062,324660,289290,256016,218238,178375,146764,115674,90600,68285,50009,94594
2093,2,35861902,180127,181982,184009,186172,188454,190874,193471,196270,199266,202438,205759,209196,212734,216361,219941,223482,227484,232735,239494,247363,255816,263866,271022,277278,282543,286874,290541,293775,296705,299331,301725,304006,306292,308703,311338,314291,317653,321526,325985,331048,336660,342755,349229,355926,362704,369426,375941,382157,388015,393498,398629,403436,407958,412233,416291,420149,423775,427114,430075,432555,434513,435790,436105,435699,434662,433055,431147,430149,430893,429276,423964,438138,457333,456195,470485,488748,497481,511261,519284,512808,519774,515391,518319,514479,508141,506765,492611,477260,462396,459087,438635,426649,409582,387882,356509,326719,290614,254165,220236,183337,145924,116572,88934,67222,48756,92498
2094,2,35472419,178473,180239,182154,184183,186316,188573,191002,193633,196467,199487,202674,206000,209451,213017,216565,220104,224122,229394,236177,244079,252583,260711,267976,274373,279806,284323,288185,291607,294701,297456,299915,302183,304373,306598,308941,311498,314390,317752,321654,326138,331204,336806,342877,349321,355984,362718,369388,375851,382010,387814,393242,398313,403060,407530,411763,415788,419609,423192,426477,429382,431811,433721,434956,435228,434771,433675,432001,430020,428937,429579,427849,422422,436388,455321,453975,467948,485819,494163,507462,514970,508021,514288,509200,511189,506328,498823,495957,480348,463347,446572,440611,417856,402854,382711,358012,324396,292457,255329,218644,185015,149983,115905,89624,65986,47998,90344
2095,2,35083832,176882,178584,180410,182326,184325,186433,188700,191162,193827,196684,199720,202912,206251,209729,213218,216726,220733,226003,232787,240699,249230,257415,264771,271290,276875,281569,285623,289242,292527,295447,298036,300370,302547,304677,306834,309100,311596,314488,317879,321805,326291,331348,336926,342967,349379,355998,362681,369298,375707,381812,387562,392931,397942,402637,407065,411266,415254,419032,422560,425790,428643,431023,432891,434082,434301,433784,432620,430872,428808,427628,428151,426294,420735,434468,453105,451527,465143,482579,490491,503246,510162,502658,508110,502195,503091,497043,488185,483611,466345,447490,428600,419739,394552,376425,353240,325764,290378,256948,219645,183678,151356,119129,89112,66498,47115,88491
2096,2,34696163,175329,176992,178753,180580,182467,184442,186559,188858,191354,194042,196914,199954,203159,206525,209927,213376,217346,222586,229346,237244,245779,253998,261425,268045,273764,278620,282856,286671,290155,293267,296024,298488,300732,302849,304912,306992,309197,311693,314614,318027,321956,326433,331465,337014,343023,349392,355961,362593,369157,375512,381564,387255,392565,397524,402178,406573,410738,414683,418407,421880,425057,427862,430199,432021,433158,433315,432728,431489,429658,427500,426207,426594,424591,418884,432353,450662,448821,462041,478992,486416,498548,504778,496620,501120,494240,493865,486443,476032,469513,450386,429481,408296,396329,368668,347437,321421,291602,255121,221038,184518,150262,120219,91590,66118,47481,86753
2097,2,34309541,173790,175438,177159,178922,180720,182582,184566,186715,189047,191566,194268,197145,200198,203429,206720,210083,213987,219170,225879,233737,242251,250481,257955,264657,270489,275489,279893,283894,287575,290889,293840,296473,298848,301033,303083,305069,307089,309293,311817,314761,318177,322096,326549,331552,337070,343037,349356,355875,362454,368965,375267,381262,386894,392153,397071,401692,406051,410172,414064,417733,421154,424282,427043,429334,431101,432174,432260,431597,430273,428347,426079,424658,424890,422723,416845,430022,447961,445827,458607,475013,481875,493285,498714,489788,493182,485176,483333,474334,462155,453445,432260,409136,385525,370328,340278,316142,287715,256197,219466,185689,150950,119351,92429,67957,47209,85942
2098,2,33924173,172245,173898,175604,177327,179060,180834,182705,184720,186902,189257,191789,194496,197385,200464,203621,206873,210684,215783,222413,230204,238670,246886,254383,261144,267070,272194,276748,280921,284790,288303,291458,294286,296830,299147,301265,303239,305165,307184,309417,311963,314909,318315,322210,326634,331607,337083,343001,349271,355739,362266,368725,374970,380907,386488,391705,396591,401176,405492,409561,413397,417014,420386,423470,426184,428420,430122,431122,431130,430381,428960,426923,424530,422961,423021,420665,414598,427445,444973,442514,454797,470578,476789,487360,491853,482029,484137,474829,471301,460506,446339,435197,411783,386318,360233,341810,309627,282989,252782,220391,184368,151907,119897,91761,68579,48522,85296
2099,2,33540317,170674,172352,174063,175770,177464,179173,180956,182858,184905,187109,189478,192014,194733,197647,200653,203772,207465,212452,218975,226671,235063,243237,250732,257528,263525,268753,273438,277764,281807,285511,288866,291900,294640,297127,299378,301420,303334,305260,307307,309561,312110,315045,318428,322295,326688,331620,337048,342918,349137,355554,362030,368433,374621,380507,386047,391232,396082,400624,404888,408901,412686,416254,419581,422619,425277,427447,429075,429995,429915,429068,427535,425371,422834,421101,420962,418398,412112,424594,441666,438838,450551,465611,471061,480655,484062,473190,473813,463009,457562,444746,428376,414581,388818,360974,332492,311021,277157,248629,217453,185146,150827,120657,92181,68083,48966,85825
2100,2,33158250,169063,170780,172515,174228,175906,177576,179294,181107,183041,185110,187327,189700,192248,194991,197834,200802,204355,209206,215596,223168,231456,239560,247026,253831,259876,265186,269982,274442,278641,282521,286069,289305,292251,294935,297357,299532,301515,303429,305382,307450,309707,312245,315157,318511,322347,326700,331585,336966,342786,348956,355322,361743,368090,374227,380072,385580,390729,395537,400027,404235,408197,411933,415457,418738,421719,424311,426407,427953,428784,428604,427642,425980,423672,420974,419051,418692,415890,409364,421438,437997,434741,445796,460018,464581,473041,475184,463098,462018,449512,441903,426848,408083,391459,363310,333176,302543,278406,243506,213882,182678,151463,119799,92765,68395,48612,86515
2101,2,32778246,167401,169169,170942,172678,174362,176017,177695,179444,181288,183244,185326,187547,189931,192503,195175,197980,201376,206070,212301,219724,227879,235885,243292,250079,256145,261514,266398,270973,275308,279346,283073,286503,289653,292544,295163,297510,299626,301609,303550,305524,307595,309841,312356,315239,318563,322360,326666,331504,336836,342608,348729,355041,361406,367703,373800,379613,385085,390192,394947,399382,403540,407453,411145,414622,417846,420761,423279,425292,426747,427475,427179,426087,424279,421808,418924,416791,416183,413116,406321,417937,433908,430152,440440,453690,457221,464366,465051,451570,448549,434128,424119,406628,385324,365778,335332,303165,270816,244603,209474,179677,149444,120304,92106,68829,48835,86734
2102,2,32400557,165680,167505,169329,171104,172812,174472,176135,177844,179624,181489,183458,185544,187775,190183,192685,195320,198546,203066,209119,216367,224362,232240,239559,246299,252359,257760,262709,267376,271828,276006,279892,283502,286848,289943,292770,295314,297603,299719,301729,303692,305668,307729,309951,312437,315291,318575,322326,326587,331377,336661,342385,348452,354710,361027,367283,373349,379126,384555,389610,394311,398695,402804,406673,410319,413739,416897,419737,422172,424093,425445,426055,425626,424385,422412,419755,416666,414293,413407,410045,402946,414035,429328,424985,434382,446503,448836,454463,453474,438406,433199,416657,404028,383949,360045,337610,305127,271373,237935,210417,175974,146989,118701,92494,68339,49145,87018
