îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2033,2,61384914,373849,375815,377124,377872,378065,377766,377280,377726,379860,380038,377031,391774,411690,413086,429632,450818,463902,484926,503213,508796,530506,540421,558319,568501,575563,588483,586952,585232,585877,604046,602560,616349,627602,636935,634911,640005,636399,633965,639172,634014,617512,621796,617722,630045,640744,657952,675731,683903,710703,734116,743393,743793,747118,779201,796256,825591,844678,882599,918072,967686,986372,964946,936739,907077,892513,869697,865667,676664,830172,776103,754471,727640,710704,713422,722078,699337,675339,704027,718790,712594,749085,779799,810758,854637,912657,878233,803105,483171,496694,573407,516978,489890,432072,351568,267844,246304,212296,174080,132351,96568,72036,50167,33329,20798,12806,15234
2034,2,61054513,371490,374001,376108,377443,378141,378289,378010,377589,378101,380280,380483,377479,392247,412211,413447,429908,451900,467035,490626,511038,517656,539114,548006,564639,573337,578938,590867,588921,586935,587272,605112,603389,617014,628141,637327,635139,640117,636511,634143,639397,634248,617723,621953,617814,630060,640666,657758,675419,683473,710140,733417,742560,742838,746048,777999,794951,824152,843105,880827,916082,965433,983919,962396,934111,904357,889634,866661,862393,673869,826442,772271,750369,723276,706009,708230,716272,693086,668585,696100,709624,702240,736612,764843,792791,832700,885461,847781,770645,460390,469369,536614,478336,447352,388681,310955,232453,209283,176183,140733,103944,73473,52953,35542,22708,13601,16801
2035,2,60714087,368732,371646,374297,376428,377712,378365,378533,378319,377964,378521,380726,380933,377946,392761,412573,413723,430991,455038,472762,498483,519893,526280,546700,554317,569475,576715,581335,592833,590621,588330,588353,605943,604061,617558,628537,637556,635256,640229,636691,634373,639633,634457,617883,622047,617837,629990,640485,657461,675000,682939,709472,732605,741617,741784,744903,776734,793576,822630,841423,878932,913965,963054,981350,959729,931344,901473,886567,863422,858889,670871,822416,768126,745927,718558,700934,702606,709951,686247,661162,687351,699465,690723,722701,748154,772754,808267,855227,814034,734851,435431,439682,497059,437353,402993,344313,270324,197877,174028,142740,110784,79280,54150,37618,24282,14892,18245
2036,2,60363809,365615,368892,371945,374618,376697,377937,378610,378842,378695,378384,378966,381176,381401,378454,393120,412849,414808,434140,460785,480662,507369,528516,533863,553010,559150,572857,579116,583313,594531,592016,589412,589194,606617,604610,617959,628772,637675,635373,640411,636923,634612,639843,634616,617980,622072,617776,629818,640203,657061,674480,682303,708694,731683,740576,740657,743700,775402,792121,821003,839626,876916,911729,960563,978662,956920,928411,898402,883294,859957,855127,667636,818061,763637,741122,713457,695435,696484,703039,678732,652969,677654,688164,677876,707172,729534,750424,781086,821696,776784,695593,408280,407717,455035,394530,357535,299822,230531,164868,141295,112622,84704,58581,38571,25771,15969,19933
2037,2,60003969,362228,365780,369193,372267,374889,376923,378181,378919,379218,379115,378829,379416,381644,381910,378811,393397,413934,417964,439919,468714,489588,516006,536100,540161,557843,562541,575265,581098,585022,595924,593096,590255,589875,607167,605018,618200,628896,637794,635558,640644,637164,634826,640003,634712,618010,622014,617616,629547,639820,656562,673860,681562,707809,730666,739462,739472,742432,773992,790565,819264,837713,874788,909390,957958,975830,953942,925286,895125,879793,856237,851067,664139,813343,758780,735925,707928,689451,689791,695445,670440,643889,666866,675557,663530,689837,708770,725568,750918,784647,735884,652831,379005,373701,411038,350551,311845,256143,192447,134138,111733,86316,62747,41838,26497,16995,21642
2038,2,59634951,358644,362397,366084,369518,372539,375114,377167,378491,379295,379639,379560,379278,379883,382153,382268,379089,394483,417092,423769,447899,477668,498247,523588,542401,544991,561237,564964,577252,582810,586424,597004,593939,590937,590432,607576,605267,618330,629020,637981,635795,640887,637380,634991,640100,634741,617957,621856,617357,629177,639340,655966,673136,680717,706832,729577,738291,738223,741091,772484,788903,817414,835695,872562,906944,955214,972829,950770,921953,891621,876035,852223,846675,660351,808235,753524,730291,701913,682911,682439,687065,661250,633789,654831,661475,647508,670497,685643,697958,717554,743924,691277,606656,347798,338018,365757,306248,266884,214237,156901,106310,85839,64103,44931,28818,17522,23337
2039,2,59257219,354902,358817,362704,366410,369790,372765,375359,377477,378867,379716,380084,380009,379745,380391,382511,382546,380176,397650,422899,431788,456902,486340,505823,529877,547233,548395,563662,566964,578970,584215,587512,597846,594621,591495,590848,607826,605406,618461,629212,638219,636042,641105,637547,635092,640130,634685,617804,621600,617000,628711,638766,655267,672309,679783,705785,728431,737056,736902,739656,770872,787133,815461,833585,870235,904369,952307,969631,947386,918387,887858,871979,847879,841914,656249,802704,747825,724162,695338,675728,674328,677780,651027,622518,641383,645740,629624,648942,659935,667396,680842,699457,643045,557355,315001,301217,320040,262547,223640,175022,124624,81865,63907,46021,31032,19109,24713
2040,2,58871366,351028,355080,359127,363033,366683,370017,373010,375670,377854,379288,380161,380534,380477,380254,380749,382789,383633,383351,403489,430923,440828,465599,493914,512097,534706,550637,550837,565666,568694,580380,585306,588359,598528,595180,591912,591107,607967,605543,618658,629455,638467,636263,641273,637651,635126,640076,634529,617554,621246,616550,628153,638091,654468,671394,678781,704683,727223,735750,735488,738122,769157,785267,813420,831381,867787,901641,949210,966220,943766,914559,883799,867591,843170,836755,651808,796707,741625,717464,688120,667805,665342,667451,639618,609921,626351,628167,609680,624964,631454,633733,640708,651310,591464,505447,281106,263979,274840,220414,183072,139318,96190,61098,45998,31869,20633,26575
2041,2,58476362,347010,351206,355388,359453,363304,366908,370261,373319,376044,378273,379732,380611,381001,380986,380612,381027,383878,386837,388982,411150,439948,449221,472848,500039,516764,538034,553090,552799,567393,570081,581465,586152,589033,599092,595601,592173,591246,608107,605739,618900,629703,638691,636433,641381,637689,635076,639923,634278,617207,620799,616010,627497,637322,653586,670414,677732,703527,725946,734352,733978,736496,767352,783321,811291,829066,865197,898742,945908,962571,939879,910428,879405,862831,838067,831160,646995,790180,734850,710112,680160,659028,655345,655923,626864,595836,609554,608559,587479,598377,600050,596888,597195,599740,537057,451692,246734,227078,231156,180789,146038,107779,71964,44088,31937,21246,28707
2042,2,58073246,342832,347188,351512,355711,359722,363527,367150,370567,373691,376462,378717,380182,381078,381512,381345,380889,382110,387084,392521,396372,419766,448326,456216,478711,504596,519982,540434,555060,554489,568778,571149,582307,586824,589589,599518,595865,592315,591385,608306,605977,619146,629929,638864,636542,641423,637642,634928,639673,633927,616768,620260,615374,626748,636471,652641,669388,676630,702303,724580,732858,732376,734785,765470,781292,809056,826619,862445,895650,942377,958654,935685,905957,874639,857671,832529,825095,641758,783050,727415,702005,671341,649265,644187,643032,612597,580089,590801,586716,562841,569033,565640,556890,550516,545248,480603,397063,212595,191330,189970,144522,113233,80827,52059,30690,21348,30427
2043,2,57663255,338468,343009,347492,351832,355977,359943,363767,367454,370937,374106,376903,379164,380649,381589,381871,381623,381973,385302,392772,399979,404682,427763,455307,461871,483073,507740,522304,542362,556758,555846,569845,571978,582976,587380,590009,599786,596009,592456,591580,608547,606219,619370,630103,638976,636587,641379,637498,634685,639325,633482,616240,619627,614646,625919,635559,651652,668310,675464,700993,723120,731275,730691,733000,763506,779161,806692,824017,859511,892344,938586,954426,931145,901107,869471,852070,826524,818493,636037,775227,719219,693026,661532,638366,631708,628607,596639,562498,569898,562456,535621,536844,528236,513917,501107,488595,423108,342683,179446,157544,152178,112307,85119,58616,36332,20568,31565
2044,2,57247771,333884,338644,343311,347809,352096,356197,360181,364068,367821,371349,374545,377349,379630,381159,381948,382150,382709,385164,390966,400237,408366,412393,434423,460950,466080,486085,510010,524170,544023,558121,556891,570674,572637,583530,587800,590275,599932,596153,592653,591816,608792,606440,619544,630218,639023,636547,641238,637259,634344,638881,632945,615617,618902,613842,625031,634605,650612,667169,674216,699594,721573,729608,728934,731139,761445,776909,804180,821245,856374,888796,934495,949850,926219,895845,863859,845995,819988,811284,629761,766604,710141,683038,650583,626174,617739,612466,578804,542877,546663,535630,505731,501811,487993,468354,449640,430777,365749,289757,148039,126461,118518,84621,61880,41013,24413,31784
2045,2,56828195,329051,334059,338943,343624,348070,352313,356432,360479,364432,368229,371784,374987,377812,380139,381518,382227,383237,385907,390827,398398,408631,416148,418814,439806,465151,468988,488261,511834,525779,545358,559171,557702,571332,573182,583949,588066,590421,600079,596354,592891,592055,609014,606611,619661,630269,638986,636410,641002,636921,633909,638346,632313,614904,618100,612979,624101,633601,649511,665948,672883,698111,719944,727870,727101,729185,759266,774515,801504,818280,853007,884967,930067,944885,920874,890130,857770,839381,812850,803377,622845,757055,700045,671889,638332,612523,602101,594415,558897,521051,520946,506139,473159,464064,445252,420803,397007,372969,309795,239492,119073,98704,89508,61668,43406,27630,34433
2046,2,56405882,323950,329226,334355,339253,343883,348285,352547,356728,360839,364836,368661,372223,375448,378318,380497,381797,383315,386441,391582,398258,406756,416420,422628,424002,443813,468054,471090,490011,513407,527070,546386,559987,558347,571877,573595,584215,588214,590567,600283,596596,593134,592273,609188,606726,619714,630237,638852,636180,640667,636491,633384,637715,631587,614114,617239,612076,623123,632539,648334,664643,671470,696550,718246,726058,725177,727120,756951,771965,798642,815099,849374,880823,925263,939496,915067,883927,851142,832160,805023,794665,615187,746435,688774,659412,624611,597235,584604,574256,536736,496871,492645,473964,438014,423908,400563,372075,344268,316449,256528,193018,93138,74715,65387,43366,29317,38214
2047,2,55982115,318595,324123,329518,334661,339508,344095,348516,352839,357084,361240,365264,369097,372680,375950,378675,380775,382884,386520,392124,399030,406614,414509,422904,427864,427865,446585,470154,472780,491520,514670,528066,547184,560636,558881,572291,573858,584363,588361,590769,600528,596842,593354,592443,609304,606779,619686,630110,638624,635852,640240,635970,632764,636990,630784,613267,616338,611125,622088,631402,647075,663260,669982,694923,716475,724156,723144,724925,754485,769239,795572,811668,845443,876326,920048,933639,908763,877173,843904,824243,796402,785020,606671,734580,676160,645435,609237,580120,565051,551798,512165,470235,461732,439200,400568,381847,354676,323145,292587,262517,207157,151298,70661,54710,46095,29364,41696
2048,2,55558045,313033,318767,324412,329821,334914,339719,344324,348805,353192,357481,361663,365696,369550,373179,376305,378952,381860,386085,392206,399584,407403,414367,420964,428143,431763,430539,448592,471843,474238,492731,515644,528839,547820,561173,559287,572555,574005,584511,588564,591013,600778,597066,593527,592558,609359,606753,619566,629891,638300,635433,639721,635353,632052,636187,629922,612379,615390,610119,620980,630187,645740,661804,668432,693226,714616,722146,720984,722588,751849,766314,792261,807954,841177,871443,914377,927279,901897,869799,835970,815524,786858,774295,597164,721310,662024,629768,592019,560983,543253,526875,485070,441107,428287,402101,361273,338572,308502,275091,243160,212407,162722,115042,51864,38663,31290,43903
2049,2,55134622,307342,313204,319052,324710,330070,335121,339944,344610,349154,353584,357900,362091,366144,370044,373531,376581,380031,385053,391766,399669,407971,415172,420820,426179,432045,434462,432476,450206,473299,475409,493666,516400,529454,548346,561582,559546,572703,574153,584715,588809,591261,601006,597243,593645,592614,609335,606637,619354,629577,637883,634924,639108,634645,631262,635325,629018,611445,614385,609042,619795,628899,644336,660287,666815,691445,712652,720011,718684,720091,749022,763160,788677,803923,836544,866133,908218,920352,894401,861717,827233,805873,776247,762322,586523,706436,646174,612212,572755,539634,519043,499366,455406,409552,392540,363102,320766,294935,263055,229025,197124,167191,124002,84636,36740,26311,46536
2050,2,54712562,301641,307511,313485,319346,324956,330274,335344,340227,344954,349541,353998,358322,362535,366634,370393,373805,377654,383210,390720,399222,408059,415751,421638,426033,430064,434747,436417,434034,451598,474469,476312,494391,517002,529964,548747,561843,559693,572852,574354,584960,589058,591487,601187,597364,593703,592592,609221,606432,619050,629172,637378,634321,638402,633860,630415,634422,628067,610456,613310,607891,618540,627544,642873,658705,665119,689564,710566,717737,716226,717412,745973,759746,784787,799546,831504,860364,901507,912788,886186,852819,817565,795144,764400,748918,574591,689752,628405,592560,551250,515903,492295,469216,423229,375772,354897,322822,279836,251892,219389,186019,155480,127687,91438,60100,25065,44945
2051,2,54292274,296037,301808,307787,313774,319588,325158,330494,335623,340567,345337,349951,354416,358762,363020,366980,370665,374870,380813,388851,398158,407605,415842,422226,426861,429916,432754,436704,437990,435377,452716,475371,477013,494969,517501,530353,549004,561992,559840,573055,574596,585209,589286,591667,601311,597426,593685,592483,609018,606137,618657,628680,636778,633627,637619,633016,629526,633471,627060,609397,612161,606670,617219,626132,641347,657045,663326,687565,708345,715308,713590,714524,742674,756041,780562,794783,826026,854076,894180,904499,877143,842974,806818,783167,751138,733887,561204,671040,608504,570607,527326,489659,462946,436468,388733,340142,315945,282040,239377,210443,178526,147017,118999,94371,65085,41102,43142
2052,2,53873832,290646,296202,302080,308072,314011,319787,325374,330769,335959,340945,345742,350364,354851,359242,363362,367250,371722,378007,386420,396255,406520,415380,422319,427457,430752,432606,434704,438280,439347,436457,453579,476072,477572,495448,517882,530603,549151,562141,560040,573298,574843,585437,589467,591792,601376,597410,593579,592289,608725,605756,618178,628095,636088,632857,636778,632132,628591,632464,625981,608264,610942,605386,615843,624660,639746,655291,661423,685438,705973,712704,710748,711398,739092,752017,775964,789604,820055,847211,886153,895377,867139,832031,794820,769757,736262,717016,546182,650071,586258,546166,500845,460833,431029,401310,352285,303203,276426,241640,200329,171564,141378,112763,88148,67331,44619,52631
2053,2,53456975,285596,290809,296470,302360,308306,314207,320000,325645,331100,336332,341345,346150,350794,355325,359581,363629,368297,374833,383574,393780,404579,414276,421850,427550,431354,433448,434557,436273,439639,440438,437290,454249,476631,478035,495813,518128,530747,549298,562344,560279,573546,575069,585619,589594,591859,601364,597307,593388,592007,608346,605291,617609,627421,635322,632029,635896,631201,627601,631385,624828,607064,609661,604049,614408,623115,638055,653429,659397,683165,703429,709895,707673,708006,735202,747635,770963,783958,813535,839690,877319,885288,856022,819816,781387,754712,719560,698078,529340,626617,561472,519088,471728,429447,396715,364102,314430,265653,237197,202564,163617,136132,108666,83715,63038,46270,61083
2054,2,53041104,280962,285757,291073,296745,302589,308498,314416,320266,325971,331468,336726,341748,346574,351263,355661,359845,364666,371379,380354,390881,402053,412298,420729,427076,431449,434055,435404,436127,437627,440731,441280,437938,454783,477094,478389,496050,518269,530890,549497,562586,560523,573773,575249,585748,589663,591849,601264,597119,593110,591642,607884,604739,616952,626672,634498,631161,634968,630215,626539,630232,623606,605802,608326,602655,612903,621484,636259,651447,657233,680729,700687,706857,704335,704320,730965,742869,765509,777792,806392,831415,867550,874076,843612,806138,766314,737817,700805,676834,510490,600465,533987,489285,439987,395656,360340,325388,275873,228300,199170,165741,130080,104853,80853,60007,43423,67511
2055,2,52625349,276789,281122,286017,291343,296970,302778,308703,314678,320587,326333,331856,337123,342166,347038,351594,355922,360872,367719,376851,387601,399095,409725,418721,425940,430970,434151,436014,436978,437481,438716,441574,441934,438454,455226,477448,478618,496187,518411,531084,549735,562832,560747,573956,575378,585818,589656,591754,601078,596843,592749,591197,607334,604101,616222,625866,633634,630248,633984,629157,625404,629010,622320,604487,606934,601192,611313,619751,634348,649331,654913,678104,697720,703560,700709,700306,726356,737670,759553,771038,798535,822265,856696,861563,829716,790788,749382,718836,679755,653043,489457,571441,503706,456757,405766,359779,322426,285879,237440,192014,163255,132022,100398,78186,58087,41433,69625
2056,2,52208670,273107,276948,281378,286283,291565,297156,302980,308961,314993,320943,326715,332248,337536,342624,347365,351853,356938,363893,373138,384033,395748,406712,416108,423907,429824,433670,436112,437592,438336,438570,439556,442230,442455,438881,455565,477678,478752,496324,518602,531316,549978,563059,560926,574086,575449,585815,589564,591574,600804,596484,592308,590667,606699,603392,615437,625022,632724,629279,632929,628027,624201,627724,620982,603117,605475,599646,609625,617908,632308,647062,652413,675263,694500,699977,696758,695937,721326,731991,753028,763609,789849,812100,844582,847550,814120,773541,730353,697523,656168,626478,466095,539432,470618,421640,369377,322318,283661,246417,200025,157667,130290,102105,75026,56299,40201,69566
2057,2,51789941,269896,273265,277201,281640,286501,291747,297354,303233,309270,315343,321319,327101,332655,337987,342947,347621,352857,359927,369256,380251,392107,403302,413048,421262,427773,432518,435630,437691,438953,439428,439411,440209,442752,442887,439209,455786,477813,478885,496508,518829,531551,550201,563242,561055,574160,575448,585726,589389,591308,600448,596045,591781,590055,605993,602629,614613,624132,631760,628241,631801,626829,622936,626385,619587,601679,603933,598006,607829,615939,630121,644618,649709,672180,691002,696073,692457,691168,715831,725771,745853,755398,780200,800757,831016,831820,796591,754150,708976,673628,629812,596947,440304,504417,434850,384241,331316,283943,244863,207920,164530,126066,100968,76465,54145,39054,68704
2058,2,51368060,267120,270053,273515,277459,281855,286680,291942,297602,303536,309614,315713,321698,327501,333099,338307,343200,348614,355812,365233,376297,388247,399592,409585,418164,425104,430455,434474,437208,439053,440047,440272,440066,440730,443186,443219,439423,455915,477947,479064,496727,519060,531768,550381,563373,561129,574161,575363,585555,589128,590961,600010,595521,591174,589373,605233,601829,613746,623189,630726,627130,630606,625570,621619,624991,618123,600161,602296,596261,605912,613831,627765,641974,646774,668830,687189,691822,687762,685958,709813,718931,737923,746278,769433,788054,815787,814136,776876,732358,684996,646910,600490,564315,412060,466517,396700,345057,292254,245461,206934,171317,131799,97890,75774,55306,37647,67462
2059,2,50942041,264742,267276,270301,273770,277671,282031,286872,292186,297900,303874,309976,316085,322092,327939,333414,338556,344180,351534,361058,372198,384211,395659,405818,414658,421978,427770,432403,436049,438570,440149,440893,440928,440587,441162,443518,443436,439549,456045,478127,479276,496949,519274,531943,550511,563450,561133,574079,575198,585299,588786,590535,599487,594914,590496,588640,604436,600987,612827,622177,629620,625954,629350,624258,620247,623527,616577,598549,600555,594398,603858,611558,625217,639104,643585,665179,683036,687179,682631,680251,703196,711373,729118,736102,757376,773791,798662,794242,754710,707897,658164,617160,568059,528541,381450,426033,356662,304770,253005,207763,170794,137487,102543,73618,54926,38542,65856
2060,2,50511060,262700,264897,267522,270554,273979,277845,282220,287111,292478,298231,304230,310342,316472,322522,328249,333660,339523,347063,356717,367946,380027,391548,401823,410844,418440,424625,429707,433972,437408,439666,440996,441551,441451,441020,441494,443736,443564,439675,456217,478340,479492,497155,519447,532071,550588,563456,561055,573918,574950,584964,588366,590025,598882,594239,589768,587871,603596,600093,611839,621095,628448,624717,628042,622892,618808,621982,614937,596835,598697,592403,601645,609101,622451,635986,640109,661201,678500,682106,677011,673978,695885,702981,719293,724707,743838,757751,779390,771864,729817,680511,628266,584227,532467,489720,348706,383476,315421,264211,214477,171765,137316,107177,77276,53480,38364,65587
