îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2033,2,60222983,364449,367434,369674,371321,372395,372922,373152,374188,376794,377349,374644,389612,409428,410857,427589,448843,461413,480603,495342,495945,512126,516965,530760,537733,542262,553252,550122,547076,547547,567864,571003,590791,607824,621568,622493,629768,627969,626941,633228,629025,613352,618230,614547,627130,638026,655407,673343,681636,708531,732052,741512,742133,745664,777904,795086,824492,843629,881526,916934,966425,985013,963560,935313,905573,890855,867878,863606,674971,827634,773435,751522,724411,707134,709373,717468,694333,669884,697567,711278,704077,738800,767467,795957,836568,890269,853246,776621,464767,474854,544341,486890,457259,399345,321505,242146,219976,187181,151418,113501,81606,59970,41155,26953,16594,10093,11789
2034,2,59807441,360831,364363,367433,369731,371397,372473,373015,373286,374366,377008,377592,374903,389897,409731,411036,427695,449283,462613,482598,497984,499059,515441,520251,533692,539852,543464,553887,550609,547496,547879,568096,571187,590947,607941,621606,622428,629636,627852,626872,633188,628994,613314,618163,614441,626973,637801,655092,672928,681119,707889,731280,740617,741129,744554,776657,793725,822982,841971,879653,914828,964035,982401,960833,932483,902626,887720,864555,860002,671888,823494,769179,746968,719576,701937,703620,711011,687350,662308,688647,700937,692374,724693,750577,775721,811942,859859,819366,740747,439787,445161,504776,445853,412748,354680,280417,206976,183847,152583,120072,87319,60747,43088,28477,17926,10592,12814
2035,2,59382588,356847,360751,364365,367492,369807,371475,372566,373149,373464,374580,377252,377852,375182,390193,409910,411143,428136,450490,464636,485272,501094,502390,518727,523174,535811,541057,544111,554371,551027,547830,548127,568284,571352,591071,607984,621544,622302,629521,627786,626837,633158,628954,613251,618060,614294,626758,637500,654695,672425,680509,707150,730407,739627,740037,743370,775339,792283,821380,840199,877652,912586,961504,979650,957958,929483,899485,884360,860989,856126,668563,819018,764573,742041,714349,696309,697362,703949,679676,653950,678770,689448,679341,708971,731765,753209,784598,826193,782038,701470,412648,413219,462756,402961,367094,309822,240084,173292,150156,121248,92580,65152,43753,29890,18989,11472,13727
2036,2,58948538,352564,356771,360756,364426,367569,369886,371569,372701,373328,373678,374823,377512,378133,375473,390370,410017,411586,429353,452532,467353,488413,504423,505673,521649,525291,537020,541709,544607,554787,551359,548079,548326,568452,571484,591122,607929,621420,622192,629457,627754,626812,633120,628889,613152,617915,614090,626468,637120,654212,671830,679807,706316,729440,738548,738871,742119,773944,790754,819666,838303,875520,910211,958838,976750,954909,926284,896119,880754,857152,851945,664969,814173,759588,736711,708686,690189,690520,696189,671211,644697,667797,676651,664810,691451,710825,728195,754302,789065,741124,658749,383415,379242,418757,358880,321145,265690,201365,141804,119563,93691,69237,47040,30427,19982,12183,14810
2037,2,58505568,348096,352493,356780,360819,364504,367649,369981,371704,372880,373542,373921,375083,377792,378425,375648,390477,410461,412811,431429,455278,470535,491758,507708,508584,523767,526509,537678,542209,545034,555117,551607,548279,548502,568586,571543,591075,607813,621313,622133,629426,627731,626779,633057,628789,613012,617713,613812,626100,636656,653641,671145,679013,705389,728387,737397,737640,740794,772463,789119,817835,836285,873261,907709,956027,973675,951659,922856,892506,876875,853015,847423,661078,808925,754193,730937,702528,683497,683003,687630,661839,634415,655572,662377,648608,671937,687543,700461,720861,748329,696571,612668,352271,343600,373447,314418,275838,223226,165083,113140,92588,70228,50108,32793,20392,12853,15897
2038,2,58054099,343533,348030,352506,356844,360898,364584,367743,370116,371883,373094,373785,374181,375363,378084,378601,375757,390922,411687,414912,434227,458489,473900,495040,510622,510699,524987,527182,538184,542639,545374,555364,551807,548457,548644,568647,571506,590968,607713,621257,622107,629406,627701,626721,632958,628648,612816,617438,613458,625651,636107,652982,670369,678130,704379,727262,736179,736335,739389,770880,787371,815883,834146,870883,905073,953047,970396,948176,919177,888620,872692,848540,842524,656862,803244,748347,724658,695798,676148,674712,678153,651424,622959,641933,646455,630552,650228,661710,669820,684132,703917,648451,563499,319544,306825,327651,270483,232145,183342,131975,87799,69557,50944,35017,22033,13149,16962
2039,2,57594689,338929,343473,348046,352572,356924,360978,364679,367879,370295,372098,373337,374045,374460,375653,378260,378709,376203,392158,413791,417750,437486,461868,477178,497942,512738,511930,525663,527702,538620,542982,545628,555563,551985,548600,548714,568614,571410,590877,607664,621234,622092,629378,627646,626627,632819,628449,612548,617087,613024,625117,635472,652234,669506,677167,703300,726072,734890,734951,737886,769188,785508,813815,831894,868376,902278,949871,966883,944438,915220,884428,868165,843690,837216,652298,797086,741991,717796,688406,668042,665532,667622,639818,610173,626710,628702,610453,626123,633145,636132,644044,655889,597030,511743,285710,269578,282299,228017,191011,146856,102629,66105,50574,35687,23584,14242,17787
2040,2,57128074,334310,338873,343492,348115,352653,357006,361074,364815,368058,370509,372341,373597,374325,374751,375829,378369,379155,377446,394294,416634,421047,440891,465143,480065,500055,513968,512623,526186,528149,538968,543239,545834,555742,552128,548671,548690,568521,571330,590836,607649,621222,622069,629326,627556,626494,632622,628177,612204,616656,612508,624500,634751,651402,668564,676137,702159,724811,733521,733471,736279,767384,783534,811638,829521,865720,899300,946467,963113,940417,910952,879893,863260,838433,831464,647349,790391,735045,710261,680254,659067,655330,655884,626861,595896,609729,608928,588121,599446,601709,599323,600637,604492,542812,458137,251374,232614,238368,187947,153292,114435,77438,48174,35511,24093,15282,18967
2041,2,56654354,329668,334257,338894,343561,348196,352734,357100,361208,364993,368271,370752,372600,373876,374615,374927,375938,378815,380409,379504,397008,419924,424325,444017,467957,482103,501257,514665,513135,526633,528492,539225,543445,546011,555887,552202,548650,548603,568443,571292,590824,607640,621201,622021,629239,627426,626303,632352,627830,611781,616143,611910,623799,633949,650494,667556,675050,700951,723474,732058,731888,734568,765473,781457,809345,827008,862891,896111,942815,959056,936080,906332,874976,857939,832735,825224,641970,783075,727418,701951,671229,649093,643958,642776,612387,579962,590802,586942,563386,570060,567324,559419,554120,550210,486553,403626,217228,196731,196822,151117,119691,86532,56560,33905,24032,15650,20334
2042,2,56174663,324983,329618,334279,338962,343641,348276,352828,357234,361385,365204,368512,371010,372879,374167,374791,375035,376382,380068,382484,382118,400147,423195,427333,446702,469944,483262,501938,515180,513573,526977,528746,539431,543622,546155,555963,552181,548564,548529,568408,571282,590819,607625,621155,621938,629113,627239,626040,632008,627402,611278,615548,611231,623018,633074,649523,666493,673899,699669,722044,730493,730204,732757,763463,779270,806917,824333,859863,892689,938887,954681,931385,901323,869642,852170,826551,818440,636093,775043,719009,692752,661198,637974,631255,628128,596225,562193,569745,562570,536114,537882,530002,516595,504913,493783,429233,349306,184009,162720,158545,118227,90697,63342,39898,22999,15647,21395
2043,2,55690259,320220,324935,329640,334346,339041,343720,348369,352960,357408,361595,365444,368769,371288,373169,374343,374900,375478,377627,382141,385119,385143,403266,426196,429918,448599,471076,483921,502442,515621,513910,527231,528949,539608,543768,546231,555944,552097,548492,548497,568400,571280,590808,607585,621076,621816,628929,626980,625703,631582,626892,610694,614871,610473,622166,632138,648497,665367,672678,698299,720514,728827,728419,730850,761347,776955,804332,821468,856613,889008,934649,949944,926293,895887,863856,845908,819828,811029,629643,766188,709700,682528,650015,625550,617055,611763,578191,542411,546386,535675,506220,502917,489896,471225,453671,436182,371997,296349,152453,131314,124280,89773,66535,44783,27127,15010,22040
2044,2,55202460,315333,320174,324958,329707,334425,339120,343812,348499,353133,357616,361832,365698,369046,371577,373345,374452,375343,376721,379688,384776,388169,388146,406126,428773,431744,449680,471719,484409,502874,515960,514159,527435,529124,539753,543844,546214,555860,552026,548462,548492,568399,571271,590773,607513,620957,621639,628674,626648,625287,631074,626299,610029,614117,609646,621254,631148,647411,664171,671372,696833,718886,727062,726541,728843,759107,774490,801565,818395,853118,885038,930062,944807,920766,889989,857573,839099,812484,802896,622532,756385,699353,671128,637517,611657,601183,593494,558102,520449,520585,506165,473698,465293,447339,423896,401264,378550,316082,245935,123248,103132,94563,66000,47147,30518,17745,22042
2045,2,54712549,310281,315290,320198,325025,329785,334503,339211,343941,348670,353338,357851,362084,365973,369333,371752,373453,374894,376586,378777,382306,387824,391196,390898,408580,430594,432786,450297,472196,484827,503207,516211,514360,527610,529268,539831,543829,546133,555791,551997,548458,548493,568392,571239,590707,607403,620783,621391,628346,626237,624789,630484,625624,609287,613292,608761,620290,630100,646259,662893,669975,695272,717161,725204,724564,726719,756721,771852,798596,815090,849347,880740,925085,939228,914766,883582,850741,831662,804425,793931,614660,745491,687815,658385,623535,596121,583454,573130,535784,496171,492247,474024,438659,425310,402870,375402,348726,322133,262738,199172,96981,78629,69668,46870,32202,20010,23784
2046,2,54221709,305029,310240,315314,320264,325102,329862,334593,339338,344110,348873,353570,358101,362356,366258,369507,371861,373895,376136,378642,381390,385335,390849,393971,393260,410316,431635,433381,450754,472605,485148,503453,516413,514532,527755,529345,539817,543750,546066,555764,551996,548462,548488,568364,571178,590605,607238,620540,621071,627939,625744,624211,629811,624871,608477,612410,607825,619269,628988,645026,661526,668488,693618,715345,723249,722471,724456,754168,769021,795403,811525,845265,876076,919679,933171,908248,876615,843279,823502,795543,784008,605912,733341,674916,644125,607894,578759,563681,550490,511091,469480,461350,439352,401369,383462,357223,326692,297191,268197,213149,157015,74086,58051,49583,32085,21161,26299
2047,2,53730991,299577,304990,310265,315380,320340,325178,329951,334719,339505,344310,349102,353817,358370,362639,366431,369616,372301,375134,378190,381254,384413,388342,393622,396352,394931,411309,432230,433822,451146,472920,485387,503651,516587,514675,527833,529333,539740,543685,546042,555764,552001,548459,548462,568305,571081,590450,607006,620224,620673,627450,625171,623551,629059,624047,607608,611476,606832,618185,627798,643707,660070,666912,691877,713433,721179,720243,722035,751429,765977,791959,807665,840836,871009,913808,926588,901157,869004,835093,814509,785712,772979,596155,719755,660477,628164,590405,559383,541682,525420,483918,440348,427978,402400,362275,340427,311287,278818,247821,217948,168341,120182,54809,41404,34017,21132,28570
2048,2,53241240,293955,299540,305015,310330,315455,320415,325266,330075,334883,339703,344537,349347,354084,358650,362811,366539,370053,373535,377183,380800,384277,387413,391097,396001,398036,395888,411878,432671,434201,451449,473154,485580,503823,516731,514752,527823,529260,539678,543662,546044,555771,552001,548436,548408,568212,570935,590229,606704,619832,620195,626882,624517,622814,628237,623164,606689,610486,605779,617025,626525,642302,658527,665252,690044,711409,718975,717858,719438,748484,762693,788231,803475,836022,865505,907426,919426,893413,860656,826072,804557,774787,760679,585243,704543,644310,610311,570878,537813,517304,497808,454228,408844,392361,363599,322003,297039,266048,232860,201727,172441,129100,89092,39175,28467,22454,29930
2049,2,52753035,288229,293921,299566,305080,310404,315529,320502,325389,330238,335079,339926,344778,349609,354360,358820,362917,366973,371280,375575,379786,383819,387276,390162,393461,397684,399001,396437,412301,433050,434493,451674,473343,485746,503964,516810,514743,527751,529200,539656,543666,546053,555773,551980,548384,548320,568068,570724,589941,606326,619360,619639,626232,623785,622007,627356,622230,605716,609435,604652,615785,625170,640814,656903,663505,688104,709255,716616,715301,716645,745307,759138,784183,798922,830791,859519,900481,911603,884918,851458,816090,793496,762601,746920,573021,687503,626216,590365,549124,513890,490429,467607,422084,375175,354904,323558,281324,254227,222534,189861,159891,132495,95894,63811,26992,18832,31592
2050,2,52266675,282503,288196,293947,299630,305153,310477,315615,320623,325549,330431,335299,340164,345038,349883,354528,358925,363348,368190,373308,378168,382798,386816,390025,392521,395134,398649,399555,396846,412664,433343,434711,451855,473506,485883,504042,516802,514674,527693,529181,539662,543677,546057,555754,551930,548299,548185,567862,570449,589578,605871,618810,619003,625505,622984,621142,626423,621239,604681,608311,603447,614464,623733,639247,655193,661656,686039,706950,714087,712550,713633,741867,755279,779783,793972,825101,853004,892894,903024,875561,841281,804996,781159,748969,731506,559326,668425,605991,568131,524979,487494,461004,434871,387684,339711,316185,283040,241109,212964,181736,150749,123081,98611,68825,44061,17895,30312
2051,2,51782128,276873,282472,288222,294010,299702,305225,310562,315734,320781,325739,330648,335534,340420,345307,350049,354633,359351,364553,370202,375886,381167,385787,389562,392383,394190,396094,399203,399968,397197,412945,433561,434886,452012,473641,485960,504036,516735,514619,527675,529187,539674,543683,546040,555707,551848,548167,547989,567591,570102,589142,605339,618180,618290,624709,622125,620226,625434,620187,603575,607108,602163,613063,622220,637596,653382,659688,683829,704477,711367,709585,710372,738133,751083,775000,788587,818907,845888,884575,893574,865207,829971,792622,767356,733693,714228,543986,647088,583433,543435,498315,458566,429074,399793,351396,302992,276933,242909,202273,174199,144546,116258,91783,70918,47623,29274,28943
2052,2,51299034,271443,276844,282498,288284,294081,299773,305309,310680,315890,320969,325954,330880,335787,340687,345471,350152,355054,360543,366545,372758,378867,384144,388526,391918,394052,395148,396646,399617,400322,397468,413154,433737,435038,452141,473716,485955,503971,516681,514603,527683,529201,539682,543669,545996,555626,551717,547974,547731,567251,569684,588630,604730,617475,617510,623854,621215,619254,624383,619061,602391,605827,600802,611589,620627,635850,651456,657582,681459,701819,708434,706373,706831,734072,746520,769793,782723,812141,838084,875412,883118,853702,817355,778776,751885,716563,694866,526821,623274,558357,516140,469066,427140,394815,362735,313762,265702,237985,204079,165714,138786,111676,86861,66140,49173,31707,35421
2053,2,50816750,266330,271416,276871,282560,288354,294151,299855,305425,310833,316075,321180,326182,331129,336050,340849,345574,350568,356232,362514,369076,375714,381826,386871,390876,393585,395010,395699,397057,399971,400597,397671,413323,433889,435163,452215,473713,485894,503920,516666,514613,527699,529210,539670,543627,545919,555498,551526,547720,547405,566839,569194,588044,604047,616702,616672,622949,620249,618222,623259,617857,601130,604469,599369,610036,618941,633991,649394,655323,678911,698952,705258,702886,702980,729655,741552,764122,776316,804721,829490,865276,871501,840869,803237,763252,734531,697359,673189,507652,596785,530620,486170,437256,393379,358571,324240,275477,228633,200227,167452,132246,107418,83595,62717,45954,32808,41037
2054,2,50334388,261603,266305,271443,276931,282628,288423,294231,299969,305575,311015,316283,321406,326428,331389,336210,340950,345984,351732,358179,365017,372003,378649,384538,389212,392540,394543,395562,396110,397410,400246,400801,397834,413469,434015,435235,452212,473654,485846,503907,516677,514630,527710,529200,539630,543553,545795,555309,551274,547398,547012,566356,568632,587386,603298,615872,615784,621988,619224,617117,622055,616574,599793,603038,597859,608393,617147,632001,647183,652895,676164,695849,701810,699092,698789,724844,736140,757926,769292,796551,819984,854014,858542,826505,787406,745835,715067,675849,648968,486316,567461,500136,453541,403040,357611,320861,285013,237350,192629,164542,133852,102536,80558,60478,43664,30723,45176
2055,2,49850895,257299,261579,266332,271502,276999,282696,288502,294343,300117,305754,311220,316505,321648,326684,331546,336310,341355,347133,353655,360653,367913,374910,381339,386865,390869,393495,395094,395974,396464,397684,400452,400967,397976,413590,434087,435234,452158,473608,485835,503919,516696,514642,527701,529163,539559,543432,545613,555058,550954,547009,546550,565802,568001,586664,602493,614993,614842,620968,618126,615935,620774,615213,598385,601532,596262,606644,615227,629868,644807,650277,673189,692478,698058,694964,694225,719603,730226,751133,761558,787514,809422,841451,844037,810396,769637,726292,693256,651801,621990,462676,535204,466914,418402,366741,320340,282370,245877,200250,158535,131739,103962,77038,58393,42189,29252,46329
2056,2,49365168,253440,257276,261606,266390,271569,277065,282774,288612,294489,300293,305956,311438,316744,321900,326840,331645,336710,342489,349031,356098,363515,370788,377573,383647,388512,391821,394046,395506,396327,396737,397889,400618,401110,398093,413659,434087,435182,452115,473599,485848,503939,516710,514635,527667,529096,539442,543253,545369,554739,550566,546552,546020,565179,567308,585887,601640,614059,613841,619875,616951,614676,619414,613781,596902,599938,594562,604772,613169,627576,642244,647442,669959,688810,693974,690466,689250,713874,723742,743654,753004,777475,797641,827388,827767,792310,749693,704383,668859,624998,592077,436650,500014,431095,381073,328858,282233,243902,207726,165050,127132,102495,78251,55948,40815,28321,46039
2057,2,48876130,250005,253419,257304,261664,266456,271634,277142,282882,288755,294661,300491,306171,311673,316992,322053,326937,332040,337828,344362,351443,358923,366355,373422,379859,385282,389459,392370,394457,395860,396602,396942,398055,400761,401229,398161,413660,434037,435142,452107,473613,485868,503954,516705,514603,527601,528983,539267,543014,545060,554353,550110,546026,545424,564495,566564,585065,600734,613066,612769,618706,615699,613340,617983,612272,595333,598241,592743,602766,610957,625104,639470,644364,666443,684818,689523,685563,683813,707594,716604,735383,743502,766277,784453,811611,809494,772003,727324,679861,641649,595257,559115,408228,462028,392990,342057,290062,244082,206333,171461,132565,99078,77285,56935,39182,27453,45256
2058,2,48382819,246956,249985,253446,257361,261728,266520,271709,277247,283022,288924,294856,300702,306402,311918,317143,322150,327327,333143,339676,346742,354232,361729,368959,375684,381478,386221,390005,392779,394810,396134,396807,397108,398198,400881,401298,398162,413614,433998,435136,452122,473634,485884,503951,516675,514541,527491,528814,539032,542709,544684,553898,549586,545435,544769,563760,565774,584190,599770,612004,611622,617460,614371,611934,616476,610675,593663,596426,590793,600610,608572,622428,636457,641013,662615,680465,684670,680203,677851,700680,708711,726197,732904,753741,769654,793887,788970,749215,702275,652496,611434,562457,523085,377514,421566,353107,302037,251157,206758,170555,137927,103483,74840,56337,39950,26406,44257
2059,2,47884461,244257,246936,250012,253503,257425,261792,266594,271813,277385,283188,289115,295063,300929,306642,312067,317238,322534,328414,334966,342024,349494,357001,364300,371194,377285,382408,386763,390412,393132,395084,396340,396974,397252,398317,400951,401301,398119,413578,433993,435151,452143,473651,485882,503923,516615,514436,527325,528586,538733,542339,544241,553375,548996,544785,544065,562980,564935,583261,598738,610866,610399,616139,612974,610453,614880,608975,591876,594481,588698,598286,605989,619522,633177,637364,658441,675718,679364,674326,671290,693037,699945,715950,721038,739671,753026,773973,765929,723686,674304,622088,578084,526570,484105,344757,379154,312132,261836,213027,171147,137407,107845,78304,54654,39606,26977,43040
2060,2,47380494,241850,244239,246964,250069,253566,257487,261864,266696,271948,277547,283375,289318,295286,301165,306788,312160,317616,323605,330212,337282,344739,352227,359539,366507,372776,378206,382945,387167,390763,393405,395290,396507,397118,397372,398388,400954,401257,398085,413573,434009,435172,452160,473651,485857,503866,516512,514276,527102,528296,538369,541902,543731,552785,548347,544086,543317,562151,564042,582265,597634,609654,609103,614747,611501,608885,613183,607157,589961,592390,586439,595769,603184,616358,629605,633385,653888,670527,673546,667858,664036,684548,690168,704477,707719,723858,734336,751609,740103,695161,643201,588497,541559,487702,442480,310371,335515,270905,222369,176581,138091,107611,81744,57287,38495,26795,42752
