年齢別年金支給額割合,,,,,,,,,,,,,,,,,,,
年度,性別：男,J：額,,,,,,,,,,,,,,,,,
21,1,1,,,,,,,,,,,,,,,,,
,新法老齢退職,新法老齢在職,新法通老退職,新法通老在職,旧法老齢退職,旧法老齢在職,旧法通老退職,旧法通老在職,新法障害,旧法障害,新法遺族,旧法遺族,旧法通遺,老齢基礎,通老基礎,障害基礎,遺族基礎,障害みなし基礎,遺族基礎（親なし子）
0,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
1,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
2,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
3,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
4,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
5,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
6,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
7,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
8,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
9,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
10,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
11,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
12,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
13,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
14,0,0,0,0,0,0,0,0,0,0,0.259659085,0,0,0,0,0,0.038103643,0,0.259262805
15,0,0,0,0,0,0,0,0,0.998862142,1,0.259659085,0,0,0,0,0.998433505,0.038103643,0,0.259262805
16,0,0,0,0,0,0,0,0,0.998735804,1,0.259659085,0,0,0,0,0.998316877,0.038103643,0,0.259262805
17,0,0,0,0,0,0,0,0,0.998541506,1,0.259659085,0,0,0,0,0.998142847,0.038103643,0,0.259262805
18,0,0,0,0,0,0,0,0,0.998294454,1,0.259659085,1,1,0,0,0.997929846,0.038103643,0,0.259262805
19,0,0,0,0,0,0,0,0,0.998008831,1,0.95387439,1,1,0,0,0.997695035,0.998018474,0,0
20,0,0,0,0,0,0,0,0,0.997683818,1,0.95387439,1,1,0,0,0.997441171,0.998018474,0,0
21,0,0,0,0,0,0,0,0,0.997305754,1,0.95387439,1,1,0,0,0.997159346,0.998018474,0,0
22,0,0,0,0,0,0,0,0,0.997188883,1,0.95387439,1,1,0,0,0.996846482,0.998018474,0,0
23,0,0,0,0,0,0,0,0,0.996717452,1,0.95387439,1,1,0,0,0.996499159,0.998018474,0,0
24,0,0,0,0,0,0,0,0,0.995207305,1,0.95387439,1,1,0,0,0.996113583,0.998018474,0,0
25,0,0,0,0,0,0,0,0,0.9919124,1,0.95387439,1,1,0,0,0.99568554,0.998018474,0,0
26,0,0,0,0,0,0,0,0,0.988426325,1,0.95387439,1,1,0,0,0.99522517,0.998018474,0,0
27,0,0,0,0,0,0,0,0,0.987473913,1,0.95387439,1,1,0,0,0.994674436,0.998018474,0,0
28,0,0,0,0,0,0,0,0,0.989591107,1,0.95387439,1,1,0,0,0.994020657,0.998018474,0,0
29,0,0,0,0,0,0,0,0,0.993287299,1,0.95387439,1,1,0,0,0.993416144,0.998018474,0,0
30,0,0,0,0,0,0,0,0,0.995401187,1,0.95387439,1,1,0,0,0.992774754,0.998018474,0,0
31,0,0,0,0,0,0,0,0,0.993240597,1,0.95387439,1,1,0,0,0.991955897,0.998018474,0,0
32,0,0,0,0,0,0,0,0,0.986290084,1,0.95387439,1,1,0,0,0.990898568,0.998018474,0,0
33,0,0,0,0,0,0,0,0,0.976260241,1,0.95387439,1,1,0,0,0.989952728,0.998018474,0,0
34,0,0,0,0,0,0,0,0,0.967344221,1,0.95387439,1,1,0,0,0.98950611,0.998018474,0,0
35,0,0,0,0,0,0,0,0,0.962721236,1,0.95387439,1,1,0,0,0.989540772,0.998018474,0,0
36,0,0,0,0,0,0,0,0,0.964230588,1,0.95387439,1,1,0,0,0.98956466,0.998018474,0,0
37,0,0,0,0,0,0,0,0,0.970350785,1,0.95387439,1,1,0,0,0.988951229,0.998018474,0,0
38,0,0,0,0,0,0,0,0,0.976649496,1,0.95387439,1,1,0,0,0.987581429,0.998018474,0,0
39,0,0,0,0,0,0,0,0,0.979716087,1,0.95387439,1,1,0,0,0.986051991,0.998018474,0,0
40,0,0,0,0,0,0,0,0,0.978921547,1,0.95387439,1,1,0,0,0.984929318,0.998018474,0,0
41,0,0,0,0,0,0,0,0,0.975901073,1,0.95387439,1,1,0,0,0.984485811,0.998018474,0,0
