地共済2024年財政検証基礎率,,,,,,,,,,,
被保険者種別,1,種,,,,,,,,,
失権率,Q,,,,,,,,,,
年齢,老齢失権率,障害失権率,遺族失権率,,,,,,,,
0,0,0,0,,,,,,,,
1,0,0,0,,,,,,,,
2,0,0,0,,,,,,,,
3,0,0,0,,,,,,,,
4,0,0,0,,,,,,,,
5,0,0,0,,,,,,,,
6,0,0,0,,,,,,,,
7,0,0,0,,,,,,,,
8,0,0,0,,,,,,,,
9,0,0,0,,,,,,,,
10,0,0,0,,,,,,,,
11,0,0,0,,,,,,,,
12,0,0,0,,,,,,,,
13,0,0,0,,,,,,,,
56,52.81421615,53.23895674,,,,,,,,,
57,53.72389354,54.18470845,,,,,,,,,
58,54.68704995,55.15416588,,,,,,,,,
59,55.6969669,56.10003846,,,,,,,,,
60,56.72522564,57.03735221,,,,,,,,,
61,57.67361963,57.97288545,,,,,,,,,
62,58.50837312,58.93207542,,,,,,,,,
63,59.3264,59.90135083,,,,,,,,,
64,60.22003204,60.8763164,,,,,,,,,
65,61.17817215,61.86717222,,,,,,,,,
66,62.18684253,62.88171979,,,,,,,,,
67,63.21680893,63.92423832,,,,,,,,,
68,64.23772817,64.98688655,,,,,,,,,
69,65.28019404,66.03920601,,,,,,,,,
70,66.3434235,67.07432836,,,,,,,,,
71,67.38429865,68.08530933,,,,,,,,,
72,68.39513423,69.06823288,,,,,,,,,
73,69.38760093,70.01971594,,,,,,,,,
74,70.3487629,70.94477859,,,,,,,,,
75,71.27011826,71.86367588,,,,,,,,,
76,72.16275867,72.79023272,,,,,,,,,
77,73.06537449,73.73238249,,,,,,,,,
78,73.99095328,74.68913169,,,,,,,,,
79,74.94721884,75.6519378,,,,,,,,,
80,75.89935663,76.61482092,,,,,,,,,
81,76.828677,77.56838174,,,,,,,,,
82,77.73913542,78.50632679,,,,,,,,,
83,78.64813011,79.4294635,,,,,,,,,
84,79.58101861,80.34784607,,,,,,,,,
85,80.53219567,81.26956921,,,,,,,,,
86,81.47801013,82.19620384,,,,,,,,,
87,82.40354627,83.1193989,,,,,,,,,
88,83.31347454,84.03272621,,,,,,,,,
89,84.22603381,84.93186234,,,,,,,,,
90,85.12633849,85.8146034,,,,,,,,,
91,85.99542956,86.68043546,,,,,,,,,
92,86.83037333,87.53580898,,,,,,,,,
93,87.65099749,88.3852768,,,,,,,,,
94,88.46923976,89.21194984,,,,,,,,,
95,89.29600544,89.97914137,,,,,,,,,
96,90.06023744,90.67101078,,,,,,,,,
97,90.71754464,91.29865138,,,,,,,,,
98,91.27694913,91.89669156,,,,,,,,,
99,91.80034502,92.49976258,,,,,,,,,
100,92.34686659,93.11797715,,,,,,,,,
101,92.93887734,93.74292016,,,,,,,,,
102,93.55995165,94.3628011,,,,,,,,,
103,94.17264928,94.98254152,,,,,,,,,
104,94.76782374,95.60328448,,,,,,,,,
105,95.37585092,96.22340371,,,,,,,,,
106,95.97871296,96.8437462,,,,,,,,,
107,96.58260435,97.46405647,,,,,,,,,
108,97.18675948,98.0843474,,,,,,,,,
109,97.79055851,98.70465665,,,,,,,,,
110,98.39454057,99.32495752,,,,,,,,,
111,98.99846827,99.94526052,,,,,,,,,
112,99.6023982,100.5655612,,,,,,,,,
113,100.2063365,101.185863,,,,,,,,,
114,100.810269,101.8061648,,,,,,,,,
115,101.4142037,102.4264666,,,,,,,,,
有子割合,RC,,,,,,,,,,
年齢,,,,,,,,,,,
15,0,,,,,,,,,,
16,0,,,,,,,,,,
17,0,,,,,,,,,,
18,0,,,,,,,,,,
19,0,,,,,,,,,,
20,0,,,,,,,,,,
21,0.005803428,,,,,,,,,,
22,0.038458003,,,,,,,,,,
23,0.103638302,,,,,,,,,,
24,0.20223426,,,,,,,,,,
25,0.325545361,,,,,,,,,,
26,0.457151348,,,,,,,,,,
27,0.577926462,,,,,,,,,,
28,0.670831931,,,,,,,,,,
