年齢別年金支給額割合,,,,,,,,,,,,,,,,,,,
年度,性別：男,J：額,,,,,,,,,,,,,,,,,
21,1,1,,,,,,,,,,,,,,,,,
,新法老齢退職,新法老齢在職,新法通老退職,新法通老在職,旧法老齢退職,旧法老齢在職,旧法通老退職,旧法通老在職,新法障害,旧法障害,新法遺族,旧法遺族,旧法通遺,老齢基礎,通老基礎,障害基礎,遺族基礎,障害みなし基礎,遺族基礎（親なし子）
67,0.957560318,0.571453074,0.812308372,0.383764846,0.966702814,0,0.90793646,0,0.276745133,0.655349559,0.579009515,0.632131083,0.632131083,0.985372469,0.951506489,0.961053791,0.998018474,0.723036917,0
68,0.965398761,0.514836541,0.814041347,0.352279329,0.966702814,0,0.90793646,0,0.265381824,0.655356867,0.594501303,0.630953736,0.630953736,0.986087932,0.954675918,0.960352611,0.998018474,0.72569208,0
69,0.971445369,0.447292941,0.818712762,0.303446607,0.966702814,0,0.90793646,0,0.257054924,0.657272803,0.619997881,0.635854035,0.635854035,0.986915397,0.958125836,0.957544859,0.998018474,0.73528595,0
70,0.976382461,0.38127421,0.827649715,0.255867745,0.966702814,0,0.90793646,0,0.251947042,0.656728481,0.648185992,0.645281501,0.645281501,0.987698993,0.962017077,0.953496293,0.998018474,0.743709954,0
71,0.980769686,0.333618575,0.839999904,0.226362667,0.966702814,0,0.90793646,0,0.249322745,0.652464373,0.673874887,0.657179395,0.657179395,0.98833052,0.966498995,0.949798056,0.998018474,0.743929845,0
72,0.984518286,0.313657244,0.853276925,0.217558436,0.966702814,0,0.90793646,0,0.246556797,0.643878254,0.697540062,0.670380616,0.670380616,0.988863387,0.971406843,0.947125309,0.998018474,0.733050151,0
73,0.987104022,0.316287526,0.865902202,0.21969653,0.966702814,0,0.90793646,0,0.240672166,0.632892367,0.717933923,0.682646482,0.682646482,0.989418432,0.9760278,0.944724392,0.998018474,0.716230381,0
74,0.988655755,0.323626542,0.877727816,0.223636329,0.966702814,0,0.90793646,0,0.231035247,0.622142492,0.734538632,0.690218863,0.690218863,0.990079248,0.979566851,0.941277026,0.998018474,0.701314071,0
75,0.989626545,0.323626542,0.889358346,0.223636329,0.966702814,0,0.90793646,0,0.217980124,0.616896521,0.745441785,0.69013957,0.69013957,0.990835762,0.981820633,0.935691297,0.998018474,0.697269038,0
76,0.990417989,0.323626542,0.900419559,0.223636329,0.966702814,0,0.90793646,0,0.202239085,0.617054835,0.751519125,0.684506808,0.684506808,0.991607248,0.983234838,0.928331786,0.998018474,0.704433861,0
77,0.991205823,0.323626542,0.909456675,0.223636329,0.966702814,0,0.90793646,0,0.185821949,0.623101674,0.755543318,0.681915333,0.681915333,0.992313886,0.984383701,0.920730018,0.998018474,0.7205314,0
78,0.991927611,0.323626542,0.915730459,0.223636329,0.966702814,0,0.90793646,0,0.172595303,0.63557975,0.760858666,0.689533226,0.689533226,0.992961715,0.985571616,0.914174354,0.998018474,0.741951372,0
79,0.992475303,0.323626542,0.919763556,0.223636329,0.966702814,0,0.90793646,0,0.163910641,0.65152637,0.768092544,0.708271831,0.708271831,0.993609318,0.986822497,0.909465102,0.998018474,0.765262594,0
80,0.992689636,0.323626542,0.922661314,0.223636329,0.966702814,0,0.90793646,0,0.159489256,0.662897937,0.82656433,0.730034211,0.730034211,0.994312212,0.98813427,0.905160638,0.998018474,0.784846698,0
81,0.992484176,0.323626542,0.926286033,0.223636329,0.966702814,0,0.90793646,0,0.155616226,0.663943511,0.829984268,0.748264455,0.748264455,0.995057327,0.989501998,0.897761168,0.998018474,0.798704357,0
82,0.99188278,0.323626542,0.932301512,0.223636329,0.966702814,0,0.90793646,0,0.149133371,0.650068269,0.833129345,0.761820589,0.761820589,0.995771761,0.99084498,0.883260308,0.998018474,0.802875885,0
83,0.990952498,0.323626542,0.941803856,0.223636329,0.966702814,0,0.90793646,0,0.138137344,0.62427702,0.836007788,0.77369866,0.77369866,0.996378356,0.992030924,0.861361602,0.998018474,0.796074334,0
84,0.989678392,0.323626542,0.953445105,0.223636329,0.966702814,0,0.90793646,0,0.124198435,0.593353988,0.838938165,0.785582117,0.785582117,0.996850209,0.992982966,0.836368489,0.998018474,0.780763787,0
85,0.987801874,0.323626542,0.964319272,0.223636329,0.966702814,0,0.90793646,0,0.110565998,0.572188953,0.842460743,0.797445008,0.797445008,0.99720797,0.993726505,0.813690687,0.998018474,0.768725814,0
86,0.985067352,0.323626542,0.971840416,0.223636329,0.966702814,0,0.90793646,0,0.103158262,0.57012404,0.846977192,0.809264362,0.809264362,0.997485363,0.994332624,0.795597917,0.998018474,0.772028778,0
87,0.981486056,0.323626542,0.975078868,0.223636329,0.966702814,0,0.90793646,0,0.102591133,0.590871566,0.852618759,0.822630707,0.822630707,0.997693291,0.994857577,0.782903658,0.998018474,0.797098302,0
88,0.977334686,0.323626542,0.975980434,0.223636329,0.966702814,0,0.90793646,0,0.108328166,0.626611679,0.85955513,0.837994994,0.837994994,0.997836401,0.995307449,0.772384432,0.998018474,0.836973766,0
89,0.972709584,0.323626542,0.976146078,0.223636329,0.966702814,0,0.90793646,0,0.113475102,0.663811698,0.868209881,0.855245503,0.855245503,0.997946046,0.995674088,0.761880682,0.998018474,0.874460131,0
90,0.967268712,0.323626542,0.977024473,0.223636329,0.966702814,0,0.90793646,0,0.11153096,0.689299702,0.87882416,0.872566072,0.872566072,0.998071536,0.995926961,0.751764952,0.998018474,0.895032609,0
91,0.960200824,0.323626542,0.97774358,0.223636329,0.957969715,0,0.90793646,0,0.100597963,0.698717144,0.890662614,0.889033853,0.889033853,0.998234253,0.996027258,0.742917198,0.998018474,0.896813971,0
92,0.950738685,0.323626542,0.97599319,0.223636329,0.960890117,0,0.90793646,0,0.086941869,0.694705547,0.901905543,0.903084484,0.903084484,0.99839868,0.995945455,0.735333656,0.998018474,0.887828507,0
93,0.939704265,0.323626542,0.970951617,0.223636329,0.961395305,0,0.90793646,0,0.077192402,0.684526668,0.910843167,0.913069423,0.913069423,0.998544306,0.995667983,0.729030868,0.998018474,0.878755948,0
94,0.929407353,0.323626542,0.963994444,0.223636329,0.956373481,0,0.90793646,0,0.073451768,0.67321805,0.916970307,0.917880515,0.917880515,0.998675704,0.995246248,0.729030868,0.998018474,0.874914348,0
95,0.922112353,0.323626542,0.957814349,0.223636329,0.944086253,0,0.90793646,0,0.073425247,0.6643817,0.921167341,0.918615024,0.918615024,0.998806001,0.994800096,0.729030868,0.998018474,0.875381334,0
96,0.918664602,0.323626542,0.954336173,0.223636329,0.925813241,0,0.979575472,0,0.075006531,0.658438984,0.936224088,0.917880972,0.917880972,0.998930927,0.994443469,0.729030868,0.998018474,0.876368954,0
97,0.918141966,0.323626542,0.95355742,0.223636329,0.905458981,0,0.963835261,0,0.075006531,0.656226223,0.923890547,0.917367013,0.917367013,0.999025199,0.994246187,0.729030868,0.998018474,0.876368954,0
98,0.918749612,0.323626542,0.95427674,0.223636329,0.886724798,0,0.943359345,0,0.075006531,0.656189857,0.909663958,0.917284947,0.917284947,0.999061838,0.994195913,0.729030868,0.998018474,0.876368954,0
99,0.919120481,0.323626542,0.954549897,0.223636329,0.870890595,0,0.919314578,0,0.075006531,0.657233787,0.895631636,0.917308225,0.917308225,0.999055691,0.994221402,0.729030868,0.998018474,0.876368954,0
100,0.919120481,0.323626542,0.954549897,0.223636329,0.857031807,0,0.893509764,0,0.075006531,0.657233787,0.884867247,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
101,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879285593,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
102,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.878332544,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
103,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879245116,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
104,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
105,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
106,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
107,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
108,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
109,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
110,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
111,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
112,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
113,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
114,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
115,0.919120481,0.323626542,0.954549897,0.223636329,0.804035131,0,0.935182356,0,0.075006531,0.657233787,0.879824525,0.917308225,0.917308225,0.999041941,0.994245181,0.729030868,0.998018474,0.876368954,0
年度,性別：男,J：人,,,,,,,,,,,,,,,,,
21,1,2,,,,,,,,,,,,,,,,,
,新法老齢退職,新法老齢在職,新法通老退職,新法通老在職,旧法老齢退職,旧法老齢在職,旧法通老退職,旧法通老在職,新法障害,旧法障害,新法遺族,旧法遺族,旧法通遺,老齢基礎,通老基礎,障害基礎,遺族基礎,障害みなし基礎,遺族基礎（親なし子）
0,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
1,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
2,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
3,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
4,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
5,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
6,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
7,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
8,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
9,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
10,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
11,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
12,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
13,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
14,0,0,0,0,0,0,0,0,0,0,0.366972477,0,0,0,0,0,0.038103643,0,0.259262805
15,0,0,0,0,0,0,0,0,0.992312776,0.963895496,0.366972477,0,0,0,0,0.998433505,0.038103643,0,0.259262805
16,0,0,0,0,0,0,0,0,0.991843167,0.963895496,0.366972477,0,0,0,0,0.998316877,0.038103643,0,0.259262805
17,0,0,0,0,0,0,0,0,0.991150206,0.963895496,0.366972477,0,0,0,0,0.998142847,0.038103643,0,0.259262805
18,0,0,0,0,0,0,0,0,0.990314106,0.963895496,0.366972477,1,1,0,0,0.997929846,0.038103643,0,0.259262805
19,0,0,0,0,0,0,0,0,0.989408953,0.963895496,0.993730007,1,1,0,0,0.997695035,0.998018474,0,0
20,0,0,0,0,0,0,0,0,0.988449418,0.963895496,0.993730007,1,1,0,0,0.997441171,0.998018474,0,0
21,0,0,0,0,0,0,0,0,0.98740295,0.963895496,0.993730007,1,1,0,0,0.997159346,0.998018474,0,0
22,0,0,0,0,0,0,0,0,0.98629777,0.963895496,0.993730007,1,1,0,0,0.996846482,0.998018474,0,0
23,0,0,0,0,0,0,0,0,0.985386731,0.963895496,0.993730007,1,1,0,0,0.996499159,0.998018474,0,0
24,0,0,0,0,0,0,0,0,0.983862651,0.963895496,0.993730007,1,1,0,0,0.996113583,0.998018474,0,0
25,0,0,0,0,0,0,0,0,0.981032507,0.963895496,0.993730007,1,1,0,0,0.99568554,0.998018474,0,0
26,0,0,0,0,0,0,0,0,0.976870681,0.963895496,0.993730007,1,1,0,0,0.99522517,0.998018474,0,0
27,0,0,0,0,0,0,0,0,0.97339885,0.963895496,0.993730007,1,1,0,0,0.994674436,0.998018474,0,0
28,0,0,0,0,0,0,0,0,0.972704228,0.963895496,0.993730007,1,1,0,0,0.994020657,0.998018474,0,0
29,0,0,0,0,0,0,0,0,0.975485055,0.963895496,0.993730007,1,1,0,0,0.993416144,0.998018474,0,0
30,0,0,0,0,0,0,0,0,0.979410832,0.963895496,0.993730007,1,1,0,0,0.992774754,0.998018474,0,0
31,0,0,0,0,0,0,0,0,0.980502301,0.963895496,0.993730007,1,1,0,0,0.991955897,0.998018474,0,0
32,0,0,0,0,0,0,0,0,0.975552874,0.963895496,0.993730007,1,1,0,0,0.990898568,0.998018474,0,0
33,0,0,0,0,0,0,0,0,0.964607931,0.963895496,0.993730007,1,1,0,0,0.989952728,0.998018474,0,0
34,0,0,0,0,0,0,0,0,0.950421393,0.963895496,0.993730007,1,1,0,0,0.98950611,0.998018474,0,0
35,0,0,0,0,0,0,0,0,0.93788006,0.963895496,0.993730007,1,1,0,0,0.989540772,0.998018474,0,0
36,0,0,0,0,0,0,0,0,0.929149316,0.963895496,0.993730007,1,1,0,0,0.98956466,0.998018474,0,0
37,0,0,0,0,0,0,0,0,0.924587849,0.963895496,0.993730007,1,1,0,0,0.988951229,0.998018474,0,0
38,0,0,0,0,0,0,0,0,0.923176213,0.963895496,0.993730007,1,1,0,0,0.987581429,0.998018474,0,0
39,0,0,0,0,0,0,0,0,0.924947254,0.963895496,0.993730007,1,1,0,0,0.986051991,0.998018474,0,0
40,0,0,0,0,0,0,0,0,0.928785009,0.963895496,0.993730007,1,1,0,0,0.984929318,0.998018474,0,0
41,0,0,0,0,0,0,0,0,0.932374973,0.963895496,0.993730007,1,1,0,0,0.984485811,0.998018474,0,0
42,0,0,0,0,0,0,0,0,0.934031354,0.963895496,0.993730007,1,1,0,0,0.984423556,0.998018474,0,0
43,0,0,0,0,0,0,0,0,0.932227631,0.963895496,0.993730007,1,1,0,0,0.984482589,0.998018474,0,0
44,0,0,0,0,0,0,0,0,0.927567398,0.963895496,0.993730007,1,1,0,0,0.98451071,0.998018474,0,0
45,0,0,0,0,0.97421875,0,0.928571429,0,0.922171469,0.963895496,0.993730007,1,1,1,1,0.984600409,0.998018474,0,0
46,0,0,0,0,0.97421875,0,0.928571429,0,0.917787956,0.963895496,0.993730007,1,1,1,1,0.984853455,0.998018474,0,0
47,0,0,0,0,0.97421875,0,0.928571429,0,0.915143262,0.963895496,0.993730007,1,1,1,1,0.985333632,0.998018474,0,0
48,0,0,0,0,0.97421875,0,0.928571429,0,0.914520369,0.963895496,0.993730007,1,1,1,1,0.985922437,0.998018474,0,0
49,0,0,0,0,0.97421875,0,0.928571429,0,0.916722589,0.963895496,0.993730007,1,1,1,1,0.986405759,0.998018474,0,0
50,0,0,0,0,0.97421875,0,0.928571429,0,0.920464535,0.963895496,0.993730007,1,1,1,1,0.986637636,0.998018474,0.950432511,0
51,0,0,0,0,0.97421875,0,0.928571429,0,0.923845964,0.963895496,0.993730007,1,1,1,1,0.986738254,0.998018474,0.950432511,0
