国共済2024年財政検証基礎率,,,,,,,,,,,
被保険者種別,1,種,,,,,,,,,
失権率,Q,,,,,,,,,,
年齢,老齢失権率,障害失権率,遺族失権率,,,,,,,,
0,0,0,0,,,,,,,,
1,0,0,0,,,,,,,,
2,0,0,0,,,,,,,,
3,0,0,0,,,,,,,,
4,0,0,0,,,,,,,,
5,0,0,0,,,,,,,,
6,0,0,0,,,,,,,,
7,0,0,0,,,,,,,,
8,0,0,0,,,,,,,,
9,0,0,0,,,,,,,,
10,0,0,0,,,,,,,,
11,0,0,0,,,,,,,,
12,0,0,0,,,,,,,,
13,0,0,0,,,,,,,,
60,0.127860443,0.011378195,0.001440431,0.000006739,0.245219533,0.037490392,0.008039402,0,0.062755272,0.001004925,0.065252283
61,0.114334911,0.011378195,0.001343348,0.000006053,0.218695211,0.034988176,0.00471193,0,0.039144392,0.000696827,0.064998038
62,0.100522566,0.011378195,0.001246222,0.000005389,0.189805042,0.035931627,0.002718702,0,0.028032366,0.000428562,0.064777062
63,0.086366522,0.011378195,0.001149117,0.0000048,0.159980592,0.037713155,0.001666447,0,0.020509918,0.000395481,0.064600377
64,0.071965326,0.011378195,0.001052177,0.000004234,0.130675568,0.038174618,0.001140181,0,0.013995759,0.000331927,0.064418187
65,0.057646766,0.011378195,0.000954525,0.000003735,0.103170605,0.036936035,0.00086558,0,0.009004205,0.000244502,0.064108393
66,0.044011145,0.011378195,0.000858519,0.000003352,0.078462439,0.034372941,0.000702366,0,0.005618255,0.000155052,0.063709308
67,0.031831935,0.011378195,0.000760546,0.000003112,0.057414453,0.031205453,0.000347571,0,0.003602116,0.000086735,0.063381803
68,0.021779922,0.011378195,0.000660508,0.000002986,0.040488213,0.028115289,0.000223612,0,0.002237997,0.00004921,0.063410547
69,0.014179311,0.011378195,0.000578813,0.000002868,0.027404574,0.025659871,0.000143862,0,0.001394172,0.000030151,0.063625016
70,0.008932209,0.011378195,0.000442643,0.000002635,0.017603351,0.023996323,0.000092554,0,0.00087197,0.000018213,0.063463674
71,0.005593355,0.011378195,0.000400454,0.000002218,0.010619319,0.022900992,0.000059545,0,0.000581479,0.000011228,0.062642341
72,0.003564564,0.011378195,0.000322906,0.000001656,0.005856806,0.022396221,0.000038309,0,0.000437315,0.000006876,0.061462078
73,0.002316351,0.011378195,0.000234198,0.000001051,0.002710487,0.022711104,0.000024646,0,0.000361952,0.000004211,0.060353215
74,0.001509296,0.011378195,0.000155895,0.000000539,0.000964011,0.023970033,0.000015856,0,0.000309709,0.000002579,0.059889952
75,0.00097501,0.011378195,0.000100316,0.000000197,0.000600584,0.026196163,0.000010201,0,0.000262472,0.00000158,0.060372749
76,0.000637051,0.011378195,0.000064396,0.000000025,0.001432257,0.029250166,0.000006563,0,0.000222461,0.000000967,0.061392886
77,0.000444255,0.011378195,0.000038937,0,0.000379976,0.032816423,0.000004222,0,0.000190239,0.000000593,0.062194212
78,0.000348029,0.011378195,0.000019157,0,0.000226122,0.036272528,0.000002716,0,0.00016428,0.000000363,0.062380759
79,0.000302927,0.011378195,0.000006159,0,0.000134565,0.038843021,0.000001748,0,0.000135581,0.000000222,0.061700645
80,0.000276732,0.011378195,0,0,0.000080079,0.03983583,0.000001124,0,0.000099784,0.000000136,0.060119059
81,0.000253701,0.011378195,0,0,0.000047655,0.039021666,0.000000723,0,0.00006148,0.000000083,0.05793045
82,0.000229272,0.011378195,0,0,0.000028359,0.036855855,0.000000465,0,0.000030113,0.000000051,0.05532058
83,0.000204485,0.011378195,0,0,0.000016876,0.034383522,0.000000299,0,0.000009209,0.000000031,0.052034398
84,0.000181483,0.011378195,0,0,0.000010043,0.032595332,0.000000193,0,0.000000169,0.000000019,0.048055037
85,0.000161436,0.011378195,0,0,0.000005977,0.032166904,0.000000124,0,0.000000094,0.000000012,0.043773002
86,0.000144117,0.011378195,0,0,0.000003557,0.032778472,0.00000008,0,0.000000053,0.000000007,0.03955432
87,0.000128966,0.011378195,0,0,0.000002117,0.033357543,0.000000051,0,0.00000003,0.000000004,0.03568904
88,0.000115394,0.011378195,0,0,0.00000126,0.032703114,0.000000033,0,0.000000017,0.000000003,0.032315254
89,0.000103112,0.011378195,0,0,0.00000075,0.03032139,0.000000021,0,0.000000009,0.000000002,0.029366614
90,0.000092063,0.011378195,0,0,0.000000446,0.02628503,0.000000014,0,0.000000005,0.000000001,0.026693657
91,0.000082287,0.011378195,0,0,0.000000265,0.021296146,0.000000009,0,0.000000003,0.000000001,0.02422652
92,0.000073589,0.009833903,0,0,0.000000158,0.016367249,0.000000006,0,0.000000002,0,0.021977689
93,0.000065573,0.008146357,0,0,0.000000094,0.012296269,0.000000004,0,0.000000001,0,0.019944391
94,0.000058041,0.006580241,0,0,0.000000056,0.009244783,0.000000002,0,0.000000001,0,0.018099207
95,0.000051115,0.005340434,0,0,0.000000033,0.007111262,0.000000002,0,0,0,0.016424733
96,0.000045087,0.004538861,0,0,0.00000002,0.005573742,0.000000001,0,0,0,0.014905175
97,0.000040106,0.00413919,0,0,0.000000012,0.00435379,0.000000001,0,0,0,0.013526201
98,0.000035919,0.003967712,0,0,0.000000007,0.003345665,0,0,0,0,0.012274805
99,0.000032273,0.003846169,0,0,0.000000004,0.00259376,0,0,0,0,0.011139184
100,0.000028913,0.003643024,0,0,0.000000002,0.002008302,0,0,0,0,0.010108626
101,0.000025823,0.00332011,0,0,0.000000001,0.001554993,0,0,0,0,0.009173412
102,0.000023012,0.002909867,0,0,0.000000001,0.001204003,0,0,0,0,0.00832472
103,0.0000205,0.002475841,0,0,0.000000001,0.000932238,0,0,0,0,0.007554547
104,0.000018296,0.00206897,0,0,0,0.000721816,0,0,0,0,0.006855627
105,0.000016322,0.001717021,0,0,0,0.000558889,0,0,0,0,0.006221369
106,0.000014559,0.001429225,0,0,0,0.000432738,0,0,0,0,0.00564579
107,0.000012988,0.001194639,0,0,0,0.000335061,0,0,0,0,0.005123461
108,0.000011585,0.000998556,0,0,0,0.000259432,0,0,0,0,0.004649457
109,0.000010335,0.000834658,0,0,0,0.000200874,0,0,0,0,0.004219306
110,0.000009273,0.000697661,0,0,0,0.000155533,0,0,0,0,0.00382895
111,0.00000833,0.00058315,0,0,0,0.000120426,0,0,0,0,0.003474709
112,0.000007322,0.000487435,0,0,0,0.000093244,0,0,0,0,0.003153242
113,0.000006088,0.000407429,0,0,0,0.000072197,0,0,0,0,0.002861515
114,0.000004622,0.000340556,0,0,0,0.000055901,0,0,0,0,0.002596778
115,0.000003072,0.000284658,0,0,0,0.000043283,0,0,0,0,0.002356533
産休育休取得率,IK,,,,,,,,,,
年齢,,,,,,,,,,,
20,0.014212271,,,,,,,,,,
21,0.014212271,,,,,,,,,,
22,0.014212271,,,,,,,,,,
23,0.014212271,,,,,,,,,,
24,0.014212271,,,,,,,,,,
25,0.074025961,,,,,,,,,,
26,0.074025961,,,,,,,,,,
27,0.074025961,,,,,,,,,,
28,0.074025961,,,,,,,,,,
29,0.074025961,,,,,,,,,,
30,0.166700211,,,,,,,,,,
31,0.166700211,,,,,,,,,,
32,0.166700211,,,,,,,,,,
33,0.166700211,,,,,,,,,,
34,0.166700211,,,,,,,,,,
35,0.118065593,,,,,,,,,,
36,0.118065593,,,,,,,,,,
37,0.118065593,,,,,,,,,,
38,0.118065593,,,,,,,,,,
39,0.118065593,,,,,,,,,,
40,0.035164911,,,,,,,,,,
41,0.035164911,,,,,,,,,,
42,0.035164911,,,,,,,,,,
43,0.035164911,,,,,,,,,,
44,0.035164911,,,,,,,,,,
45,0.002133581,,,,,,,,,,
46,0.002133581,,,,,,,,,,
47,0.002133581,,,,,,,,,,
48,0.002133581,,,,,,,,,,
49,0.002133581,,,,,,,,,,
標準報酬比率,JIIKU,,,,,,,,,,
年齢,,,,,,,,,,,
20,0.000020692,,,,,,,,,,
21,0.000020692,,,,,,,,,,
22,0.000020692,,,,,,,,,,
23,0.000020692,,,,,,,,,,
24,0.000020692,,,,,,,,,,
25,0.00029586,,,,,,,,,,
26,0.00029586,,,,,,,,,,
27,0.00029586,,,,,,,,,,
28,0.00029586,,,,,,,,,,
29,0.00029586,,,,,,,,,,
30,0.000860598,,,,,,,,,,
31,0.000860598,,,,,,,,,,
32,0.000860598,,,,,,,,,,
33,0.000860598,,,,,,,,,,
34,0.000860598,,,,,,,,,,
35,0.000593996,,,,,,,,,,
36,0.000593996,,,,,,,,,,
37,0.000593996,,,,,,,,,,
38,0.000593996,,,,,,,,,,
39,0.000593996,,,,,,,,,,
40,0.000252844,,,,,,,,,,
41,0.000252844,,,,,,,,,,
42,0.000252844,,,,,,,,,,
43,0.000252844,,,,,,,,,,
44,0.000252844,,,,,,,,,,
45,0.000022166,,,,,,,,,,
46,0.000022166,,,,,,,,,,
47,0.000022166,,,,,,,,,,
48,0.000022166,,,,,,,,,,
49,0.000022166,,,,,,,,,,
