3m_ichibu,,
1957,60,1.916000822745760
1957,61,2.874713702155790
1957,62,3.648885972313370
1957,63,1.000000000000000
1957,64,1.000000000000000
1958,60,2.057195990240360
1958,61,2.367615795132250
1958,62,4.635511761580450
1958,63,1.000000000000000
1958,64,1.000000000000000
1959,60,1.430949014001340
1959,61,1.459850832501710
1959,62,1.657208259812100
1959,63,1.000000000000000
1959,64,1.000000000000000
1960,60,1.814742189937160
1960,61,1.141911614961650
1960,62,1.000000000000000
1960,63,1.000000000000000
1960,64,1.000000000000000
1961,60,3.499943084803640
1961,61,1.000000000000000
1961,62,1.000000000000000
1961,63,1.000000000000000
1961,64,1.000000000000000
