waribiki,,,,
0,66,2022,0.100000000000000,0.100000000000000
0,66,2023,0.200000000000000,0.207580201236295
0,66,2024,0.300000000000000,0.322740603708884
0,66,2025,0.400000000000000,0.445481207417768
0,66,2026,0.500000000000000,0.575802012362947
0,66,2027,0.600000000000000,0.713703018544421
0,66,2028,0.700000000000000,0.859184225962189
0,66,2029,0.800000000000000,1.012245634616250
0,66,2030,0.900000000000000,1.172887244506610
0,66,2031,1.000000000000000,1.338929747777830
0,67,2022,0.111111111111111,0.111111111111111
0,67,2023,0.222222222222222,0.230051214658856
0,67,2024,0.333333333333333,0.356820310643236
0,67,2025,0.444444444444444,0.491418399064249
0,67,2026,0.555555555555556,0.633845479921896
0,67,2027,0.666666666666667,0.784101553216178
0,67,2028,0.777777777777778,0.942186618947094
0,67,2029,0.888888888888889,1.108100677114640
0,67,2030,1.000000000000000,1.279592892393300
0,67,2031,1.000000000000000,1.279592892393300
0,68,2022,0.125000000000000,0.125000000000000
0,68,2023,0.250000000000000,0.258227872898954
0,68,2024,0.375000000000000,0.399683618696862
0,68,2025,0.500000000000000,0.549367237393723
0,68,2026,0.625000000000000,0.707278728989539
0,68,2027,0.750000000000000,0.873418093484308
0,68,2028,0.875000000000000,1.047785330878030
0,68,2029,1.000000000000000,1.228014927712260
0,68,2030,1.000000000000000,1.228014927712260
0,68,2031,1.000000000000000,1.228014927712260
0,69,2022,0.142857142857143,0.142857142857143
0,69,2023,0.285714285714286,0.294536842049984
0,69,2024,0.428571428571429,0.455039097578523
0,69,2025,0.571428571428571,0.624363909442761
0,69,2026,0.714285714285714,0.802511277642697
0,69,2027,0.857142857142857,0.989481202178331
0,69,2028,1.000000000000000,1.182737198103150
0,69,2029,1.000000000000000,1.182737198103150
0,69,2030,1.000000000000000,1.182737198103150
0,69,2031,1.000000000000000,1.182737198103150
0,70,2022,0.166666666666667,0.166666666666667
0,70,2023,0.333333333333333,0.346026995305164
0,70,2024,0.500000000000000,0.535246478873239
0,70,2025,0.666666666666667,0.734325117370892
0,70,2026,0.833333333333333,0.943262910798122
0,70,2027,1.000000000000000,1.159225352112680
0,70,2028,1.000000000000000,1.159225352112680
0,70,2029,1.000000000000000,1.159225352112680
0,70,2030,1.000000000000000,1.159225352112680
0,70,2031,1.000000000000000,1.159225352112680
1,66,2022,0.100000000000000,0.100000000000000
1,66,2023,0.200000000000000,0.207580201236295
1,66,2024,0.300000000000000,0.322740603708884
1,66,2025,0.400000000000000,0.445481207417768
1,66,2026,0.500000000000000,0.575802012362947
1,66,2027,0.600000000000000,0.713703018544421
1,66,2028,0.700000000000000,0.859184225962189
1,66,2029,0.800000000000000,1.012245634616250
1,66,2030,0.900000000000000,1.172887244506610
1,66,2031,1.000000000000000,1.338929747777830
1,67,2022,0.111111111111111,0.111111111111111
1,67,2023,0.222222222222222,0.230051214658856
1,67,2024,0.333333333333333,0.356820310643236
1,67,2025,0.444444444444444,0.491418399064249
1,67,2026,0.555555555555556,0.633845479921896
1,67,2027,0.666666666666667,0.784101553216178
1,67,2028,0.777777777777778,0.942186618947094
1,67,2029,0.888888888888889,1.108100677114640
1,67,2030,1.000000000000000,1.279592892393300
1,67,2031,1.000000000000000,1.279592892393300
1,68,2022,0.125000000000000,0.125000000000000
1,68,2023,0.250000000000000,0.258227872898954
1,68,2024,0.375000000000000,0.399683618696862
1,68,2025,0.500000000000000,0.549367237393723
1,68,2026,0.625000000000000,0.707278728989539
1,68,2027,0.750000000000000,0.873418093484308
1,68,2028,0.875000000000000,1.047785330878030
1,68,2029,1.000000000000000,1.228014927712260
1,68,2030,1.000000000000000,1.228014927712260
1,68,2031,1.000000000000000,1.228014927712260
1,69,2022,0.142857142857143,0.142857142857143
1,69,2023,0.285714285714286,0.294536842049984
1,69,2024,0.428571428571429,0.455039097578523
1,69,2025,0.571428571428571,0.624363909442761
1,69,2026,0.714285714285714,0.802511277642697
1,69,2027,0.857142857142857,0.989481202178331
1,69,2028,1.000000000000000,1.182737198103150
1,69,2029,1.000000000000000,1.182737198103150
1,69,2030,1.000000000000000,1.182737198103150
1,69,2031,1.000000000000000,1.182737198103150
1,70,2022,0.166666666666667,0.166666666666667
1,70,2023,0.333333333333333,0.346026995305164
1,70,2024,0.500000000000000,0.535246478873239
1,70,2025,0.666666666666667,0.734325117370892
1,70,2026,0.833333333333333,0.943262910798122
1,70,2027,1.000000000000000,1.159225352112680
1,70,2028,1.000000000000000,1.159225352112680
1,70,2029,1.000000000000000,1.159225352112680
1,70,2030,1.000000000000000,1.159225352112680
1,70,2031,1.000000000000000,1.159225352112680
