1m_ichibu,,,,,,,
1957,60,2.024039743252130,1.976971192697230,2.029241330123920,2.016575823191220,2.020408163265310,2.017517624439220
1957,61,2.618685064731610,2.451043345973070,2.771375710321130,2.733579335793360,2.457364341085270,1.000000000000000
1957,62,4.065456821831920,3.994536536627460,5.111121913280190,4.060311284046690,3.750812567713980,4.037706205813040
1957,63,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1957,64,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1958,60,2.725934222165100,2.386856559117800,2.166915720263000,2.315193529751590,2.932654216185630,3.681074766355140
1958,61,2.561238206498850,2.390704728331470,2.438405162710420,2.375940657923030,2.609716157205240,2.343181331620640
1958,62,4.391265214185890,4.897479497404260,3.440000000000000,5.355892648774800,1.000000000000000,6.006421482778750
1958,63,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1958,64,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1959,60,1.815218211393020,1.896796075215880,2.362710604558970,1.791003510121650,1.684276729559750,1.520028870443880
1959,61,1.456706291172930,1.456034824491040,1.333471539418350,1.271978513876450,1.000000000000000,1.515165655622960
1959,62,1.678835889302970,1.697702266669340,1.000000000000000,2.541739784407120,1.000000000000000,1.000000000000000
1959,63,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1959,64,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1960,60,1.916624828960210,1.632694223444020,1.709775411290870,2.266025641025640,1.553208137715180,1.587450592885380
1960,61,1.523685083590170,1.783514655720010,1.609395798837700,1.000000000000000,4.948186528497410,1.000000000000000
1960,62,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1960,63,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1960,64,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1961,60,3.397118797086110,3.229605220470320,3.220178926441350,3.219239373601790,3.221837088388210,1.000000000000000
1961,61,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1961,62,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1961,63,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
1961,64,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000
