年度,2021年度末,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
制度,地共済,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
被保険者種別,1種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
集計項目,被保険者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別１,現存,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,被保険者期間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1221,17752,1207,1899,1589,3554,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27224
24,589,5517,16788,1082,1700,1600,3508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30786
25,442,4042,8265,14190,1076,1678,1664,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34627
26,412,3036,6826,5665,13423,1126,1744,1526,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36765
27,365,2591,5896,4607,5962,13554,1104,1813,1433,2909,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40236
28,336,2154,4819,3423,4432,5670,13046,1060,1568,1277,2547,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40334
29,310,1980,4204,2838,3385,4625,6016,12221,934,1586,1356,2321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41778
30,286,1590,3755,2661,2782,3528,5079,6292,11257,962,1497,1249,2358,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43304
31,224,1320,3136,2145,2245,2722,3786,5237,6142,10996,855,1151,1042,1815,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42819
32,193,1084,2646,1842,2011,2403,3093,4092,5300,6290,10697,854,1262,1053,1965,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44788
33,160,1056,2325,1542,1827,2069,2695,3283,4187,5616,6908,10521,927,1431,1097,1625,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47274
34,156,878,1939,1316,1408,1743,2209,2817,3270,4251,5723,6716,9824,976,1479,1122,1341,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47177
35,117,788,1752,1168,1083,1389,1799,2231,2628,3126,3954,5064,5544,8282,959,1586,1085,1454,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44015
36,115,663,1443,987,997,1040,1413,1759,2152,2723,3137,3812,4657,5504,7361,928,1366,1040,1596,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42702
37,98,532,1283,938,890,919,1085,1421,1741,2237,2596,2969,3725,4458,5451,6409,797,1302,1129,1603,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41591
38,100,484,1068,691,724,858,945,1064,1395,1811,2107,2436,2851,3650,4653,5105,5462,769,1373,1066,1737,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40355
39,81,492,973,519,648,716,789,935,1058,1345,1693,1989,2362,2812,3611,4470,4570,5450,855,1247,869,1620,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39107
40,76,432,770,449,448,593,777,807,859,1028,1228,1618,1846,2287,2901,3490,4085,4668,5799,681,1274,1026,1539,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38683
41,70,346,719,423,390,430,615,762,819,893,967,1189,1558,1783,2317,2646,3206,4334,5256,5751,809,1248,908,1750,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39195
42,61,305,646,365,357,435,464,643,722,833,824,880,1188,1545,1871,2188,2486,3485,4899,5261,5399,839,1115,930,2069,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39819
43,71,286,580,343,366,358,409,465,632,736,775,800,902,1192,1537,1538,1979,2702,4149,5212,5283,4779,823,1312,1077,2492,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40810
44,64,247,511,236,268,327,375,383,449,644,722,738,758,865,1098,1274,1499,2030,2940,4059,5071,5104,4695,867,1598,1348,2886,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41065
45,63,256,482,208,192,237,300,349,415,438,592,629,662,736,762,836,1109,1452,2227,2944,3904,4544,4850,4958,1071,1900,1597,3415,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41139
46,60,291,434,187,209,192,264,311,357,402,415,595,627,679,673,570,766,1158,1658,2272,2845,3527,4172,4805,5626,1306,1997,1791,5053,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43256
47,50,205,423,174,180,158,171,261,316,364,355,409,522,644,610,502,598,788,1314,1603,2077,2559,3185,4447,5588,6911,1397,2250,2264,6600,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46941
48,34,228,366,152,166,149,175,201,255,303,335,376,399,465,576,464,483,562,824,1250,1497,1824,2270,3210,4821,6646,7099,1444,2526,2195,7136,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48449
49,57,211,348,142,121,160,160,171,179,229,284,308,329,364,483,422,432,466,581,852,1178,1190,1641,2099,3500,5577,6783,7475,1615,2815,2344,6514,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49047
50,56,190,313,131,83,107,130,184,160,222,224,244,244,291,285,311,360,412,494,602,725,953,1098,1455,2256,3633,5198,6758,8562,1712,2752,2237,5494,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47889
51,45,169,300,131,96,95,114,133,129,150,140,169,210,238,214,225,256,335,394,481,512,596,728,996,1544,2229,3383,4844,7467,9145,1654,2417,2023,4863,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46438
52,45,154,261,96,81,73,101,102,132,111,120,120,145,169,155,166,168,253,327,382,411,403,527,682,1032,1513,1922,3080,4895,7758,9401,1613,2086,1745,4316,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44563
53,55,167,239,82,74,65,76,90,94,121,106,107,108,139,140,150,152,164,271,327,339,359,365,506,809,1130,1351,1881,3250,5162,8073,10330,1482,1806,1831,3973,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,45395
54,32,145,246,76,55,55,60,79,75,86,83,91,106,104,102,105,139,138,181,243,290,347,345,396,555,879,1035,1329,2026,3434,5274,8671,10103,1296,1529,1890,4644,6,3,9,0,0,0,0,0,0,0,0,0,0,0,46262
55,43,135,171,39,26,51,45,47,45,65,76,68,72,82,67,82,104,110,136,107,231,254,286,299,386,536,722,775,1290,1845,3103,4928,7567,8425,872,967,1485,4939,1,4,10,0,0,0,0,0,0,0,0,0,0,40496
56,42,151,191,47,55,51,67,46,57,55,67,61,76,66,65,69,83,93,117,131,160,232,246,299,357,472,583,843,1126,1577,2261,3698,6044,9169,8026,836,1229,2024,5940,14,14,9,0,0,0,0,0,0,0,0,0,46749
57,39,163,206,56,40,40,33,44,61,57,58,49,67,70,64,45,69,76,96,113,119,156,233,277,344,427,519,602,934,1135,1746,2569,3985,6275,8780,8682,921,1590,2386,6265,18,14,19,0,0,0,0,0,0,0,0,49442
58,43,189,200,64,41,41,40,43,66,38,59,48,41,74,48,57,45,62,72,79,93,117,122,251,280,392,409,444,633,916,1244,1707,2454,3892,5256,8093,9254,1102,1493,2493,6841,22,14,14,0,0,0,0,0,0,0,48886
59,56,166,174,49,48,39,38,29,55,50,46,38,46,49,43,34,53,63,49,59,86,118,118,135,218,319,381,415,515,699,1003,1139,1619,2279,3180,4913,8759,10022,1008,1417,2505,7057,17,13,21,0,0,0,0,0,0,49140
60,84,186,168,55,37,35,40,38,42,34,33,24,40,29,43,35,24,38,48,60,59,73,103,132,138,259,337,372,464,544,666,923,1109,1504,1672,2834,5041,9401,9748,1025,1598,2814,6501,17,13,11,0,0,0,0,0,48451
61,82,226,176,41,25,31,34,29,27,25,19,23,38,28,30,25,27,30,24,40,37,43,61,91,103,90,181,229,295,324,367,428,540,575,636,861,1468,2744,4123,3976,545,756,1174,2215,9,7,6,0,0,0,0,22864
62,81,258,199,32,34,32,23,18,26,21,29,27,27,24,30,23,24,31,22,31,25,26,43,49,69,88,103,139,197,282,293,319,327,418,413,569,892,1494,2369,3439,3581,545,642,1062,1696,12,6,7,0,0,0,20097
63,55,276,179,51,38,30,18,22,26,29,24,19,26,22,17,13,18,24,19,28,29,22,30,36,68,76,99,97,152,236,253,264,241,318,319,397,581,955,1296,1950,2913,2652,443,639,774,1046,11,10,7,0,0,16848
64,41,207,152,48,47,33,27,24,19,14,23,14,24,15,13,25,12,13,17,17,16,22,20,29,32,52,57,71,67,98,134,132,128,152,184,233,318,440,627,839,1227,1601,1322,173,267,272,316,3,0,1,0,9618
65,57,191,137,50,28,42,22,19,19,13,16,11,15,9,12,21,11,12,18,18,11,15,19,23,22,33,34,42,52,76,106,120,113,129,132,140,199,327,379,467,606,828,1077,853,170,144,226,464,1,4,2,7535
66,54,181,104,34,13,17,20,17,15,14,8,8,12,6,4,9,8,10,5,2,5,3,5,5,6,6,17,14,25,12,22,29,27,32,65,70,88,115,177,201,168,181,259,286,181,39,24,48,52,0,0,2703
67,30,195,117,20,17,17,14,15,14,9,7,7,4,5,2,2,6,6,6,4,5,4,5,5,10,11,13,17,9,13,19,23,23,40,48,65,95,86,125,150,101,114,142,166,163,76,14,34,31,27,1,2132
68,29,143,89,26,15,12,13,8,10,14,2,8,2,5,5,6,6,4,2,4,4,1,4,3,2,5,6,11,8,16,16,29,29,37,44,39,59,71,82,86,82,70,85,102,91,61,29,7,18,18,10,1528
69,18,116,63,16,14,8,8,11,10,9,4,7,0,4,2,6,3,2,1,3,2,5,3,6,5,5,3,6,4,8,7,10,19,21,22,47,48,43,57,68,44,45,56,46,43,33,31,22,6,4,16,1040
70,13,78,53,13,10,10,12,3,8,8,5,6,0,7,7,3,0,4,1,2,3,1,5,4,1,8,1,1,7,7,8,8,13,12,20,27,21,39,44,52,45,42,36,40,26,29,12,16,19,6,19,815
71,10,61,51,7,15,5,7,5,6,8,7,5,3,6,1,2,4,3,2,1,3,0,5,2,4,2,4,3,2,3,5,8,7,13,13,17,18,19,42,31,24,32,23,23,23,14,15,21,7,10,23,625
72,8,57,26,5,7,2,7,3,5,3,2,4,3,1,5,3,1,1,2,1,1,2,2,1,1,2,5,2,3,5,4,4,10,6,12,11,13,22,20,25,18,16,8,13,14,12,12,18,8,9,20,445
73,5,50,16,4,7,5,6,4,6,0,2,2,3,2,5,4,1,2,3,4,0,3,0,2,2,4,1,2,1,2,0,3,5,4,3,8,11,11,14,11,16,16,12,16,5,7,7,3,4,7,17,328
74,3,32,16,6,2,2,6,3,8,3,0,4,2,5,2,1,2,2,0,2,0,2,0,0,1,1,0,4,3,1,3,4,4,3,10,2,9,6,12,15,12,9,13,9,6,9,3,2,3,7,23,277
75,1,22,7,3,1,4,5,2,1,3,1,1,0,0,4,2,1,1,0,0,1,0,1,4,0,1,1,2,1,1,2,1,7,1,1,4,3,4,2,7,4,2,7,3,3,2,3,2,2,2,19,152
76,0,5,3,2,0,0,0,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,1,3,2,0,2,0,2,8,48
77,0,3,0,1,0,0,1,1,0,0,0,1,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,1,1,2,0,0,2,0,4,1,1,4,37
78,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,2,4,29
79,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,18
80,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,15
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,2,9
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3
83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
合計,7631,60788,84745,56375,53417,53139,54654,54397,52196,52164,50730,47796,44663,41997,40770,36607,32850,33558,36910,36558,35116,32027,29578,30073,33598,38362,38134,38367,43455,46644,47913,48148,45473,43031,37398,34692,35177,35475,29962,22547,20375,16830,11856,5694,3509,1779,716,665,161,100,178,1738978
集計項目,被保険者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別１,待期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,被保険者期間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齢,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,合計
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
20,230,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
21,332,147,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
22,447,205,132,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888
23,761,266,195,148,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478
24,841,657,201,189,119,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094
25,927,727,425,223,158,107,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638
26,956,829,430,389,204,119,88,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069
27,1024,847,513,449,347,126,97,65,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509
28,1076,853,507,492,391,277,103,75,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848
29,1162,915,630,494,407,341,213,95,59,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4366
30,1150,956,587,520,416,343,296,172,66,39,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4592
31,1124,986,616,501,414,285,289,211,135,56,27,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685
32,1206,998,648,512,404,372,299,213,205,115,39,39,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073
33,1211,1016,728,507,396,381,306,273,203,145,104,40,27,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5366
34,1240,993,677,532,428,362,268,276,235,163,124,101,31,32,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5479
35,1202,933,678,567,391,311,301,222,195,172,133,98,84,46,24,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5383
36,1218,890,673,514,382,313,265,245,196,165,147,98,79,76,26,18,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325
37,1038,867,627,525,381,324,250,213,196,171,139,114,110,91,49,41,23,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185
38,1032,852,609,490,388,315,228,204,172,140,150,116,113,90,65,39,39,20,14,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
39,965,783,634,424,364,282,228,204,168,131,126,128,94,102,63,65,76,24,19,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4906
40,916,764,617,455,382,266,222,194,170,140,130,139,112,89,97,61,50,57,35,15,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4934
41,860,692,552,464,372,286,197,174,173,173,111,118,97,114,86,76,61,50,43,25,19,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759
42,789,672,562,457,324,316,231,186,189,154,137,117,120,80,105,90,96,69,59,29,33,21,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4858
43,777,685,575,505,382,312,266,208,172,159,139,139,118,120,105,93,113,70,88,53,35,78,19,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242
44,726,654,550,441,349,324,242,213,196,182,153,114,107,99,108,84,127,86,81,73,67,61,92,26,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185
45,688,656,574,430,361,297,266,245,201,157,162,122,126,115,101,116,97,97,98,79,80,107,74,107,24,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5419
46,672,700,568,481,367,303,288,227,243,180,198,160,157,121,108,117,109,110,112,98,108,121,103,114,109,32,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5961
47,738,712,653,493,426,340,297,277,254,220,185,186,159,153,120,106,101,120,109,115,110,125,129,132,99,160,55,54,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6671
48,738,741,666,527,434,365,293,261,271,221,196,210,175,141,157,125,136,106,122,105,126,121,149,129,124,134,177,65,44,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096
