年度,2021年度末,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
制度,国共済,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
被保険者種別,2種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
集計項目,被保険者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別１,現存,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,被保険者期間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,242,6173,2013,840,356,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10862
24,183,1336,6412,1773,684,343,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12002
25,165,847,1249,5839,1546,562,314,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11417
26,144,634,822,1077,4844,1294,493,259,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002
27,162,463,584,759,1085,4338,1147,469,200,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9583
28,181,530,421,508,667,942,3817,981,333,155,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8869
29,161,470,453,380,452,634,944,3556,940,294,125,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8818
30,137,406,385,370,385,390,619,880,2804,780,261,146,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930
31,134,389,380,357,330,312,429,541,766,2105,792,268,147,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7576
32,118,338,348,332,349,337,347,450,596,623,2018,737,267,170,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569
33,106,299,323,346,294,315,303,360,501,500,659,2334,755,344,167,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8308
34,99,279,310,235,281,270,299,306,403,340,433,694,2384,760,340,275,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8365
35,104,265,275,274,229,231,260,248,376,305,285,389,678,2597,812,531,288,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8562
36,90,281,219,245,249,192,272,231,326,266,246,356,437,783,2235,838,478,197,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8376
37,76,253,251,226,228,210,201,247,316,248,223,305,349,483,757,1663,731,363,201,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7776
38,102,259,217,249,261,205,205,220,285,226,245,290,254,380,489,880,1571,631,306,188,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938
39,78,234,245,226,244,190,198,208,211,212,212,282,250,303,387,622,910,1148,429,292,220,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7474
40,92,237,241,215,198,209,190,209,247,177,198,271,221,250,289,498,664,800,1186,188,256,165,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7341
41,84,237,208,198,178,164,192,198,229,163,163,261,238,233,263,301,446,575,916,904,177,227,156,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7167
42,90,231,213,216,212,146,188,199,221,164,134,208,168,219,178,253,266,408,610,769,771,194,227,169,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6919
43,83,214,230,221,203,172,168,207,209,194,166,246,169,164,185,216,243,296,430,549,685,874,202,292,217,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7291
44,62,202,211,200,182,144,171,153,232,158,163,220,160,169,141,196,186,208,304,437,554,727,792,256,304,242,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7362
45,97,256,192,221,198,185,162,164,226,145,152,226,143,133,141,162,144,169,246,264,345,473,619,911,301,449,295,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7633
46,87,215,206,208,224,171,149,185,243,166,135,215,165,165,142,149,141,155,201,188,235,322,441,676,987,307,448,340,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8099
47,85,216,226,185,191,148,140,170,204,139,150,235,160,141,144,137,112,122,146,175,155,214,296,456,727,1223,393,481,269,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9037
48,79,204,189,179,171,160,141,184,220,133,129,243,134,131,128,129,93,130,135,159,134,157,159,275,466,666,1160,427,511,298,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306
49,84,226,186,182,169,117,149,143,215,126,121,218,125,104,100,125,108,119,121,121,101,122,130,169,252,443,668,956,340,647,504,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9045
50,61,184,165,146,145,98,116,161,171,117,106,190,108,79,103,96,92,82,87,89,84,91,94,127,148,232,342,631,888,369,580,410,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880
51,77,174,168,139,158,103,105,124,167,119,94,169,93,89,87,71,75,75,73,85,63,72,85,80,97,136,211,306,467,868,329,509,444,1230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143
52,71,145,135,145,124,84,95,101,157,101,82,163,84,60,88,72,71,69,93,80,50,58,53,81,108,96,124,205,226,447,758,316,445,453,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333
53,71,155,144,113,129,89,84,81,160,81,75,168,60,50,65,65,55,47,74,64,51,60,66,64,77,80,80,117,141,271,436,696,364,393,448,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6185
54,64,148,115,124,126,75,83,69,166,59,75,176,81,65,57,69,41,64,62,55,50,58,62,52,66,70,67,87,112,180,242,386,629,303,330,401,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879
55,43,123,84,84,88,63,64,80,105,72,61,144,72,45,52,37,46,49,54,47,50,46,42,49,46,53,53,74,60,94,137,173,300,453,250,263,283,852,0,0,0,0,0,0,0,0,0,0,0,0,0,4691
56,41,114,88,83,88,54,63,76,136,73,57,142,59,44,49,36,40,43,50,57,30,43,48,48,46,56,39,56,70,86,98,125,175,295,435,259,274,240,509,1,0,0,0,0,0,0,0,0,0,0,0,4326
57,43,85,81,82,74,48,56,59,108,58,51,152,55,37,34,46,38,44,52,50,34,39,37,44,60,50,38,45,57,77,92,89,118,174,246,375,245,233,356,528,4,0,0,0,0,0,0,0,0,0,0,4194
58,33,94,67,60,67,49,53,58,105,45,40,112,40,35,44,26,29,21,47,35,36,36,41,33,25,39,45,42,54,57,73,70,93,96,138,243,293,260,224,256,500,3,1,0,0,0,0,0,0,0,0,3718
59,26,65,50,54,68,31,34,42,89,46,46,132,30,53,23,25,15,31,42,32,30,33,39,38,37,36,39,32,40,50,59,45,76,62,82,112,226,347,259,161,212,481,0,0,0,0,0,0,0,0,0,3430
60,27,41,48,36,44,23,39,39,51,38,27,89,32,36,17,23,20,22,27,37,18,28,29,29,28,36,32,48,32,44,47,59,66,56,47,72,114,207,287,267,145,171,374,1,0,0,0,0,0,0,0,2953
61,19,47,17,22,28,15,15,25,49,19,20,85,18,13,9,18,14,12,19,21,14,14,8,24,22,14,26,22,16,25,22,29,30,24,28,25,26,49,54,83,85,75,61,196,9,0,0,0,0,0,0,1466
62,12,29,15,20,24,13,14,14,18,18,21,65,6,10,7,12,7,6,18,9,10,14,9,16,21,13,13,27,16,18,17,15,22,24,30,18,22,28,25,51,69,63,52,53,148,3,0,0,0,0,0,1135
63,10,38,23,17,17,7,10,20,19,14,15,48,10,11,8,12,10,5,11,14,12,15,16,10,8,15,10,19,18,17,17,12,17,10,23,26,15,20,22,30,49,74,41,45,41,70,5,0,1,0,0,977
64,1,17,16,8,22,7,4,10,13,12,10,30,3,8,6,7,4,7,5,9,9,9,6,6,4,11,6,16,11,16,12,8,9,11,11,6,5,12,9,7,19,46,37,17,16,27,58,1,0,0,0,604
65,7,10,9,9,9,3,2,5,8,6,7,17,3,2,5,2,3,3,3,4,5,4,7,9,6,5,5,9,9,13,7,8,14,4,12,10,5,9,9,6,11,21,19,24,17,16,15,47,1,0,0,444
66,3,7,7,7,5,0,4,1,5,3,1,1,0,1,0,1,1,1,2,1,0,0,0,0,1,2,0,0,0,1,2,1,1,1,3,1,0,2,0,1,2,2,4,0,3,0,0,1,0,0,0,79
67,2,7,4,1,5,3,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,1,1,0,1,2,5,1,0,1,1,0,0,0,47
68,1,2,2,1,7,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,4,2,3,0,1,0,0,0,39
69,2,4,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,1,24
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
合計,5635,22847,22286,19973,17246,14384,13610,12631,12268,8877,8133,10439,8325,8793,8092,8296,7600,6317,6386,5368,4655,4469,4005,4371,4519,4730,4683,4555,4170,5175,5414,4808,4292,3590,2981,2823,2518,2259,1757,1392,1097,937,594,345,238,120,79,52,2,0,1,308137
集計項目,被保険者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別１,待期,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別２,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表別３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,被保険者期間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齢,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,合計
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,153,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
20,170,175,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
21,227,127,240,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626
22,328,197,222,153,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
23,543,310,267,137,179,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453
24,484,573,458,227,197,73,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029
25,579,613,783,492,249,103,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886
26,474,588,778,910,389,88,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290
27,536,695,833,1093,802,245,83,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317
28,523,741,887,1182,901,621,166,41,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5075
29,594,777,934,1162,1030,647,408,112,28,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5716
30,558,789,888,1039,926,696,440,284,87,17,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5745
31,572,738,881,1086,936,707,459,278,177,82,29,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5961
32,590,770,1039,1092,897,688,499,360,223,165,74,21,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6449
33,674,888,1185,1089,983,709,550,378,283,179,151,62,19,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176
34,724,986,1164,1117,925,685,592,386,294,207,174,149,66,22,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7511
35,767,983,1265,1084,943,716,576,424,327,244,230,157,134,66,21,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7947
36,815,1151,1235,1069,913,794,580,382,333,271,228,202,145,119,51,17,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8318
37,788,1273,1251,1096,1004,722,554,390,332,241,209,159,149,135,82,54,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454
38,802,1313,1287,1105,907,674,513,400,308,229,208,173,167,126,107,75,51,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8461
39,795,1432,1257,1025,923,709,549,356,263,221,181,159,152,105,100,86,53,27,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8407
40,814,1411,1325,1007,857,648,503,346,270,236,186,143,143,120,102,64,46,44,19,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8294
41,796,1403,1275,1011,908,624,519,374,258,211,190,153,134,113,96,72,63,50,28,11,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8305
42,797,1404,1221,986,841,642,549,345,293,220,177,169,117,117,95,87,75,73,40,30,16,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314
43,822,1473,1258,959,901,666,570,363,294,225,211,179,182,131,111,91,75,51,48,35,35,15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700
44,770,1390,1300,983,913,690,589,409,328,276,235,181,149,169,103,92,85,67,72,41,36,37,22,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8953
45,847,1377,1164,1001,841,728,648,457,344,294,275,196,208,148,114,110,85,96,45,58,47,37,29,13,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9180
46,781,1391,1185,1024,972,741,676,505,395,318,297,268,176,186,158,148,94,78,72,71,66,50,56,28,23,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9786
47,880,1477,1351,1068,1064,787,853,552,474,379,320,316,293,237,182,148,169,91,116,77,65,52,57,41,39,39,29,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11180
48,778,1362,1216,1049,1038,859,834,565,548,444,340,318,255,301,200,217,191,175,96,93,88,84,68,71,52,37,29,33,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11367
49,763,1195,1172,1056,971,777,806,560,481,390,319,291,249,250,191,195,200,129,155,81,89,81,79,77,55,45,45,27,26,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10780
50,774,1215,1221,1028,885,755,724,547,495,338,339,301,216,226,181,202,133,145,97,130,81,76,51,48,57,62,48,48,29,29,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10502
51,672,1092,1203,1026,818,734,574,493,422,340,271,218,197,178,152,153,139,101,130,92,111,59,49,66,52,61,53,47,47,24,29,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9634
52,628,1010,1133,998,761,672,499,417,381,324,268,239,184,160,141,137,122,123,90,88,85,110,62,49,34,60,38,49,39,34,26,31,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014
